ReportID:,1216,DataYear:,2010,,ReportID:,1216,DataYear:,2010,,ReportID:,1216,DataYear:,2010,,ReportID:,1216,DataYear:,2010,,ReportID:,1216,DataYear:,2010,,ReportID:,1216,DataYear:,2010,Prepared,10/1/2011
Daily Vehicle Miles Traveled (DVMT) by Physical Jurisdiction by Federal Functional Class; Towns Combined into Counties,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Public Road Segments within the Commonwealth of Virginia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Road Length values temporarilly not included in this report pending publication of official road length values,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,Secondary,,,,,,Primary,,,,,,Interstate,,,,,,All Roads,,,
,,,,,,,,,,,,,%,%,,,,,%,%,,,,,%,%,,,,%
,,,,,,,,,,%,%,,of,of,,%,%,,of,of,,%,%,,of,of,,%,,of
,,,,,,,,,,of,of,,Secondary,State,,of,of,,Primary,State,,of,of,,Interstate,State,,of,,State
,,,,Federal,,,,,,Secondary,State,Road,Total,Total,,Primary,State,Road,Total,Total,,Interstate,State,Road,Total,Total,,State,Road,Total
,,,,Functional,,,,,,Total,Total,Length,Road,Road,,Total,Total,Length,Road,Road,,Total,Total,Length,Road,Road,,Total,Length,Road
,,Jurisdiction,,Class,,,,,DVMT,VMT,VMT,(Miles),Length,Length,DVMT,VMT,VMT,(Miles),Length,Length,DVMT,VMT,VMT,(Miles),Length,Length,DVMT,VMT,(Miles),Length
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 ,,001,Accomack County,2,Rural Principal Arterial - Other,,,              ,0,0.00%,0.00%,,,,701,197,0.75%,0.31%,,,,0,0.00%,0.00%,,,,701,197,0.31%,,
 ,,001,Accomack County,7,Rural Major Collector,,,              ,140,984,0.22%,0.06%,,,,192,274,0.21%,0.09%,,,,0,0.00%,0.00%,,,,333,258,0.15%,,
 ,,001,Accomack County,8,Rural Minor Collector,,,              ,26,849,0.04%,0.01%,,,,2,535,0.00%,0.00%,,,,0,0.00%,0.00%,,,,29,384,0.01%,,
 ,,001,Accomack County,9,Rural Local System,,,              ,137,514,0.21%,0.06%,,,,102,0.00%,0.00%,,,,0,0.00%,0.00%,,,,137,616,0.06%,,
 ,,001,Accomack County Total:,,,,,,305,346,0.47%,0.14%,,,,896,108,0.96%,0.40%,,,,0,0.00%,0.00%,,,,1,201,454,0.53%,,
 ,,002,Albemarle County,1,Rural Principal Arterial - Interstate,,,              ,0,0.00%,0.00%,,,,0,0.00%,0.00%,,,,763,274,1.15%,0.34%,,,,763,274,0.34%,,
 ,,002,Albemarle County,2,Rural Principal Arterial - Other,,,              ,0,0.00%,0.00%,,,,272,184,0.29%,0.12%,,,,0,0.00%,0.00%,,,,272,184,0.12%,,
 ,,002,Albemarle County,6,Rural Minor Arterial,,,              ,0,0.00%,0.00%,,,,365,906,0.39%,0.16%,,,,0,0.00%,0.00%,,,,365,906,0.16%,,
 ,,002,Albemarle County,7,Rural Major Collector,,,              ,253,998,0.39%,0.11%,,,,135,433,0.14%,0.06%,,,,0,0.00%,0.00%,,,,389,431,0.17%,,
 ,,002,Albemarle County,8,Rural Minor Collector,,,              ,22,677,0.03%,0.01%,,,,0,0.00%,0.00%,,,,0,0.00%,0.00%,,,,22,677,0.01%,,
 ,,002,Albemarle County,9,Rural Local System,,,              ,220,085,0.34%,0.10%,,,,1,017,0.00%,0.00%,,,,0,0.00%,0.00%,,,,221,102,0.10%,,
 ,,002,Albemarle County,11,Urban Principal Arterial - Interstate,,,              ,0,0.00%,0.00%,,,,0,0.00%,0.00%,,,,323,597,0.49%,0.14%,,,,323,597,0.14%,,
 ,,002,Albemarle County,12,Urban Principal Arterial - Other Freeways or Expressways,,,              ,0,0.00%,0.00%,,,,171,575,0.18%,0.08%,,,,0,0.00%,0.00%,,,,171,575,0.08%,,
 ,,002,Albemarle County,14,Urban Principal Arterial - Other,,,              ,0,0.00%,0.00%,,,,522,635,0.56%,0.23%,,,,0,0.00%,0.00%,,,,522,635,0.23%,,
 ,,002,Albemarle County,16,Urban Minor Arterial,,,              ,128,814,0.20%,0.06%,,,,85,204,0.09%,0.04%,,,,0,0.00%,0.00%,,,,214,018,0.10%,,
 ,,002,Albemarle County,17,Urban Collector,,,              ,134,712,0.21%,0.06%,,,,0,0.00%,0.00%,,,,0,0.00%,0.00%,,,,134,712,0.06%,,
 ,,002,Albemarle County,19,Urban Local System,,,              ,122,411,0.19%,0.05%,,,,2,016,0.00%,0.00%,,,,0,0.00%,0.00%,,,,124,427,0.06%,,
 ,,002,Albemarle County Total:,,,,,,882,697,1.36%,0.39%,,,,1,555,970,1.66%,0.69%,,,,1,086,871,1.64%,0.48%,,,,3,525,539,1.57%,,
 ,,003,Alleghany County,1,Rural Principal Arterial - Interstate,,,              ,0,0.00%,0.00%,,,,0,0.00%,0.00%,,,,412,254,0.62%,0.18%,,,,412,254,0.18%,,
 ,,003,Alleghany County,2,Rural Principal Arterial - Other,,,              ,0,0.00%,0.00%,,,,13,775,0.01%,0.01%,,,,0,0.00%,0.00%,,,,13,775,0.01%,,
 ,,003,Alleghany County,6,Rural Minor Arterial,,,              ,0,0.00%,0.00%,,,,18,905,0.02%,0.01%,,,,0,0.00%,0.00%,,,,18,905,0.01%,,
 ,,003,Alleghany County,7,Rural Major Collector,,,              ,29,568,0.05%,0.01%,,,,56,349,0.06%,0.03%,,,,0,0.00%,0.00%,,,,85,917,0.04%,,
 ,,003,Alleghany County,8,Rural Minor Collector,,,              ,1,589,0.00%,0.00%,,,,0,0.00%,0.00%,,,,0,0.00%,0.00%,,,,1,589,0.00%,,
 ,,003,Alleghany County,9,Rural Local System,,,              ,80,661,0.12%,0.04%,,,,1,228,0.00%,0.00%,,,,0,0.00%,0.00%,,,,81,889,0.04%,,
 ,,003,Alleghany County,11,Urban Principal Arterial - Interstate,,,              ,0,0.00%,0.00%,,,,0,0.00%,0.00%,,,,28,146,0.04%,0.01%,,,,28,146,0.01%,,
 ,,003,Alleghany County,14,Urban Principal Arterial - Other,,,              ,0,0.00%,0.00%,,,,23,712,0.03%,0.01%,,,,0,0.00%,0.00%,,,,23,712,0.01%,,
 ,,003,Alleghany County,16,Urban Minor Arterial,,,              ,0,0.00%,0.00%,,,,25,380,0.03%,0.01%,,,,0,0.00%,0.00%,,,,25,380,0.01%,,
 ,,003,Alleghany County,17,Urban Collector,,,              ,11,763,0.02%,0.01%,,,,742,0.00%,0.00%,,,,0,0.00%,0.00%,,,,12,505,0.01%,,
 ,,003,Alleghany County,19,Urban Local System,,,              ,15,534,0.02%,0.01%,,,,121,0.00%,0.00%,,,,0,0.00%,0.00%,,,,15,654,0.01%,,
 ,,003,Alleghany County Total:,,,,,,139,115,0.21%,0.06%,,,,140,211,0.15%,0.06%,,,,440,400,0.66%,0.20%,,,,719,725,0.32%,,
 ,,004,Amelia County,2,Rural Principal Arterial - Other,,,              ,0,0.00%,0.00%,,,,284,973,0.30%,0.13%,,,,0,0.00%,0.00%,,,,284,973,0.13%,,
 ,,004,Amelia County,7,Rural Major Collector,,,              ,79,592,0.12%,0.04%,,,,61,250,0.07%,0.03%,,,,0,0.00%,0.00%,,,,140,841,0.06%,,
 ,,004,Amelia County,8,Rural Minor Collector,,,              ,31,914,0.05%,0.01%,,,,158,0.00%,0.00%,,,,0,0.00%,0.00%,,,,32,072,0.01%,,
 ,,004,Amelia County,9,Rural Local System,,,              ,69,568,0.11%,0.03%,,,,14,0.00%,0.00%,,,,0,0.00%,0.00%,,,,69,581,0.03%,,
 ,,004,Amelia County Total:,,,,,,181,073,0.28%,0.08%,,,,346,395,0.37%,0.15%,,,,0,0.00%,0.00%,,,,527,468,0.23%,,
 ,,005,Amherst County,2,Rural Principal Arterial - Other,,,              ,0,0.00%,0.00%,,,,78,921,0.08%,0.04%,,,,0,0.00%,0.00%,,,,78,921,0.04%,,
 ,,005,Amherst County,6,Rural Minor Arterial,,,              ,0,0.00%,0.00%,,,,134,551,0.14%,0.06%,,,,0,0.00%,0.00%,,,,134,551,0.06%,,
 ,,005,Amherst County,7,Rural Major Collector,,,              ,50,642,0.08%,0.02%,,,,0,0.00%,0.00%,,,,0,0.00%,0.00%,,,,50,642,0.02%,,
 ,,005,Amherst County,8,Rural Minor Collector,,,              ,10,700,0.02%,0.00%,,,,0,0.00%,0.00%,,,,0,0.00%,0.00%,,,,10,700,0.00%,,
 ,,005,Amherst County,9,Rural Local System,,,              ,60,227,0.09%,0.03%,,,,11,0.00%,0.00%,,,,0,0.00%,0.00%,,,,60,238,0.03%,,
 ,,005,Amherst County,12,Urban Principal Arterial - Other Freeways or Expressways,,,              ,0,0.00%,0.00%,,,,295,942,0.32%,0.13%,,,,0,0.00%,0.00%,,,,295,942,0.13%,,
 ,,005,Amherst County,14,Urban Principal Arterial - Other,,,              ,0,0.00%,0.00%,,,,198,931,0.21%,0.09%,,,,0,0.00%,0.00%,,,,198,931,0.09%,,
 ,,005,Amherst County,16,Urban Minor Arterial,,,              ,13,151,0.02%,0.01%,,,,76,515,0.08%,0.03%,,,,0,0.00%,0.00%,,,,89,666,0.04%,,
 ,,005,Amherst County,17,Urban Collector,,,              ,55,043,0.08%,0.02%,,,,1,995,0.00%,0.00%,,,,0,0.00%,0.00%,,,,57,037,0.03%,,
 ,,005,Amherst County,19,Urban Local System,,,              ,29,064,0.04%,0.01%,,,,3,655,0.00%,0.00%,,,,0,0.00%,0.00%,,,,32,719,0.01%,,
 ,,005,Amherst County Total:,,,,,,218,825,0.34%,0.10%,,,,790,520,0.85%,0.35%,,,,0,0.00%,0.00%,,,,1,009,345,0.45%,,
 ,,006,Appomattox County,2,Rural Principal Arterial - Other,,,              ,0,0.00%,0.00%,,,,251,645,0.27%,0.11%,,,,0,0.00%,0.00%,,,,251,645,0.11%,,
 ,,006,Appomattox County,6,Rural Minor Arterial,,,              ,0,0.00%,0.00%,,,,52,740,0.06%,0.02%,,,,0,0.00%,0.00%,,,,52,740,0.02%,,
 ,,006,Appomattox County,7,Rural Major Collector,,,              ,63,192,0.10%,0.03%,,,,26,396,0.03%,0.01%,,,,0,0.00%,0.00%,,,,89,588,0.04%,,
 ,,006,Appomattox County,8,Rural Minor Collector,,,              ,10,120,0.02%,0.00%,,,,0,0.00%,0.00%,,,,0,0.00%,0.00%,,,,10,120,0.00%,,
 ,,006,Appomattox County,9,Rural Local System,,,              ,58,238,0.09%,0.03%,,,,327,0.00%,0.00%,,,,0,0.00%,0.00%,,,,58,565,0.03%,,
 ,,006,Appomattox County Total:,,,,,,131,550,0.20%,0.06%,,,,331,108,0.35%,0.15%,,,,0,0.00%,0.00%,,,,462,658,0.21%,,
 ,,000,Arlington County,11,Urban Principal Arterial - Interstate,,,              ,0,0.00%,0.00%,,,,0,0.00%,0.00%,,,,1,395,085,2.10%,0.62%,,,,1,395,085,0.62%,,
 ,,000,Arlington County,14,Urban Principal Arterial - Other,,,              ,72,381,0.11%,0.03%,,,,1,791,414,1.92%,0.80%,,,,0,0.00%,0.00%,,,,1,863,796,0.83%,,
