Virginia Department of Transportation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Traffic Engineering Division,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Annual Average Daily Traffic Volume Estimates By Section of Route,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Town of Ashland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Parallel Facilities Combined,,,,,,,,,,,,,
Link ID,Route Prefix,Route Number,Route Suffix,Route Label,Route Alias,Physical Jurisdiction,,Maintenance Jurisdiction,,Link Length,Start Label,End Label,AADT,AADT Quality,Percent 2 and 4 Tire Vehicles,Percent Busses,Percent Single Unit Trucks 2 Axle,Percent Single Unit Trucks 3+ Axle,Percent Combination Trucks 1 Trailer,Percent Combination Trucks 2+ Trailer,Vehicle Classification Quality,K Factor,K Factor Quality,Direction Factor,AAWDT,AAWDT Quality,Data Date,Comment,AADT,AADT Quality,Percent 2 and 4 Tire Vehicles,Percent Busses,Percent Single Unit Trucks 2 Axle,Percent Single Unit Trucks 3+ Axle,Percent Combination Trucks 1 Trailer,Percent Combination Trucks 2+ Trailer,Vehicle Classification Quality,K Factor,K Factor Quality,Direction Factor,AAWDT,AAWDT Quality
604005,  US,00001,     ,US 1,Washington Hwy,166,Town of Ashland,166,Town of Ashland,1.41,SCL Ashland,Ashcake Rd,15000,F,96%,1%,1%,1%,2%,0%,F,,,,16000,F,2008,,,,,,,,,,,,,,,
604006,  US,00001,     ,US 1,Washington Hwy,166,Town of Ashland,166,Town of Ashland,0.85,Ashcake Rd,SR 54 England St,16000,F,96%,1%,1%,1%,2%,0%,C,0.0916,F,0.0000,18000,F,2008,,,,,,,,,,,,,,,
604007,  US,00001,     ,US 1,Washington Hwy,166,Town of Ashland,166,Town of Ashland,0.23,SR 54 England St,Randolph Circle,16000,F,93%,1%,1%,1%,4%,0%,F,,,,17000,F,2008,,,,,,,,,,,,,,,
604008,  US,00001,     ,US 1,Washington Hwy,166,Town of Ashland,166,Town of Ashland,1.94,Randolph Circle,NCL Ashland,8100,F,93%,1%,1%,1%,4%,0%,C,,,,8800,F,2008,,,,,,,,,,,,,,,
604001,  SR,00054,     ,VA 54,Thompson St,166,Town of Ashland,166,Town of Ashland,0.96,NCL Ashland,Dewey St,7800,F,98%,0%,1%,0%,1%,0%,C,0.0993,F,0.0000,8400,F,2008,,,,,,,,,,,,,,,
604002,  SR,00054,     ,VA 54,Thompson St,166,Town of Ashland,166,Town of Ashland,0.50,Dewy Street,Hanover Ave,9100,F,98%,0%,1%,0%,1%,0%,F,0.0908,F,0.0000,9900,F,2008,,,,,,,,,,,,,,,
604003,  SR,00054,     ,VA 54,England St,166,Town of Ashland,166,Town of Ashland,0.56,Hanover Ave,US 1 Washington Hwy,15000,F,96%,1%,3%,0%,1%,0%,C,0.0847,F,0.0000,16000,F,2008,,,,,,,,,,,,,,,
604004,  SR,00054,     ,VA 54,England St,166,Town of Ashland,166,Town of Ashland,0.59,US 1 Washington Hwy,I-95,24000,F,90%,1%,1%,1%,7%,0%,C,,,,27000,F,2008,,,,,,,,,,,,,,,
040432,  SR,00054,     ,VA 54,East Patrick Henry Rd,166,Town of Ashland,166,Town of Ashland,0.81,I-95,ECL Ashland,4300,F,90%,1%,1%,1%,7%,0%,F,0.0967,F,0.6014,4700,F,2008,,,,,,,,,,,,,,,
040102,  IS,00095,N    ,I-95 NB, ,166,Town of Ashland,042,Hanover County,1.72,SR 54 Ashland,NCL Ashland,51000,F,85%,1%,1%,1%,11%,1%,F,,,,47000,F,2008,,101000,F,85%,1%,1%,1%,11%,1%,F,,,,92000,F
