Virginia Department of Transportation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Traffic Engineering Division,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Annual Average Daily Traffic Volume Estimates By Section of Route,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Town of Belle Haven,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Parallel Facilities Combined,,,,,,,,,,,,,
Link ID,Route Prefix,Route Number,Route Suffix,Route Label,Route Alias,Physical Jurisdiction,,Maintenance Jurisdiction,,Link Length,Start Label,End Label,AADT,AADT Quality,Percent 2 and 4 Tire Vehicles,Percent Busses,Percent Single Unit Trucks 2 Axle,Percent Single Unit Trucks 3+ Axle,Percent Combination Trucks 1 Trailer,Percent Combination Trucks 2+ Trailer,Vehicle Classification Quality,K Factor,K Factor Quality,Direction Factor,AAWDT,AAWDT Quality,Data Date,Comment,AADT,AADT Quality,Percent 2 and 4 Tire Vehicles,Percent Busses,Percent Single Unit Trucks 2 Axle,Percent Single Unit Trucks 3+ Axle,Percent Combination Trucks 1 Trailer,Percent Combination Trucks 2+ Trailer,Vehicle Classification Quality,K Factor,K Factor Quality,Direction Factor,AAWDT,AAWDT Quality
050416,  SR,00178,     ,VA 178,Belle Haven Rd,167,Town of Belle Haven,065,Northampton County,0.35,NCL Exmore,Accomack County Line,0,?,,,,,,,X,,,,,,,,,,,,,,,,,,,,,
050316,  SR,00178,     ,VA 178,Belle Haven Rd,167,Town of Belle Haven,001,Accomack County,0.48,Accomack County Line,SR 181 King St; Main St,0,?,,,,,,,X,,,,,,,,,,,,,,,,,,,,,
050220,  SR,00178,     ,VA 178,Shields Bridge Rd,167,Town of Belle Haven,001,Accomack County,1.24,SR 181 King St; Main St,WCL Belle Haven,2000,F,99%,0%,1%,0%,0%,0%,F,0.0942,F,0.6825,2100,F,2008,,,,,,,,,,,,,,,
050018,  SR,00181,     ,VA 181,Main St,167,Town of Belle Haven,001,Accomack County,0.25,01-609 Main St,SR 178 Shields Bridge Rd,0,?,,,,,,,X,,,,,,,,,,,,,,,,,,,,,
050005,  SR,00181,     ,VA 181,King St,167,Town of Belle Haven,001,Accomack County,0.32,SR 178 Belle Haven Rd,ECL Belle Haven,1000,F,93%,1%,1%,1%,3%,0%,C,0.0842,F,0.5495,1100,F,2008,,,,,,,,,,,,,,,
700100,  01,00601,     ,01-601, ,167,Town of Belle Haven,001,Accomack County,0.27,SR 178 Belle Haven Rd,ECL Belle Haven,1300,R,,,,,,,X,,,,,,07/26/2005,,,,,,,,,,,,,,,
700102,  01,00602,     ,01-602,Lee St,167,Town of Belle Haven,001,Accomack County,0.55,Northampton County Line,SR 178 Belle Haven Rd,950,R,,,,,,,X,,,,,,07/26/2005,,,,,,,,,,,,,,,
700113,  01,00609,     ,01-609,Main St,167,Town of Belle Haven,001,Accomack County,0.26,SR 181 Main St,NCL Belle Haven,1300,R,,,,,,,X,,,,,,09/07/2005,,,,,,,,,,,,,,,
700927,  01,02001,     ,01-2001,Indian Lane,167,Town of Belle Haven,001,Accomack County,0.23,01-601,SR 181 ECL Belle Haven,160,R,,,,,,,X,,,,,,08/30/2005,,,,,,,,,,,,,,,
700928,  01,02002,     ,01-2002,Short St,167,Town of Belle Haven,001,Accomack County,0.08,Dead End,SR 178 Belle Haven Rd,40,R,,,,,,,X,,,,,,08/30/2005,,,,,,,,,,,,,,,
700929,  01,02003,     ,01-2003,Turner St,167,Town of Belle Haven,001,Accomack County,0.08,SR 178 Belle Haven Rd,01-2007 North Wainhouse Rd,320,R,,,,,,,X,,,,,,08/30/2005,,,,,,,,,,,,,,,
700930,  01,02003,     ,01-2003,Turner St,167,Town of Belle Haven,001,Accomack County,0.10,01-2007 North Wainhouse Rd,01-601 ECL Belle Haven,290,R,,,,,,,X,,,,,,08/30/2005,,,,,,,,,,,,,,,
700931,  01,02004,     ,01-2004, ,167,Town of Belle Haven,001,Accomack County,0.08,SR 181 King St,01-2005 Horseshoe Lane,50,R,,,,,,,X,,,,,,08/30/2005,,,,,,,,,,,,,,,
