Virginia Department of Transportation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Traffic Engineering Division,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Annual Average Daily Traffic Volume Estimates By Section of Route,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Town of Phenix,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Parallel Facilities Combined,,,,,,,,,,,,,
Link ID,Route Prefix,Route Number,Route Suffix,Route Label,Route Alias,Physical Jurisdiction,,Maintenance Jurisdiction,,Link Length,Start Label,End Label,AADT,AADT Quality,Percent 2 and 4 Tire Vehicles,Percent Busses,Percent Single Unit Trucks 2 Axle,Percent Single Unit Trucks 3+ Axle,Percent Combination Trucks 1 Trailer,Percent Combination Trucks 2+ Trailer,Vehicle Classification Quality,K Factor,K Factor Quality,Direction Factor,AAWDT,AAWDT Quality,Data Date,Comment,AADT,AADT Quality,Percent 2 and 4 Tire Vehicles,Percent Busses,Percent Single Unit Trucks 2 Axle,Percent Single Unit Trucks 3+ Axle,Percent Combination Trucks 1 Trailer,Percent Combination Trucks 2+ Trailer,Vehicle Classification Quality,K Factor,K Factor Quality,Direction Factor,AAWDT,AAWDT Quality
030354,  SR,00040,     ,VA 40,Phenix Main St,282,Town of Phenix,019,Charlotte County,0.97,WCL Phenix,19-727 Washington Ave; Red House Rd,1300,N,76%,1%,2%,2%,20%,0%,N,0.0864,N,0.5603,1300,N,2008,,,,,,,,,,,,,,,
030074,  SR,00040,     ,VA 40,Patrick Henry Hwy,282,Town of Phenix,019,Charlotte County,0.62,19-727 Washington Ave; Red House Rd,ECL Phenix,2100,G,76%,1%,2%,2%,20%,0%,F,0.1077,F,0.6109,2100,G,2008,,,,,,,,,,,,,,,
711152,  19,00668,     ,19-668,Stockdale Rd,282,Town of Phenix,019,Charlotte County,0.09,SR 40 Patrick Henry Hwy,0.09 ME SR 40,50,R,,,,,,,X,,,,,,06/09/2003,,,,,,,,,,,,,,,
711153,  19,00668,     ,19-668,Stockdale Rd,282,Town of Phenix,019,Charlotte County,0.26,0.09 ME SR 40,ECL Phenix,20,R,,,,,,,X,,,,,,04/20/2006,,,,,,,,,,,,,,,
785071,  19,00675,     ,19-675,Tola Rd,282,Town of Phenix,019,Charlotte County,0.60,SCL Phenix,SR 40; 19-1001,410,R,,,,,,,X,,,,,,07/17/2000,,,,,,,,,,,,,,,
402394,  19,00727,     ,19-727,Washington Ave.,282,Town of Phenix,019,Charlotte County,0.28,SR 40; 19-1008,NCL Phenix,1300,G,92%,0%,1%,1%,5%,0%,F,0.1385,F,0.5064,1300,G,2008,,,,,,,,,,,,,,,
711326,  19,01001,     ,19-1001,Lincoln St,282,Town of Phenix,019,Charlotte County,0.43,Dead End,19-1007 Chester St,90,R,,,,,,,X,,,,,,06/03/2003,,,,,,,,,,,,,,,
711327,  19,01001,     ,19-1001,Lincoln St,282,Town of Phenix,019,Charlotte County,0.07,19-1007 Chester St,SR 40; 19-675,250,R,,,,,,,X,,,,,,06/03/2003,,,,,,,,,,,,,,,
711328,  19,01002,     ,19-1002,Charlotte Ave,282,Town of Phenix,019,Charlotte County,0.14,SR 40; 19-675,19-1005 Park St,330,R,,,,,,,X,,,,,,06/09/2003,,,,,,,,,,,,,,,
