Virginia Department of Transportation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Traffic Engineering Division,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Annual Average Daily Traffic Volume Estimates By Section of Route,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Town of South Hill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Parallel Facilities Combined,,,,,,,,,,,,,
Link ID,Route Prefix,Route Number,Route Suffix,Route Label,Route Alias,Physical Jurisdiction,,Maintenance Jurisdiction,,Link Length,Start Label,End Label,AADT,AADT Quality,Percent 2 and 4 Tire Vehicles,Percent Busses,Percent Single Unit Trucks 2 Axle,Percent Single Unit Trucks 3+ Axle,Percent Combination Trucks 1 Trailer,Percent Combination Trucks 2+ Trailer,Vehicle Classification Quality,K Factor,K Factor Quality,Direction Factor,AAWDT,AAWDT Quality,Data Date,Comment,AADT,AADT Quality,Percent 2 and 4 Tire Vehicles,Percent Busses,Percent Single Unit Trucks 2 Axle,Percent Single Unit Trucks 3+ Axle,Percent Combination Trucks 1 Trailer,Percent Combination Trucks 2+ Trailer,Vehicle Classification Quality,K Factor,K Factor Quality,Direction Factor,AAWDT,AAWDT Quality
671213,  US,00001,     ,"US 1, Bus US 58",Danville St,301,Town of South Hill,301,Town of South Hill,1.89,SCL South Hill,Locust St,5100,G,95%,1%,1%,0%,2%,0%,C,0.1146,F,0.5668,5600,G,2008,,,,,,,,,,,,,,,
671212,  US,00001,     ,"US 1, Bus US 58",Danville St,301,Town of South Hill,301,Town of South Hill,0.28,Locust St,Plank Rd,7900,G,95%,1%,1%,0%,2%,0%,F,0.0961,F,0.5153,8500,G,2008,,,,,,,,,,,,,,,
671210,  US,00001,     ,"US 1, Bus US 58",Danville St,301,Town of South Hill,301,Town of South Hill,0.09,Plank Rd,Goodes Ferry Blvd,8600,G,96%,1%,1%,1%,1%,0%,C,0.0940,F,0.5531,9300,G,2008,,,,,,,,,,,,,,,
671201,  US,00001,     ,"US 1, Bus US 58",Danville St,301,Town of South Hill,301,Town of South Hill,0.23,Goodes Ferry Blvd,Mecklenburg Ave,8200,G,95%,1%,2%,1%,1%,0%,C,0.0915,F,0.5567,8900,G,2008,,,,,,,,,,,,,,,
671199,  US,00001,     ,"US 1, Bus US 58",Mecklenburg Ave,301,Town of South Hill,301,Town of South Hill,0.16,Danville St,US 58 BUS; SR 47 Atlantic St,8100,G,96%,1%,1%,1%,2%,0%,C,0.0895,F,0.5429,8800,G,2008,,,,,,,,,,,,,,,
671198,  US,00001,     ,US 1,Mecklenburg Ave,301,Town of South Hill,301,Town of South Hill,0.08,US 58 BUS; SR 47 Atlantic St,Windsor St,7900,G,96%,1%,1%,0%,2%,0%,C,0.0974,F,0.5518,8500,G,2008,,,,,,,,,,,,,,,
671196,  US,00001,     ,US 1,Mecklenburg Ave,301,Town of South Hill,301,Town of South Hill,0.58,Windsor St,E Ferrell St,9400,G,97%,1%,1%,0%,1%,0%,C,0.0918,F,0.5061,10000,G,2008,,,,,,,,,,,,,,,
671219,  US,00001,     ,US 1,Mecklenburg Ave,301,Town of South Hill,301,Town of South Hill,2.26,E Ferrell St,NCL South Hill,6500,G,96%,1%,1%,0%,2%,0%,C,0.0987,F,0.5229,7100,G,2008,,,,,,,,,,,,,,,
671197,  SR,00047,     ,VA 47,W Atlantic St,301,Town of South Hill,301,Town of South Hill,0.63,Mecklenburg Ave,Thomas St,6700,G,93%,1%,1%,1%,4%,0%,C,0.0877,F,0.5412,7300,G,2008,,,,,,,,,,,,,,,
