Virginia Department of Transportation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Traffic Engineering Division,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Annual Average Daily Traffic Volume Estimates By Section of Route,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Town of Troutdale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Parallel Facilities Combined,,,,,,,,,,,,,
Link ID,Route Prefix,Route Number,Route Suffix,Route Label,Route Alias,Physical Jurisdiction,,Maintenance Jurisdiction,,Link Length,Start Label,End Label,AADT,AADT Quality,Percent 2 and 4 Tire Vehicles,Percent Busses,Percent Single Unit Trucks 2 Axle,Percent Single Unit Trucks 3+ Axle,Percent Combination Trucks 1 Trailer,Percent Combination Trucks 2+ Trailer,Vehicle Classification Quality,K Factor,K Factor Quality,Direction Factor,AAWDT,AAWDT Quality,Data Date,Comment,AADT,AADT Quality,Percent 2 and 4 Tire Vehicles,Percent Busses,Percent Single Unit Trucks 2 Axle,Percent Single Unit Trucks 3+ Axle,Percent Combination Trucks 1 Trailer,Percent Combination Trucks 2+ Trailer,Vehicle Classification Quality,K Factor,K Factor Quality,Direction Factor,AAWDT,AAWDT Quality
010239,  SR,00016,     ,VA 16,Troutdale Hwy,314,Town of Troutdale,038,Grayson County,2.26,ECL Troutdale,WCL Troutdale,1000,F,89%,1%,1%,1%,8%,0%,F,0.1012,F,0.5401,1100,F,2008,,,,,,,,,,,,,,,
405468,  38,00603,     ,38-603,Fairwood Dr,314,Town of Troutdale,038,Grayson County,1.00,WCL Troutdale,"SR 16 N, Troutdale Hwy",290,F,97%,1%,1%,1%,1%,0%,C,0.1145,F,0.6053,310,F,2008,,,,,,,,,,,,,,,
741729,  38,00603,     ,38-603,Fairwood Rd,314,Town of Troutdale,038,Grayson County,0.85,"SR 16 S, Troutdale Hwy",ECL Troutdale,260,R,,,,,,,X,,,,,,12/29/2005,,,,,,,,,,,,,,,
742203,  38,00827,     ,38-827,Auburn Lane,314,Town of Troutdale,038,Grayson County,0.13,Dead End,38-603 Fairwood Rd,60,R,,,,,,,X,,,,,,02/17/2006,,,,,,,,,,,,,,,
742214,  38,00837,     ,38-837,Timberline Rd,314,Town of Troutdale,038,Grayson County,0.22,SR 16 Troutdale Hwy,38-603 Fairwood Rd,300,R,,,,,,,X,,,,,,06/21/2002,,,,,,,,,,,,,,,
742363,  38,01201,     ,38-1201,High County Ln,314,Town of Troutdale,038,Grayson County,0.13,38-603 Fairwood Rd,Dead End,140,R,,,,,,,X,,,,,,06/21/2002,,,,,,,,,,,,,,,
742364,  38,01202,     ,38-1202,Woodland Lane,314,Town of Troutdale,038,Grayson County,0.43,Dead End,38-603 Fairwood Dr,30,R,,,,,,,X,,,,,,12/29/2005,,,,,,,,,,,,,,,
- - - - - - - - - - - - - - - - - - - - - - - - - - - - End of Report - - - - - - - - - - - - - - - - - - - - - - - - - - - - ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
