Virginia Department of Transportation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Traffic Engineering Division,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Annual Average Daily Traffic Volume Estimates By Section of Route,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Town of Mount Crawford,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Parallel Facilities Combined,,,,,,,,,,,,,
Link ID,Route Prefix,Route Number,Route Suffix,Route Label,Route Alias,Physical Jurisdiction,,Maintenance Jurisdiction,,Link Length,Start Label,End Label,AADT,AADT Quality,Percent 2 and 4 Tire Vehicles,Percent Busses,Percent Single Unit Trucks 2 Axle,Percent Single Unit Trucks 3+ Axle,Percent Combination Trucks 1 Trailer,Percent Combination Trucks 2+ Trailer,Vehicle Classification Quality,K Factor,K Factor Quality,Direction Factor,AAWDT,AAWDT Quality,Data Date,Comment,AADT,AADT Quality,Percent 2 and 4 Tire Vehicles,Percent Busses,Percent Single Unit Trucks 2 Axle,Percent Single Unit Trucks 3+ Axle,Percent Combination Trucks 1 Trailer,Percent Combination Trucks 2+ Trailer,Vehicle Classification Quality,K Factor,K Factor Quality,Direction Factor,AAWDT,AAWDT Quality
080590,  US,00011,     ,US 11,Lee Highway,264,Town of Mount Crawford,082,Rockingham County,0.92,SCL Mt Crawford,82-919,6400,N,95%,0%,1%,1%,2%,0%,N,0.1009,N,0.6393,6600,N,2008,,,,,,,,,,,,,,,
080439,  US,00011,     ,US 11,Lee Highway,264,Town of Mount Crawford,082,Rockingham County,0.20,82-919,NCL Mt Crawford,8100,G,95%,0%,1%,1%,2%,0%,F,0.1025,F,0.6435,8300,G,2008,,,,,,,,,,,,,,,
402824,  82,00867,     ,82-867,North River Rd,264,Town of Mount Crawford,082,Rockingham County,0.37,WCL Mt Crawford,US 11 Lee Highway,680,G,99%,0%,1%,0%,0%,0%,C,0.1017,F,0.5833,700,G,2008,,,,,,,,,,,,,,,
402825,  82,00867,     ,82-867,North River Rd,264,Town of Mount Crawford,082,Rockingham County,0.20,US 11 Lee Highway,ECL Mt Crawford,520,G,95%,1%,1%,1%,2%,0%,C,0.1021,F,0.6226,530,G,2008,,,,,,,,,,,,,,,
768662,  82,00918,     ,82-918,Mill St,264,Town of Mount Crawford,082,Rockingham County,0.25,US 11 Lee Highway,82-867 North River Rd,100,R,,,,,,,X,,,,,,08/18/2003,,,,,,,,,,,,,,,
768663,  82,00919,     ,82-919,Parsons Court,264,Town of Mount Crawford,082,Rockingham County,0.05,US 11 Lee Highway,ECL Mt Crawford,110,R,,,,,,,X,,,,,,07/13/2000,,,,,,,,,,,,,,,
786757,  82,01023,     ,82-1023,Angler Landing,264,Town of Mount Crawford,082,Rockingham County,0.06,82-1024 Transom Court,82-867 North River Rd,0,?,,,,,,,X,,,,,,,,,,,,,,,,,,,,,
786758,  82,01024,     ,82-1024,Transom Court,264,Town of Mount Crawford,082,Rockingham County,0.10,Cul-de-Sac,Cul-de-Sac,0,?,,,,,,,X,,,,,,,,,,,,,,,,,,,,,
793402,  82,01063,     ,82-1063, ,264,Town of Mount Crawford,082,Rockingham County,0.28,Cul-de-Sac,US 11,0,?,,,,,,,X,,,,,,,,,,,,,,,,,,,,,
793403,  82,01064,     ,82-1064, ,264,Town of Mount Crawford,082,Rockingham County,0.18,Cul-de-Sac,82-1063,0,?,,,,,,,X,,,,,,,,,,,,,,,,,,,,,
- - - - - - - - - - - - - - - - - - - - - - - - - - - - End of Report - - - - - - - - - - - - - - - - - - - - - - - - - - - - ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
