Virginia Department of Transportation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Traffic Engineering Division,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Annual Average Daily Traffic Volume Estimates By Section of Route,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Town of Boones Mill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Parallel Facilities Combined,,,,,,,,,,,,,
Link ID,Route Prefix,Route Number,Route Suffix,Route Label,Route Alias,Physical Jurisdiction,,Maintenance Jurisdiction,,Link Length,Start Label,End Label,AADT,AADT Quality,Percent 2 and 4 Tire Vehicles,Percent Busses,Percent Single Unit Trucks 2 Axle,Percent Single Unit Trucks 3+ Axle,Percent Combination Trucks 1 Trailer,Percent Combination Trucks 2+ Trailer,Vehicle Classification Quality,K Factor,K Factor Quality,Direction Factor,AAWDT,AAWDT Quality,Data Date,Comment,AADT,AADT Quality,Percent 2 and 4 Tire Vehicles,Percent Busses,Percent Single Unit Trucks 2 Axle,Percent Single Unit Trucks 3+ Axle,Percent Combination Trucks 1 Trailer,Percent Combination Trucks 2+ Trailer,Vehicle Classification Quality,K Factor,K Factor Quality,Direction Factor,AAWDT,AAWDT Quality
020285,  US,00220,     ,US 220, ,170,Town of Boones Mill,033,Franklin County,1.32,SCL Boones Mill,NCL Boones Mill,24000,F,86%,1%,1%,1%,10%,1%,F,0.0808,F,0.0000,24000,F,2008,,,,,,,,,,,,,,,
405870,  33,00684,     ,33-684, ,170,Town of Boones Mill,033,Franklin County,0.62,US 220,ECL Boones Mill,1700,F,98%,0%,1%,1%,0%,0%,C,0.1031,F,0.7053,1800,F,2008,,,,,,,,,,,,,,,
405912,  33,00739,     ,33-739, ,170,Town of Boones Mill,033,Franklin County,0.02,WCL Boones Mill,33-1609 Oakwood Dr,2000,N,98%,0%,0%,1%,1%,0%,N,0.1015,N,0.8333,2100,N,2008,,,,,,,,,,,,,,,
405882,  33,00739,     ,33-739, ,170,Town of Boones Mill,033,Franklin County,0.16,33-1609 Oakwood Dr,US 220,2500,F,98%,0%,0%,1%,1%,0%,C,0.1003,F,0.7143,2600,F,2008,,,,,,,,,,,,,,,
739203,  33,01601,     ,33-1601,Easy St,170,Town of Boones Mill,033,Franklin County,0.23,Dead End,33-1602 Boon St,120,R,,,,,,,X,,,,,,10/03/2005,,,,,,,,,,,,,,,
739204,  33,01601,     ,33-1601,Easy St,170,Town of Boones Mill,033,Franklin County,0.10,33-1602 Boon St,33-684,850,R,,,,,,,X,,,,,,10/03/2005,,,,,,,,,,,,,,,
739205,  33,01602,     ,33-1602,Boon St,170,Town of Boones Mill,033,Franklin County,0.05,US 220,33-1603 Main St,1500,R,,,,,,,X,,,,,,10/03/2005,,,,,,,,,,,,,,,
739206,  33,01602,     ,33-1602,Boon St,170,Town of Boones Mill,033,Franklin County,0.01,33-1603 Main St,33-1601 Easy St,1000,R,,,,,,,X,,,,,,10/03/2005,,,,,,,,,,,,,,,
739207,  33,01603,     ,33-1603,Main St,170,Town of Boones Mill,033,Franklin County,0.12,33-1602 Boon St,33-684,600,R,,,,,,,X,,,,,,10/03/2005,,,,,,,,,,,,,,,
739208,  33,01604,     ,33-1604,Church Hill,170,Town of Boones Mill,033,Franklin County,0.20,33-684,Dead End,520,R,,,,,,,X,,,,,,10/03/2005,,,,,,,,,,,,,,,
739209,  33,01605,     ,33-1605,Whispering Creek Rd,170,Town of Boones Mill,033,Franklin County,0.23,US 220,33-684,620,R,,,,,,,X,,,,,,10/03/2005,,,,,,,,,,,,,,,
