ReportID:,1216,DataYear:,2009,,ReportID:,1216,DataYear:,2009,,ReportID:,1216,DataYear:,2009,,ReportID:,1216,DataYear:,2009,,ReportID:,1216,DataYear:,2009,,ReportID:,1216,DataYear:,2009,Prepared,7/11/2010
Daily Vehicle Miles Traveled (DVMT) by Physical Jurisdiction by Federal Functional Class; Towns Combined into Counties,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Public Road Segments within the Commonwealth of Virginia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Using Distance Measured Along North and East Bound Direction of Separated Inventoried Highways,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,Secondary,,,,,,Primary,,,,,,Interstate,,,,,,All Roads,,,
,,,,,,,,,,,,,%,%,,,,,%,%,,,,,%,%,,,,%
,,,,,,,,,,%,%,,of,of,,%,%,,of,of,,%,%,,of,of,,%,,of
,,,,,,,,,,of,of,,Secondary,State,,of,of,,Primary,State,,of,of,,Interstate,State,,of,,State
,,,,Federal,,,,,,Secondary,State,Road,Total,Total,,Primary,State,Road,Total,Total,,Interstate,State,Road,Total,Total,,State,Road,Total
,,,,Functional,,,,,,Total,Total,Length,Road,Road,,Total,Total,Length,Road,Road,,Total,Total,Length,Road,Road,,Total,Length,Road
,,Jurisdiction,,Class,,,,,DVMT,VMT,VMT,(Miles),Length,Length,DVMT,VMT,VMT,(Miles),Length,Length,DVMT,VMT,VMT,(Miles),Length,Length,DVMT,VMT,(Miles),Length
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 ,,001,Accomack County,2,Rural Principal Arterial - Other,,,              ,0,0.00%,0.00%,0.00,0.00%,0.00%,707,740,0.77%,0.32%,37.40,0.37%,0.05%,0,0.00%,0.00%,0.00,0.00%,0.00%,707,740,0.32%,37.40,0.05%
 ,,001,Accomack County,7,Rural Major Collector,,,              ,152,297,0.24%,0.07%,105.32,0.17%,0.14%,206,193,0.23%,0.09%,61.95,0.62%,0.08%,0,0.00%,0.00%,0.00,0.00%,0.00%,358,490,0.16%,167.27,0.23%
 ,,001,Accomack County,8,Rural Minor Collector,,,              ,23,092,0.04%,0.01%,21.24,0.03%,0.03%,2,455,0.00%,0.00%,3.06,0.03%,0.00%,0,0.00%,0.00%,0.00,0.00%,0.00%,25,547,0.01%,24.30,0.03%
 ,,001,Accomack County,9,Rural Local System,,,              ,132,384,0.20%,0.06%,464.01,0.74%,0.63%,190,0.00%,0.00%,0.36,0.00%,0.00%,0,0.00%,0.00%,0.00,0.00%,0.00%,132,573,0.06%,464.37,0.63%
 ,,001,Accomack County Total:,,,,,,307,772,0.48%,0.14%,590.57,0.94%,0.80%,916,578,1.00%,0.41%,102.77,1.03%,0.14%,0,0.00%,0.00%,0.00,0.00%,0.00%,1,224,350,0.55%,693.34,0.93%
 ,,002,Albemarle County,1,Rural Principal Arterial - Interstate,,,              ,0,0.00%,0.00%,0.00,0.00%,0.00%,0,0.00%,0.00%,0.00,0.00%,0.00%,800,115,1.22%,0.36%,23.32,2.08%,0.03%,800,115,0.36%,23.32,0.03%
 ,,002,Albemarle County,2,Rural Principal Arterial - Other,,,              ,0,0.00%,0.00%,0.00,0.00%,0.00%,269,861,0.30%,0.12%,17.35,0.17%,0.02%,0,0.00%,0.00%,0.00,0.00%,0.00%,269,861,0.12%,17.35,0.02%
 ,,002,Albemarle County,6,Rural Minor Arterial,,,              ,0,0.00%,0.00%,0.00,0.00%,0.00%,327,370,0.36%,0.15%,47.13,0.47%,0.06%,0,0.00%,0.00%,0.00,0.00%,0.00%,327,370,0.15%,47.13,0.06%
 ,,002,Albemarle County,7,Rural Major Collector,,,              ,251,537,0.39%,0.11%,135.42,0.21%,0.18%,146,796,0.16%,0.07%,39.77,0.40%,0.05%,0,0.00%,0.00%,0.00,0.00%,0.00%,398,334,0.18%,175.19,0.24%
 ,,002,Albemarle County,8,Rural Minor Collector,,,              ,20,952,0.03%,0.01%,25.28,0.04%,0.03%,0,0.00%,0.00%,0.00,0.00%,0.00%,0,0.00%,0.00%,0.00,0.00%,0.00%,20,952,0.01%,25.28,0.03%
