ReportID:,1200,DataYear:,2009,,ReportID:,1200,DataYear:,2009,,ReportID:,1200,DataYear:,2009,,ReportID:,1200,DataYear:,2009,,ReportID:,1200,DataYear:,2009,,ReportID:,1200,DataYear:,2009,Prepared,7/11/2010
Daily Vehicle Miles Traveled (DVMT) by Physical Jurisdiction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Public Road Segments within the Commonwealth of Virginia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Using Distance Measured Along North and East Bound Direction of Separated Inventoried Highways,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,Secondary,,,,,,Primary,,,,,,Interstate,,,,,,All Roads,,,
,,,,,,,,,,,,,%,%,,,,,%,%,,,,,%,%,,,,%
,,,,,,,,,,%,%,,of,of,,%,%,,of,of,,%,%,,of,of,,%,,of
,,,,,,,,,,of,of,,Secondary,State,,of,of,,Primary,State,,of,of,,Interstate,State,,of,,State
,,,,,,,,,,Secondary,State,Road,Total,Total,,Primary,State,Road,Total,Total,,Interstate,State,Road,Total,Total,,State,Road,Total
,,,,,,,,,,Total,Total,Length,Road,Road,,Total,Total,Length,Road,Road,,Total,Total,Length,Road,Road,,Total,Length,Road
,,Jurisdiction,,,,,,,DVMT,VMT,VMT,(Miles),Length,Length,DVMT,VMT,VMT,(Miles),Length,Length,DVMT,VMT,VMT,(Miles),Length,Length,DVMT,VMT,(Miles),Length
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 ,,001,Accomack County,,,,,              ,237,889,0.37%,0.11%,513.60,0.81%,0.69%,793,423,0.87%,0.36%,85.14,0.85%,0.11%,0,0.00%,0.00%,0.00,0.00%,0.00%,1,031,311,0.47%,598.74,0.81%
 ,,002,Albemarle County,,,,,              ,888,253,1.37%,0.40%,872.72,1.38%,1.18%,1,528,668,1.67%,0.69%,138.57,1.39%,0.19%,1,090,307,1.66%,0.49%,29.67,2.65%,0.04%,3,507,228,1.58%,1,040.96,1.40%
 ,,003,Alleghany County,,,,,              ,132,038,0.20%,0.06%,325.05,0.52%,0.44%,119,751,0.13%,0.05%,83.03,0.83%,0.11%,425,928,0.65%,0.19%,38.04,3.40%,0.05%,677,717,0.31%,446.12,0.60%
 ,,004,Amelia County,,,,,              ,181,569,0.28%,0.08%,365.85,0.58%,0.49%,348,168,0.38%,0.16%,40.03,0.40%,0.05%,0,0.00%,0.00%,0.00,0.00%,0.00%,529,737,0.24%,405.88,0.55%
 ,,005,Amherst County,,,,,              ,232,088,0.36%,0.10%,597.70,0.95%,0.81%,708,391,0.78%,0.32%,121.16,1.21%,0.16%,0,0.00%,0.00%,0.00,0.00%,0.00%,940,479,0.42%,718.86,0.97%
 ,,006,Appomattox County,,,,,              ,123,033,0.19%,0.06%,420.67,0.67%,0.57%,271,255,0.30%,0.12%,47.66,0.48%,0.06%,0,0.00%,0.00%,0.00,0.00%,0.00%,394,289,0.18%,468.33,0.63%
 ,,000,Arlington County,,,,,              ,1,150,201,1.78%,0.52%,384.98,0.61%,0.52%,1,768,088,1.94%,0.80%,52.15,0.52%,0.07%,1,423,223,2.17%,0.64%,10.96,0.98%,0.01%,4,341,512,1.96%,448.09,0.60%
 ,,007,Augusta County,,,,,              ,677,668,1.05%,0.31%,1,137.88,1.80%,1.53%,936,692,1.03%,0.42%,206.95,2.07%,0.28%,1,768,416,2.69%,0.80%,41.41,3.70%,0.06%,3,382,776,1.53%,1,386.24,1.87%
 ,,008,Bath County,,,,,              ,102,244,0.16%,0.05%,356.28,0.57%,0.48%,88,448,0.10%,0.04%,74.80,0.75%,0.10%,0,0.00%,0.00%,0.00,0.00%,0.00%,190,691,0.09%,431.08,0.58%
 ,,009,Bedford County,,,,,              ,602,594,0.93%,0.27%,1,022.25,1.62%,1.38%,1,033,484,1.13%,0.47%,164.22,1.64%,0.22%,0,0.00%,0.00%,0.00,0.00%,0.00%,1,636,077,0.74%,1,186.47,1.60%
 ,,010,Bland County,,,,,              ,72,621,0.11%,0.03%,226.04,0.36%,0.30%,71,521,0.08%,0.03%,79.80,0.80%,0.11%,557,769,0.85%,0.25%,21.19,1.89%,0.03%,701,910,0.32%,327.03,0.44%
 ,,011,Botetourt County,,,,,              ,231,689,0.36%,0.10%,580.55,0.92%,0.78%,651,901,0.71%,0.29%,121.82,1.22%,0.16%,1,025,097,1.56%,0.46%,26.86,2.40%,0.04%,1,908,688,0.86%,729.23,0.98%
 ,,012,Brunswick County,,,,,              ,186,858,0.29%,0.08%,570.72,0.91%,0.77%,298,763,0.33%,0.13%,84.45,0.85%,0.11%,409,903,0.62%,0.18%,20.77,1.86%,0.03%,895,524,0.40%,675.94,0.91%
 ,,013,Buchanan County,,,,,              ,282,918,0.44%,0.13%,457.99,0.73%,0.62%,323,566,0.35%,0.15%,67.10,0.67%,0.09%,0,0.00%,0.00%,0.00,0.00%,0.00%,606,484,0.27%,525.09,0.71%
 ,,014,Buckingham County,,,,,              ,136,735,0.21%,0.06%,569.26,0.90%,0.77%,282,114,0.31%,0.13%,95.30,0.95%,0.13%,0,0.00%,0.00%,0.00,0.00%,0.00%,418,849,0.19%,664.56,0.90%
 ,,015,Campbell County,,,,,              ,497,098,0.77%,0.22%,674.36,1.07%,0.91%,1,029,864,1.13%,0.46%,100.47,1.01%,0.14%,0,0.00%,0.00%,0.00,0.00%,0.00%,1,526,963,0.69%,774.83,1.04%
 ,,016,Caroline County,,,,,              ,368,326,0.57%,0.17%,723.89,1.15%,0.98%,557,285,0.61%,0.25%,94.45,0.95%,0.13%,1,416,800,2.16%,0.64%,15.54,1.39%,0.02%,2,342,412,1.06%,833.88,1.12%
 ,,017,Carroll County,,,,,              ,242,507,0.38%,0.11%,827.26,1.31%,1.12%,348,056,0.38%,0.16%,110.22,1.10%,0.15%,854,823,1.30%,0.39%,24.29,2.17%,0.03%,1,445,387,0.65%,961.77,1.30%
 ,,018,Charles City County,,,,,              ,67,525,0.10%,0.03%,138.08,0.22%,0.19%,101,691,0.11%,0.05%,44.52,0.45%,0.06%,0,0.00%,0.00%,0.00,0.00%,0.00%,169,216,0.08%,182.60,0.25%
 ,,019,Charlotte County,,,,,              ,101,647,0.16%,0.05%,455.99,0.72%,0.61%,239,011,0.26%,0.11%,102.75,1.03%,0.14%,0,0.00%,0.00%,0.00,0.00%,0.00%,340,658,0.15%,558.74,0.75%
 ,,020,Chesterfield County,,,,,              ,2,643,537,4.09%,1.19%,1,715.01,2.72%,2.31%,4,404,491,4.82%,1.99%,143.90,1.44%,0.19%,1,273,792,1.94%,0.57%,16.62,1.49%,0.02%,8,321,819,3.75%,1,875.53,2.53%
 ,,021,Clarke County,,,,,              ,113,542,0.18%,0.05%,200.54,0.32%,0.27%,620,350,0.68%,0.28%,47.08,0.47%,0.06%,0,0.00%,0.00%,0.00,0.00%,0.00%,733,892,0.33%,247.62,0.33%
