Virginia Department of Transportation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Traffic Engineering Division,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Annual Average Daily Traffic Volume Estimates By Section of Route,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Town of Jonesville,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Parallel Facilities Combined,,,,,,,,,,,,,
Link ID,Route Prefix,Route Number,Route Suffix,Route Label,Route Alias,Physical Jurisdiction,,Maintenance Jurisdiction,,Link Length,Start Label,End Label,AADT,AADT Quality,Percent 2 and 4 Tire Vehicles,Percent Busses,Percent Single Unit Trucks 2 Axle,Percent Single Unit Trucks 3+ Axle,Percent Combination Trucks 1 Trailer,Percent Combination Trucks 2+ Trailer,Vehicle Classification Quality,K Factor,K Factor Quality,Direction Factor,AAWDT,AAWDT Quality,Data Date,Comment,AADT,AADT Quality,Percent 2 and 4 Tire Vehicles,Percent Busses,Percent Single Unit Trucks 2 Axle,Percent Single Unit Trucks 3+ Axle,Percent Combination Trucks 1 Trailer,Percent Combination Trucks 2+ Trailer,Vehicle Classification Quality,K Factor,K Factor Quality,Direction Factor,AAWDT,AAWDT Quality
110072,  US,00058,     ,US 58, ,245,Town of Jonesville,052,Lee County,0.95,WCL Jonesville,ALT US 58,4600,N,94%,0%,1%,1%,4%,0%,N,0.0960,N,0.5804,4800,N,2009,,,,,,,,,,,,,,,
010257,  US,00058,     ,US 58,Wilderness Rd,245,Town of Jonesville,052,Lee County,0.74,ALT US 58,ECL Jonesville,5100,G,92%,1%,1%,1%,6%,0%,F,0.0989,F,0.7254,5400,G,2009,,,,,,,,,,,,,,,
010266,A1US,00058,     ,Alt US 58,Main St,245,Town of Jonesville,052,Lee County,0.59,US 58 Jones St,NCL Jonesville,6000,G,96%,1%,1%,1%,1%,0%,C,0.0997,F,0.5571,6400,G,2009,,,,,,,,,,,,,,,
010087,  SR,00070,     ,VA 70, ,245,Town of Jonesville,052,Lee County,0.04,SCL Jonesville,US 58,740,N,95%,1%,1%,0%,1%,0%,N,0.1064,N,0.6022,780,N,2009,,,,,,,,,,,,,,,
403090,  52,00648,     ,52-648, ,245,Town of Jonesville,052,Lee County,0.20,SCL Jonesville,US 58; 52-1200,520,G,99%,0%,0%,0%,0%,0%,F,0.1002,N,0.5357,540,G,2009,,,,,,,,,,,,,,,
749245,  52,00648,     ,52-648,Town Branch Rd,245,Town of Jonesville,052,Lee County,0.55,US 58; 52-1200,NCL Jonesville,1500,R,,,,,,,X,,,,,,02/17/2009,,,,,,,,,,,,,,,
749246,  52,00649,     ,52-649,Park St,245,Town of Jonesville,052,Lee County,0.32,Dead End,"US 58 S, Jones St",680,R,,,,,,,X,,,,,,02/26/2009,,,,,,,,,,,,,,,
749247,  52,00649,     ,52-649,Park St,245,Town of Jonesville,052,Lee County,0.08,"US 58 N, Alt US 58",52-1201 Institute St,2100,R,,,,,,,X,,,,,,02/26/2009,,,,,,,,,,,,,,,
749248,  52,00649,     ,52-649,Collins Rd,245,Town of Jonesville,052,Lee County,0.22,52-1201 Institute St,52-1225 Church St,1100,R,,,,,,,X,,,,,,02/26/2009,,,,,,,,,,,,,,,
749249,  52,00649,     ,52-649,Collins Rd,245,Town of Jonesville,052,Lee County,0.05,52-1225 Park St,NCL Jonesville,150,R,,,,,,,X,,,,,,02/26/2009,,,,,,,,,,,,,,,
403091,  52,00650,     ,52-650,Harlan Rd,245,Town of Jonesville,052,Lee County,0.40,US 58 Main St,NCL Jonesville,300,G,99%,1%,0%,0%,0%,0%,C,0.1209,F,0.6341,320,G,2009,,,,,,,,,,,,,,,
