Virginia Department of Transportation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Traffic Engineering Division,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Annual Average Daily Traffic Volume Estimates By Section of Route,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
James City Maintenance Area,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Parallel Facilities Combined,,,,,,,,,,,,,
Link ID,Route Prefix,Route Number,Route Suffix,Route Label,Route Alias,Physical Jurisdiction,,Maintenance Jurisdiction,,Link Length,Start Label,End Label,AADT,AADT Quality,Percent 2 and 4 Tire Vehicles,Percent Busses,Percent Single Unit Trucks 2 Axle,Percent Single Unit Trucks 3+ Axle,Percent Combination Trucks 1 Trailer,Percent Combination Trucks 2+ Trailer,Vehicle Classification Quality,K Factor,K Factor Quality,Direction Factor,AAWDT,AAWDT Quality,Data Date,Comment,AADT,AADT Quality,Percent 2 and 4 Tire Vehicles,Percent Busses,Percent Single Unit Trucks 2 Axle,Percent Single Unit Trucks 3+ Axle,Percent Combination Trucks 1 Trailer,Percent Combination Trucks 2+ Trailer,Vehicle Classification Quality,K Factor,K Factor Quality,Direction Factor,AAWDT,AAWDT Quality
150132,  SR,00005,     ,VA 5,John Tyler Memorial Hwy,047,James City County,047,James City County,4.35,"Charles City County Line, Chickahominy Bridge",47-614 Centerville Rd,3100,G,97%,1%,1%,1%,1%,0%,F,0.0991,F,0.6562,3300,G,2009,,,,,,,,,,,,,,,
150133,  SR,00005,     ,VA 5,John Tyler Memorial Hwy,047,James City County,047,James City County,2.04,47-614 Centerville Rd,47-615 Ironbound Rd,7800,G,97%,1%,1%,1%,1%,0%,F,0.0945,F,0.5541,8500,G,2009,,,,,,,,,,,,,,,
150134,  SR,00005,     ,VA 5,John Tyler Memorial Hwy,047,James City County,047,James City County,1.51,47-615 Ironbound Rd,47-652 Stanley Dr,11000,G,97%,1%,1%,1%,1%,0%,C,0.0859,F,0.5456,12000,G,2009,,,,,,,,,,,,,,,
150328,  SR,00005,     ,VA 5,John Tyler Memorial Hwy,047,James City County,047,James City County,0.29,47-652 Stanley Dr,"SR 199, 46-616",18000,G,97%,1%,1%,1%,1%,0%,F,0.0833,F,0.5677,20000,G,2009,,,,,,,,,,,,,,,
050271,  SR,00005,     ,, ,047,James City County,047,James City County,0.22,"SR 199, 46-616",WCL Williamsburg,35000,G,97%,0%,1%,1%,1%,0%,F,0.0885,F,0.5288,39000,G,2009,,,,,,,,,,,,,,,
680545,  SR,00005,     ,, ,137,City of Williamsburg,047,James City County,0.24,WCL Williamsburg,"SR 31, SR 199",35000,G,97%,0%,1%,1%,1%,0%,F,0.0885,F,0.5288,39000,G,2009,,,,,,,,,,,,,,,
680802,  SR,00005,     ,VA 5,Jamestown Rd,137,City of Williamsburg,137,City of Williamsburg,0.27,SR 31 Jamestown Rd; SR 199,137-7073 John Tyler Memorial Hwy,11000,G,99%,0%,1%,0%,0%,0%,F,0.0877,F,0.6801,11000,G,2009,,,,,,,,,,,,,,,
680503,  SR,00005,     ,VA 5,Jamestown Rd,137,City of Williamsburg,137,City of Williamsburg,1.50,137-7073 John Tyler Memorial Hwy,137-7075 Boundary St,11000,G,99%,0%,1%,0%,0%,0%,C,0.0870,F,0.5744,12000,G,2009,,,,,,,,,,,,,,,
680516,  SR,00005,     ,VA 5,Boundary St,137,City of Williamsburg,137,City of Williamsburg,0.07,Jamestown Rd,Francis St,9800,G,99%,0%,1%,0%,0%,0%,F,0.0824,F,0.5053,11000,G,2009,,,,,,,,,,,,,,,
680536,  SR,00005,     ,VA 5,Francis St,137,City of Williamsburg,137,City of Williamsburg,0.09,Boundary St,SR 132 Henry St,6700,G,99%,0%,1%,0%,0%,0%,F,0.0837,F,0.5441,7300,G,2009,,,,,,,,,,,,,,,
680537,  SR,00005,     ,,Henry St,137,City of Williamsburg,137,City of Williamsburg,0.38,Francis St,SR 162 Lafayette St,4900,G,99%,0%,1%,0%,0%,0%,F,0.0867,F,0.5996,5300,G,2009,,,,,,,,,,,,,,,
680506,  SR,00005,     ,VA 5,Lafayette St,137,City of Williamsburg,137,City of Williamsburg,0.33,SR 132 Henry St,Capital Landing Rd,8500,G,97%,1%,1%,0%,0%,0%,F,0.0972,F,0.5493,9200,G,2009,,,,,,,,,,,,,,,
680803,  SR,00005,     ,VA 5,Lafayette St,137,City of Williamsburg,137,City of Williamsburg,0.73,Capital Landing Rd,US 60 Page St,6900,G,97%,1%,1%,0%,0%,0%,C,0.0889,F,0.6136,7500,G,2009,,,,,,,,,,,,,,,
680801,  SR,00005,     ,,Page St,137,City of Williamsburg,137,City of Williamsburg,0.25,US 60 Page St,Second St,14000,G,,,,,,,X,,,,15000,G,2009,,,,,,,,,,,,,,,
680514,  SR,00005,     ,,Page St,137,City of Williamsburg,137,City of Williamsburg,0.31,Second St,US 60 Page St,6700,G,,,,,,,X,0.0859,F,0.5308,7300,G,2009,,,,,,,,,,,,,,,
680505,  SR,00005,     ,VA 5,Capitol Landing Rd,137,City of Williamsburg,137,City of Williamsburg,0.62,US 60 Page St,SR 143 Merrimac St,6300,G,97%,1%,1%,0%,0%,0%,C,0.0843,F,0.5214,6800,G,2009,,,,,,,,,,,,,,,
050261,  SR,00030,     ,VA 30,Old Stage Hwy,047,James City County,047,James City County,2.13,New Kent County Line,I-64,8300,G,87%,1%,2%,4%,6%,0%,F,0.0929,F,0.6662,9000,G,2009,,,,,,,,,,,,,,,
050069,  SR,00030,     ,VA 30,Barhamsville Rd,047,James City County,047,James City County,1.71,I-64,US 60 Richmond Rd,6900,G,93%,1%,2%,1%,3%,0%,C,0.0861,F,0.5269,7500,G,2009,,,,,,,,,,,,,,,
050260,  SR,00030,     ,VA 30,Rochambeau Dr,047,James City County,047,James City County,2.95,US 60 Richmond Rd,47-607 Croaker Rd; 47-755 Rochambeau Dr,7700,G,97%,1%,1%,1%,0%,0%,C,0.1048,F,0.5897,8400,G,2009,,,,,,,,,,,,,,,
050313,  SR,00030,     ,VA 30,Croaker Rd,047,James City County,047,James City County,0.46,47-755 Rochambeau Dr; 47-607,I-64,11000,G,97%,1%,1%,1%,0%,0%,F,0.0958,F,0.5458,12000,G,2009,,,,,,,,,,,,,,,
781301,  SR,00030, 056A,VA 30 Exit 056A,Ramp,047,James City County,047,James City County,0.19,SR 30 Old Stage Hwy,I-64 West,1300,B,,,,,,,X,0.1231,A,1.0000,1300,B,2009,,,,,,,,,,,,,,,
050581,  SR,00031,     ,VA 31,Jamestown Rd,047,James City County,047,James City County,2.10,Jamestown Ferry,47-681 Sandy Bay Rd,7600,G,98%,0%,1%,0%,0%,0%,F,0.0963,F,0.5582,8200,G,2009,,,,,,,,,,,,,,,
050263,  SR,00031,     ,VA 31,Jamestown Rd,047,James City County,047,James City County,2.30,47-681 Sandy Bay Rd,WCL Williamsburg,9500,G,98%,0%,1%,0%,0%,0%,C,0.0931,F,0.6274,10000,G,2009,,,,,,,,,,,,,,,
680546,  SR,00031,     ,VA 31,Jamestown Rd,137,City of Williamsburg,137,City of Williamsburg,0.04,WCL Williamsburg,State Maintenance Boundary,16000,G,98%,0%,1%,0%,0%,0%,F,0.0919,F,0.5664,18000,G,2009,,,,,,,,,,,,,,,
680551,  SR,00031,     ,VA 31,Jamestown Rd,137,City of Williamsburg,047,James City County,0.02,State Maintenance Boundary,SR 5; SR 199,16000,G,98%,0%,1%,0%,0%,0%,F,0.0919,F,0.5664,18000,G,2009,,,,,,,,,,,,,,,
050053,  US,00060,     ,US 60,Richmond Rd,047,James City County,047,James City County,5.05,New Kent County Line,SR 30 North of Toano,6600,G,95%,1%,2%,2%,1%,0%,F,0.0940,F,0.5210,7100,G,2009,,,,,,,,,,,,,,,
050266,  US,00060,     ,US 60,Richmond Rd,047,James City County,047,James City County,3.12,SR 30 North of Toano,47-607 Croaker Rd,14000,G,95%,1%,2%,2%,1%,0%,F,0.0938,F,0.5556,15000,G,2009,,,,,,,,,,,,,,,
050095,  US,00060,     ,US 60,Richmond Rd,047,James City County,047,James City County,2.85,47-607 Croaker Rd,47-614 Centerville Rd,19000,G,95%,1%,2%,2%,1%,0%,C,0.0950,F,0.5476,21000,G,2009,,,,,,,,,,,,,,,
050096,  US,00060,     ,US 60,Richmond Rd,047,James City County,047,James City County,0.16,47-614 Centerville Rd,SR 199,19000,N,95%,1%,2%,2%,1%,0%,N,0.0950,N,0.5476,21000,N,2009,,,,,,,,,,,,,,,
050094,  US,00060,     ,US 60,Richmond Rd,047,James City County,047,James City County,1.80,SR 199,47-658 Olde Towne Rd,13000,G,95%,1%,2%,2%,1%,0%,F,0.0904,F,0.5041,14000,G,2009,,,,,,,,,,,,,,,
680561,  US,00060,     ,US 60,Richmond Rd,047,James City County,047,James City County,0.43,47-658 Olde Towne Rd,WCL Williamsburg,17000,N,98%,1%,1%,0%,0%,0%,N,0.0910,N,0.5501,19000,N,2009,,,,,,,,,,,,,,,
680560,  US,00060,     ,US 60,Richmond Rd,137,City of Williamsburg,137,City of Williamsburg,1.37,WCL Williamsburg,Ironbound Rd,17000,G,98%,1%,1%,0%,0%,0%,F,0.0910,F,0.5501,19000,G,2009,,,,,,,,,,,,,,,
680512,  US,00060,     ,US 60,Richmond Rd,137,City of Williamsburg,137,City of Williamsburg,0.30,Ironbound Rd,Bypass Rd,24000,G,98%,1%,1%,0%,0%,0%,C,0.0860,F,0.5388,26000,G,2009,,,,,,,,,,,,,,,
050389,  US,00060,     ,US 60,Bypass Rd,137,City of Williamsburg,137,City of Williamsburg,0.11,Richmond Rd,NCL Williamsburg,20000,G,98%,1%,1%,0%,0%,0%,C,0.0830,F,0.5203,21000,G,2009,,,,,,,,,,,,,,,
680529,  US,00060,     ,US 60,Bypass Rd,137,City of Williamsburg,137,City of Williamsburg,0.50,NCL Williamsburg,Parkway Dr,12000,G,98%,1%,1%,0%,0%,0%,C,0.0836,F,0.5865,13000,G,2009,,,,,,,,,,,,,,,
680510,  US,00060,     ,US 60,Bypass Rd,137,City of Williamsburg,137,City of Williamsburg,0.16,Parkway Dr,SR 5 Capitol Landing Rd,10000,G,98%,1%,1%,0%,0%,0%,F,0.0922,F,0.5781,11000,G,2009,,,,,,,,,,,,,,,
680514,  US,00060,     ,,Page St,137,City of Williamsburg,137,City of Williamsburg,0.31,SR 5 Capitol Landing Rd,Second Street,6700,G,,,,,,,X,0.0859,F,0.5308,7300,G,2009,,,,,,,,,,,,,,,
680801,  US,00060,     ,,Page St,137,City of Williamsburg,137,City of Williamsburg,0.25,Second Street,SR 5 Lafayette St; York St,14000,G,,,,,,,X,,,,15000,G,2009,,,,,,,,,,,,,,,
680535,  US,00060,     ,US 60,York St,137,City of Williamsburg,137,City of Williamsburg,0.60,SR 5 Lafayette St; Page St,ECL Williamsburg,9900,G,97%,1%,1%,1%,0%,0%,C,0.0918,F,0.5284,11000,G,2009,,,,,,,,,,,,,,,
050265,  US,00060,     ,US 60,Pocahontas Trail,047,James City County,047,James City County,1.34,ECL Williamsburg,SR 199,8300,G,97%,1%,1%,1%,0%,0%,F,0.0964,F,0.5388,9000,G,2009,,,,,,,,,,,,,,,
150125,  US,00060,     ,US 60,Pocahontas Trail,047,James City County,047,James City County,0.04,SR 199,York County Line,18000,G,92%,1%,2%,1%,4%,0%,F,0.0964,N,0.5388,18000,G,2009,,,,,,,,,,,,,,,
050264,  US,00060,     ,US 60,Pocahontas Trail,047,James City County,047,James City County,3.10,York County Line,NCL Newport News,9200,G,92%,1%,2%,1%,4%,0%,C,0.0932,F,0.5464,10000,G,2009,,,,,,,,,,,,,,,
140302,  IS,00064,E    ,I-64 EB, ,047,James City County,047,James City County,2.45,New Kent County Line,SR 30 Old Stage Rd,27000,B,90%,1%,1%,1%,7%,0%,F,0.1145,A,1.0000,24000,B,2009,,54000,B,88%,1%,1%,1%,9%,0%,F,0.0621,A,1.0000,46000,B
050267,  IS,00064,E    ,I-64 EB, ,047,James City County,047,James City County,4.28,SR 30 Old Stage Rd,47-607 Croaker Rd,30000,B,90%,1%,1%,1%,7%,0%,F,0.1079,A,1.0000,26000,B,2009,,60000,B,88%,1%,1%,1%,9%,0%,F,0.1024,A,0.5196,52000,B
150316,  IS,00064,E    ,I-64 EB, ,047,James City County,047,James City County,1.97,47-607 Croaker Rd,York County Line,32000,B,90%,1%,1%,1%,7%,0%,F,0.1052,A,1.0000,29000,B,2009,,63000,B,88%,1%,1%,1%,9%,0%,F,0.1003,A,0.5307,57000,B
050123,  IS,00064,E    ,I-64 EB, ,047,James City County,099,York County,2.04,York County Line,SR 143 Merrimac Trail,37000,G,96%,0%,1%,0%,3%,0%,F,0.0739,F,1.0000,38000,G,2009,,76000,G,96%,0%,1%,0%,3%,0%,F,,,,78000,G
050171,  IS,00064,E    ,I-64 EB, ,047,James City County,099,York County,0.30,SR 143 Merrimac Trail,WCL Newport News,39000,G,96%,0%,1%,0%,3%,0%,F,0.0742,F,1.0000,40000,G,2009,,79000,G,96%,0%,1%,0%,3%,0%,F,,,,81000,G
140310,  IS,00064,W    ,I-64 WB, ,047,James City County,047,James City County,2.89,New Kent County Line,SR 30 Old Stage Rd,27000,B,86%,1%,1%,2%,10%,0%,F,0.1165,A,1.0000,23000,B,2009,,54000,B,88%,1%,1%,1%,9%,0%,F,,,,46000,B
150127,  IS,00064,W    ,I-64 WB, ,047,James City County,047,James City County,4.35,SR 30 Old Stage Rd,47-607 Croaker Rd,30000,B,86%,1%,1%,2%,10%,0%,F,0.1071,A,1.0000,26000,B,2009,,60000,B,88%,1%,1%,1%,9%,0%,F,0.1024,A,0.5196,52000,B
150126,  IS,00064,W    ,I-64 WB, ,047,James City County,047,James City County,1.44,47-607 Croaker Rd,York County Line,31000,B,86%,1%,1%,2%,10%,0%,F,0.1049,A,1.0000,28000,B,2009,,63000,B,88%,1%,1%,1%,9%,0%,F,0.1003,A,0.5307,57000,B
150306,  IS,00064,W    ,I-64 WB, ,047,James City County,099,York County,2.38,York County Line,WCL Newport News,39000,G,96%,0%,1%,1%,3%,0%,F,0.0745,F,1.0000,40000,G,2009,,76000,G,96%,0%,1%,0%,3%,0%,F,,,,78000,G
680553,  SR,00132,     ,VA 132,Henry St South,137,City of Williamsburg,137,City of Williamsburg,1.77,SR 199,Ireland Street,3700,G,98%,1%,1%,0%,0%,0%,C,0.0945,F,0.5064,4000,G,2009,,,,,,,,,,,,,,,
781339,  SR,00132,     ,VA 132,Henry St South,137,City of Williamsburg,137,City of Williamsburg,0.08,Ireland Street,SR 5 Henry St; Francis St,4800,G,98%,1%,1%,0%,0%,0%,F,0.0816,F,0.6087,5200,G,2009,,,,,,,,,,,,,,,
680537,  SR,00132,     ,,Henry St,137,City of Williamsburg,137,City of Williamsburg,0.38,SR 5,FRANCIS ST,4900,G,99%,0%,1%,0%,0%,0%,F,0.0867,F,0.5996,5300,G,2009,,,,,,,,,,,,,,,
680522,  SR,00132,     ,VA 132,Henry St North,137,City of Williamsburg,137,City of Williamsburg,0.44,Lafayette St,SR 132 Y,6600,G,97%,1%,1%,0%,0%,0%,C,0.0942,F,0.5549,7200,G,2009,,,,,,,,,,,,,,,
680544,  SR,00132,     ,VA 132,N.Henry St,137,City of Williamsburg,137,City of Williamsburg,0.16,SR 132 Y,York County Line,8000,G,97%,1%,1%,0%,0%,0%,F,0.0953,F,0.6444,8700,G,2009,,,,,,,,,,,,,,,
680804,Y SR,00132,     ,Wye VA 132, ,137,City of Williamsburg,137,City of Williamsburg,0.29,Colonial Parkway,SR 132 N.Henry St,5400,G,98%,1%,1%,0%,0%,0%,C,0.1026,F,0.6421,5800,G,2009,,,,,,,,,,,,,,,
050269,  SR,00143,     ,VA 143,Merrimac Trail,047,James City County,047,James City County,2.44,NCL Newport News,York County Line,10000,G,97%,0%,1%,1%,1%,0%,F,0.1091,F,0.7110,11000,G,2009,,,,,,,,,,,,,,,
