ReportID:	1236	DataYear:	2010		ReportID:	1236	DataYear:	2010		ReportID:	1236	DataYear:	2010		ReportID:	1236	DataYear:	2010		ReportID:	1236	DataYear:	2010		ReportID:	1236	DataYear:	2010	Prepared	10/1/2011
Daily Vehicle Miles Traveled (DVMT) by Physical Jurisdiction by Federal Functional Class by FHWA Vehicle Class; Towns Combined into Counties																														
Public Road Segments within the Commonwealth of Virginia																														
Road Length values temporarilly not included in this report pending publication of official road length values																														
2010																														
																														
									Secondary						Primary						Interstate						All Roads			
													%	%					%	%					%	%				%
										%	%		of	of		%	%		of	of		%	%		of	of		%		of
										of	of		Secondary	State		of	of		Primary	State		of	of		Interstate	State		of		State
				Federal		Federal				Secondary	State	Road	Total	Total		Primary	State	Road	Total	Total		Interstate	State	Road	Total	Total		State	Road	Total
				Functional		Vehicle				Total	Total	Length	Road	Road		Total	Total	Length	Road	Road		Total	Total	Length	Road	Road		Total	Length	Road
		Jurisdiction		Class		Class			DVMT	VMT	VMT	(Miles)	Length	Length	DVMT	VMT	VMT	(Miles)	Length	Length	DVMT	VMT	VMT	(Miles)	Length	Length	DVMT	VMT	(Miles)	Length
																														
 		001	Accomack County	2	Rural Principal Arterial - Other	01	Motorcycles	              	0	0.00%	0.00%				2,455	0.00%	0.00%				0	0.00%	0.00%				2,455	0.00%		
 		001	Accomack County	2	Rural Principal Arterial - Other	02	Passenger Cars	              	0	0.00%	0.00%				499,127	0.53%	0.22%				0	0.00%	0.00%				499,127	0.22%		
 		001	Accomack County	2	Rural Principal Arterial - Other	03	Two Axle, 4 Tire Single Unit Vehicles	              	0	0.00%	0.00%				148,328	0.16%	0.07%				0	0.00%	0.00%				148,328	0.07%		
 		001	Accomack County	2	Rural Principal Arterial - Other	04	Busses	              	0	0.00%	0.00%				5,190	0.01%	0.00%				0	0.00%	0.00%				5,190	0.00%		
 		001	Accomack County	2	Rural Principal Arterial - Other	05	Two Axle, 6 Tire Single Unit Trucks	              	0	0.00%	0.00%				6,334	0.01%	0.00%				0	0.00%	0.00%				6,334	0.00%		
 		001	Accomack County	2	Rural Principal Arterial - Other	06	Three Axle Single Unit Trucks	              	0	0.00%	0.00%				4,846	0.01%	0.00%				0	0.00%	0.00%				4,846	0.00%		
 		001	Accomack County	2	Rural Principal Arterial - Other	07	Four or More Axle Single Unit Trucks	              	0	0.00%	0.00%				597	0.00%	0.00%				0	0.00%	0.00%				597	0.00%		
 		001	Accomack County	2	Rural Principal Arterial - Other	08	Four Axle or Fewer Single Trailers	              	0	0.00%	0.00%				2,533	0.00%	0.00%				0	0.00%	0.00%				2,533	0.00%		
 		001	Accomack County	2	Rural Principal Arterial - Other	09	Five Axle Single Trailers	              	0	0.00%	0.00%				31,521	0.03%	0.01%				0	0.00%	0.00%				31,521	0.01%		
 		001	Accomack County	2	Rural Principal Arterial - Other	10	Six or More Axle Single Trailers	              	0	0.00%	0.00%				192	0.00%	0.00%				0	0.00%	0.00%				192	0.00%		
 		001	Accomack County	2	Rural Principal Arterial - Other	11	Five Axle or Fewer Multi-Trailers	              	0	0.00%	0.00%				12	0.00%	0.00%				0	0.00%	0.00%				12	0.00%		
 		001	Accomack County	2	Rural Principal Arterial - Other	12	Six Axle Multi-Trailers	              	0	0.00%	0.00%				61	0.00%	0.00%				0	0.00%	0.00%				61	0.00%		
 		001	Accomack County	2	Rural Principal Arterial - Other	13	Seven or More Axle Multi-Trailers	              	0	0.00%	0.00%				1	0.00%	0.00%				0	0.00%	0.00%				1	0.00%		
 		001	Accomack County	7	Rural Major Collector	01	Motorcycles	              	1,566	0.00%	0.00%				936	0.00%	0.00%				0	0.00%	0.00%				2,502	0.00%		
 		001	Accomack County	7	Rural Major Collector	02	Passenger Cars	              	97,299	0.15%	0.04%				138,336	0.15%	0.06%				0	0.00%	0.00%				235,635	0.10%		
 		001	Accomack County	7	Rural Major Collector	03	Two Axle, 4 Tire Single Unit Vehicles	              	37,232	0.06%	0.02%				48,027	0.05%	0.02%				0	0.00%	0.00%				85,259	0.04%		
 		001	Accomack County	7	Rural Major Collector	04	Busses	              	689	0.00%	0.00%				875	0.00%	0.00%				0	0.00%	0.00%				1,564	0.00%		
 		001	Accomack County	7	Rural Major Collector	05	Two Axle, 6 Tire Single Unit Trucks	              	1,272	0.00%	0.00%				1,585	0.00%	0.00%				0	0.00%	0.00%				2,857	0.00%		
 		001	Accomack County	7	Rural Major Collector	06	Three Axle Single Unit Trucks	              	981	0.00%	0.00%				825	0.00%	0.00%				0	0.00%	0.00%				1,806	0.00%		
 		001	Accomack County	7	Rural Major Collector	07	Four or More Axle Single Unit Trucks	              	113	0.00%	0.00%				137	0.00%	0.00%				0	0.00%	0.00%				250	0.00%		
 		001	Accomack County	7	Rural Major Collector	08	Four Axle or Fewer Single Trailers	              	503	0.00%	0.00%				501	0.00%	0.00%				0	0.00%	0.00%				1,004	0.00%		
 		001	Accomack County	7	Rural Major Collector	09	Five Axle Single Trailers	              	1,288	0.00%	0.00%				1,005	0.00%	0.00%				0	0.00%	0.00%				2,293	0.00%		
 		001	Accomack County	7	Rural Major Collector	10	Six or More Axle Single Trailers	              	37	0.00%	0.00%				46	0.00%	0.00%				0	0.00%	0.00%				83	0.00%		
 		001	Accomack County	7	Rural Major Collector	11	Five Axle or Fewer Multi-Trailers	              	2	0.00%	0.00%				0	0.00%	0.00%				0	0.00%	0.00%				2	0.00%		
 		001	Accomack County	7	Rural Major Collector	12	Six Axle Multi-Trailers	              	3	0.00%	0.00%				0	0.00%	0.00%				0	0.00%	0.00%				3	0.00%		
 		001	Accomack County	7	Rural Major Collector	13	Seven or More Axle Multi-Trailers	              	0	0.00%	0.00%				0	0.00%	0.00%				0	0.00%	0.00%				0	0.00%		
 		001	Accomack County	8	Rural Minor Collector	01	Motorcycles	              	901	0.00%	0.00%				15	0.00%	0.00%				0	0.00%	0.00%				917	0.00%		
 		001	Accomack County	8	Rural Minor Collector	02	Passenger Cars	              	17,957	0.03%	0.01%				1,741	0.00%	0.00%				0	0.00%	0.00%				19,699	0.01%		
 		001	Accomack County	8	Rural Minor Collector	03	Two Axle, 4 Tire Single Unit Vehicles	              	7,461	0.01%	0.00%				709	0.00%	0.00%				0	0.00%	0.00%				8,170	0.00%		
 		001	Accomack County	8	Rural Minor Collector	04	Busses	              	88	0.00%	0.00%				12	0.00%	0.00%				0	0.00%	0.00%				100	0.00%		
 		001	Accomack County	8	Rural Minor Collector	05	Two Axle, 6 Tire Single Unit Trucks	              	192	0.00%	0.00%				26	0.00%	0.00%				0	0.00%	0.00%				217	0.00%		
 		001	Accomack County	8	Rural Minor Collector	06	Three Axle Single Unit Trucks	              	105	0.00%	0.00%				9	0.00%	0.00%				0	0.00%	0.00%				113	0.00%		
 		001	Accomack County	8	Rural Minor Collector	07	Four or More Axle Single Unit Trucks	              	12	0.00%	0.00%				0	0.00%	0.00%				0	0.00%	0.00%				12	0.00%		
 		001	Accomack County	8	Rural Minor Collector	08	Four Axle or Fewer Single Trailers	              	69	0.00%	0.00%				9	0.00%	0.00%				0	0.00%	0.00%				77	0.00%		
 		001	Accomack County	8	Rural Minor Collector	09	Five Axle Single Trailers	              	63	0.00%	0.00%				12	0.00%	0.00%				0	0.00%	0.00%				75	0.00%		
 		001	Accomack County	8	Rural Minor Collector	10	Six or More Axle Single Trailers	              	1	0.00%	0.00%				3	0.00%	0.00%				0	0.00%	0.00%				5	0.00%		
 		001	Accomack County	8	Rural Minor Collector	11	Five Axle or Fewer Multi-Trailers	              	0	0.00%	0.00%				0	0.00%	0.00%				0	0.00%	0.00%				0	0.00%		
 		001	Accomack County	8	Rural Minor Collector	12	Six Axle Multi-Trailers	              	0	0.00%	0.00%				0	0.00%	0.00%				0	0.00%	0.00%				0	0.00%		
 		001	Accomack County	8	Rural Minor Collector	13	Seven or More Axle Multi-Trailers	              	0	0.00%	0.00%				0	0.00%	0.00%				0	0.00%	0.00%				0	0.00%		
 		001	Accomack County	9	Rural Local System	01	Motorcycles	              	0	0.00%	0.00%				0	0.00%	0.00%				0	0.00%	0.00%				0	0.00%		
 		001	Accomack County	9	Rural Local System	02	Passenger Cars	              	137,501	0.21%	0.06%				101	0.00%	0.00%				0	0.00%	0.00%				137,603	0.06%		
 		001	Accomack County	9	Rural Local System	03	Two Axle, 4 Tire Single Unit Vehicles	              	11	0.00%	0.00%				0	0.00%	0.00%				0	0.00%	0.00%				11	0.00%		
 		001	Accomack County	9	Rural Local System	04	Busses	              	0	0.00%	0.00%				0	0.00%	0.00%				0	0.00%	0.00%				0	0.00%		
 		001	Accomack County	9	Rural Local System	05	Two Axle, 6 Tire Single Unit Trucks	              	0	0.00%	0.00%				0	0.00%	0.00%				0	0.00%	0.00%				0	0.00%		
 		001	Accomack County	9	Rural Local System	06	Three Axle Single Unit Trucks	              	0	0.00%	0.00%				0	0.00%	0.00%				0	0.00%	0.00%				0	0.00%		
 		001	Accomack County	9	Rural Local System	07	Four or More Axle Single Unit Trucks	              	0	0.00%	0.00%				0	0.00%	0.00%				0	0.00%	0.00%				0	0.00%		
 		001	Accomack County	9	Rural Local System	08	Four Axle or Fewer Single Trailers	              	0	0.00%	0.00%				0	0.00%	0.00%				0	0.00%	0.00%				0	0.00%		
 		001	Accomack County	9	Rural Local System	09	Five Axle Single Trailers	              	0	0.00%	0.00%				0	0.00%	0.00%				0	0.00%	0.00%				0	0.00%		
 		001	Accomack County	9	Rural Local System	10	Six or More Axle Single Trailers	              	0	0.00%	0.00%				0	0.00%	0.00%				0	0.00%	0.00%				0	0.00%		
 		001	Accomack County	9	Rural Local System	11	Five Axle or Fewer Multi-Trailers	              	0	0.00%	0.00%				0	0.00%	0.00%				0	0.00%	0.00%				0	0.00%		
 		001	Accomack County	9	Rural Local System	12	Six Axle Multi-Trailers	              	0	0.00%	0.00%				0	0.00%	0.00%				0	0.00%	0.00%				0	0.00%		
 		001	Accomack County Total:						305,346	0.47%	0.14%				896,108	0.96%	0.40%				0	0.00%	0.00%				1,201,454	0.53%		
 		002	Albemarle County	1	Rural Principal Arterial - Interstate	01	Motorcycles	              	0	0.00%	0.00%				0	0.00%	0.00%				2,984	0.00%	0.00%				2,984	0.00%		
 		002	Albemarle County	1	Rural Principal Arterial - Interstate	02	Passenger Cars	              	0	0.00%	0.00%				0	0.00%	0.00%				549,502	0.83%	0.24%				549,502	0.24%		
 		002	Albemarle County	1	Rural Principal Arterial - Interstate	03	Two Axle, 4 Tire Single Unit Vehicles	              	0	0.00%	0.00%				0	0.00%	0.00%				125,458	0.19%	0.06%				125,458	0.06%		
 		002	Albemarle County	1	Rural Principal Arterial - Interstate	04	Busses	              	0	0.00%	0.00%				0	0.00%	0.00%				5,262	0.01%	0.00%				5,262	0.00%		
 		002	Albemarle County	1	Rural Principal Arterial - Interstate	05	Two Axle, 6 Tire Single Unit Trucks	              	0	0.00%	0.00%				0	0.00%	0.00%				6,158	0.01%	0.00%				6,158	0.00%		
 		002	Albemarle County	1	Rural Principal Arterial - Interstate	06	Three Axle Single Unit Trucks	              	0	0.00%	0.00%				0	0.00%	0.00%				3,902	0.01%	0.00%				3,902	0.00%		
 		002	Albemarle County	1	Rural Principal Arterial - Interstate	07	Four or More Axle Single Unit Trucks	              	0	0.00%	0.00%				0	0.00%	0.00%				474	0.00%	0.00%				474	0.00%		
 		002	Albemarle County	1	Rural Principal Arterial - Interstate	08	Four Axle or Fewer Single Trailers	              	0	0.00%	0.00%				0	0.00%	0.00%				3,840	0.01%	0.00%				3,840	0.00%		
 		002	Albemarle County	1	Rural Principal Arterial - Interstate	09	Five Axle Single Trailers	              	0	0.00%	0.00%				0	0.00%	0.00%				62,136	0.09%	0.03%				62,136	0.03%		
 		002	Albemarle County	1	Rural Principal Arterial - Interstate	10	Six or More Axle Single Trailers	              	0	0.00%	0.00%				0	0.00%	0.00%				1,180	0.00%	0.00%				1,180	0.00%		
 		002	Albemarle County	1	Rural Principal Arterial - Interstate	11	Five Axle or Fewer Multi-Trailers	              	0	0.00%	0.00%				0	0.00%	0.00%				1,862	0.00%	0.00%				1,862	0.00%		
 		002	Albemarle County	1	Rural Principal Arterial - Interstate	12	Six Axle Multi-Trailers	              	0	0.00%	0.00%				0	0.00%	0.00%				514	0.00%	0.00%				514	0.00%		
 		002	Albemarle County	1	Rural Principal Arterial - Interstate	13	Seven or More Axle Multi-Trailers	              	0	0.00%	0.00%				0	0.00%	0.00%				3	0.00%	0.00%				3	0.00%		
 		002	Albemarle County	2	Rural Principal Arterial - Other	01	Motorcycles	              	0	0.00%	0.00%				889	0.00%	0.00%				0	0.00%	0.00%				889	0.00%		
 		002	Albemarle County	2	Rural Principal Arterial - Other	02	Passenger Cars	              	0	0.00%	0.00%				202,263	0.22%	0.09%				0	0.00%	0.00%				202,263	0.09%		
 		002	Albemarle County	2	Rural Principal Arterial - Other	03	Two Axle, 4 Tire Single Unit Vehicles	              	0	0.00%	0.00%				43,522	0.05%	0.02%				0	0.00%	0.00%				43,522	0.02%		
 		002	Albemarle County	2	Rural Principal Arterial - Other	04	Busses	              	0	0.00%	0.00%				1,660	0.00%	0.00%				0	0.00%	0.00%				1,660	0.00%		
 		002	Albemarle County	2	Rural Principal Arterial - Other	05	Two Axle, 6 Tire Single Unit Trucks	              	0	0.00%	0.00%				2,078	0.00%	0.00%				0	0.00%	0.00%				2,078	0.00%		
 		002	Albemarle County	2	Rural Principal Arterial - Other	06	Three Axle Single Unit Trucks	              	0	0.00%	0.00%				1,324	0.00%	0.00%				0	0.00%	0.00%				1,324	0.00%		
 		002	Albemarle County	2	Rural Principal Arterial - Other	07	Four or More Axle Single Unit Trucks	              	0	0.00%	0.00%				212	0.00%	0.00%				0	0.00%	0.00%				212	0.00%		
 		002	Albemarle County	2	Rural Principal Arterial - Other	08	Four Axle or Fewer Single Trailers	              	0	0.00%	0.00%				1,295	0.00%	0.00%				0	0.00%	0.00%				1,295	0.00%		
 		002	Albemarle County	2	Rural Principal Arterial - Other	09	Five Axle Single Trailers	              	0	0.00%	0.00%				17,318	0.02%	0.01%				0	0.00%	0.00%				17,318	0.01%		
 		002	Albemarle County	2	Rural Principal Arterial - Other	10	Six or More Axle Single Trailers	              	0	0.00%	0.00%				262	0.00%	0.00%				0	0.00%	0.00%				262	0.00%		
 		002	Albemarle County	2	Rural Principal Arterial - Other	11	Five Axle or Fewer Multi-Trailers	              	0	0.00%	0.00%				1,174	0.00%	0.00%				0	0.00%	0.00%				1,174	0.00%		
 		002	Albemarle County	2	Rural Principal Arterial - Other	12	Six Axle Multi-Trailers	              	0	0.00%	0.00%				185	0.00%	0.00%				0	0.00%	0.00%				185	0.00%		
 		002	Albemarle County	2	Rural Principal Arterial - Other	13	Seven or More Axle Multi-Trailers	              	0	0.00%	0.00%				2	0.00%	0.00%				0	0.00%	0.00%				2	0.00%		
 		002	Albemarle County	6	Rural Minor Arterial	01	Motorcycles	              	0	0.00%	0.00%				867	0.00%	0.00%				0	0.00%	0.00%				867	0.00%		
 		002	Albemarle County	6	Rural Minor Arterial	02	Passenger Cars	              	0	0.00%	0.00%				286,227	0.31%	0.13%				0	0.00%	0.00%				286,227	0.13%		
 		002	Albemarle County	6	Rural Minor Arterial	03	Two Axle, 4 Tire Single Unit Vehicles	              	0	0.00%	0.00%				66,085	0.07%	0.03%				0	0.00%	0.00%				66,085	0.03%		
 		002	Albemarle County	6	Rural Minor Arterial	04	Busses	              	0	0.00%	0.00%				2,793	0.00%	0.00%				0	0.00%	0.00%				2,793	0.00%		
 		002	Albemarle County	6	Rural Minor Arterial	05	Two Axle, 6 Tire Single Unit Trucks	              	0	0.00%	0.00%				3,167	0.00%	0.00%				0	0.00%	0.00%				3,167	0.00%		
 		002	Albemarle County	6	Rural Minor Arterial	06	Three Axle Single Unit Trucks	              	0	0.00%	0.00%				2,243	0.00%	0.00%				0	0.00%	0.00%				2,243	0.00%		
 		002	Albemarle County	6	Rural Minor Arterial	07	Four or More Axle Single Unit Trucks	              	0	0.00%	0.00%				417	0.00%	0.00%				0	0.00%	0.00%				417	0.00%		
 		002	Albemarle County	6	Rural Minor Arterial	08	Four Axle or Fewer Single Trailers	              	0	0.00%	0.00%				1,023	0.00%	0.00%				0	0.00%	0.00%				1,023	0.00%		
 		002	Albemarle County	6	Rural Minor Arterial	09	Five Axle Single Trailers	              	0	0.00%	0.00%				2,866	0.00%	0.00%				0	0.00%	0.00%				2,866	0.00%		
 		002	Albemarle County	6	Rural Minor Arterial	10	Six or More Axle Single Trailers	              	0	0.00%	0.00%				194	0.00%	0.00%				0	0.00%	0.00%				194	0.00%		
 		002	Albemarle County	6	Rural Minor Arterial	11	Five Axle or Fewer Multi-Trailers	              	0	0.00%	0.00%				20	0.00%	0.00%				0	0.00%	0.00%				20	0.00%		
