ReportID:	1210	DataYear:	2010		ReportID:	1210	DataYear:	2010		ReportID:	1210	DataYear:	2010		ReportID:	1210	DataYear:	2010		ReportID:	1210	DataYear:	2010		ReportID:	1210	DataYear:	2010	Prepared	10/1/2011
Daily Vehicle Miles Traveled (DVMT) by Physical Jurisdiction by Federal Functional Class																														
Public Road Segments within the Commonwealth of Virginia																														
Road Length values temporarilly not included in this report pending publication of official road length values																														
2010																														
																														
									Secondary						Primary						Interstate						All Roads			
													%	%					%	%					%	%				%
										%	%		of	of		%	%		of	of		%	%		of	of		%		of
										of	of		Secondary	State		of	of		Primary	State		of	of		Interstate	State		of		State
				Federal						Secondary	State	Road	Total	Total		Primary	State	Road	Total	Total		Interstate	State	Road	Total	Total		State	Road	Total
				Functional						Total	Total	Length	Road	Road		Total	Total	Length	Road	Road		Total	Total	Length	Road	Road		Total	Length	Road
		Jurisdiction		Class					DVMT	VMT	VMT	(Miles)	Length	Length	DVMT	VMT	VMT	(Miles)	Length	Length	DVMT	VMT	VMT	(Miles)	Length	Length	DVMT	VMT	(Miles)	Length
																														
 		001	Accomack County	2	Rural Principal Arterial - Other			              	0	0.00%	0.00%				630,128	0.67%	0.28%				0	0.00%	0.00%				630,128	0.28%		
 		001	Accomack County	7	Rural Major Collector			              	110,457	0.17%	0.05%				142,967	0.15%	0.06%				0	0.00%	0.00%				253,424	0.11%		
 		001	Accomack County	8	Rural Minor Collector			              	8,764	0.01%	0.00%				2,535	0.00%	0.00%				0	0.00%	0.00%				11,299	0.01%		
 		001	Accomack County	9	Rural Local System			              	116,431	0.18%	0.05%				102	0.00%	0.00%				0	0.00%	0.00%				116,533	0.05%		
 		001	Accomack County Total:						235,652	0.36%	0.10%				775,732	0.83%	0.34%				0	0.00%	0.00%				1,011,384	0.45%		
 		002	Albemarle County	1	Rural Principal Arterial - Interstate			              	0	0.00%	0.00%				0	0.00%	0.00%				763,274	1.15%	0.34%				763,274	0.34%		
 		002	Albemarle County	2	Rural Principal Arterial - Other			              	0	0.00%	0.00%				272,184	0.29%	0.12%				0	0.00%	0.00%				272,184	0.12%		
 		002	Albemarle County	6	Rural Minor Arterial			              	0	0.00%	0.00%				361,478	0.39%	0.16%				0	0.00%	0.00%				361,478	0.16%		
 		002	Albemarle County	7	Rural Major Collector			              	253,718	0.39%	0.11%				135,433	0.14%	0.06%				0	0.00%	0.00%				389,151	0.17%		
 		002	Albemarle County	8	Rural Minor Collector			              	22,677	0.03%	0.01%				0	0.00%	0.00%				0	0.00%	0.00%				22,677	0.01%		
 		002	Albemarle County	9	Rural Local System			              	219,597	0.34%	0.10%				1,017	0.00%	0.00%				0	0.00%	0.00%				220,614	0.10%		
 		002	Albemarle County	11	Urban Principal Arterial - Interstate			              	0	0.00%	0.00%				0	0.00%	0.00%				323,597	0.49%	0.14%				323,597	0.14%		
 		002	Albemarle County	12	Urban Principal Arterial - Other Freeways or Expressways			              	0	0.00%	0.00%				171,575	0.18%	0.08%				0	0.00%	0.00%				171,575	0.08%		
 		002	Albemarle County	14	Urban Principal Arterial - Other			              	0	0.00%	0.00%				522,635	0.56%	0.23%				0	0.00%	0.00%				522,635	0.23%		
 		002	Albemarle County	16	Urban Minor Arterial			              	128,814	0.20%	0.06%				85,204	0.09%	0.04%				0	0.00%	0.00%				214,018	0.10%		
 		002	Albemarle County	17	Urban Collector			              	134,712	0.21%	0.06%				0	0.00%	0.00%				0	0.00%	0.00%				134,712	0.06%		
 		002	Albemarle County	19	Urban Local System			              	122,411	0.19%	0.05%				2,016	0.00%	0.00%				0	0.00%	0.00%				124,427	0.06%		
 		002	Albemarle County Total:						881,929	1.35%	0.39%				1,551,543	1.66%	0.69%				1,086,871	1.64%	0.48%				3,520,344	1.56%		
 		003	Alleghany County	1	Rural Principal Arterial - Interstate			              	0	0.00%	0.00%				0	0.00%	0.00%				412,254	0.62%	0.18%				412,254	0.18%		
 		003	Alleghany County	2	Rural Principal Arterial - Other			              	0	0.00%	0.00%				8,012	0.01%	0.00%				0	0.00%	0.00%				8,012	0.00%		
 		003	Alleghany County	6	Rural Minor Arterial			              	0	0.00%	0.00%				18,905	0.02%	0.01%				0	0.00%	0.00%				18,905	0.01%		
 		003	Alleghany County	7	Rural Major Collector			              	29,568	0.05%	0.01%				56,277	0.06%	0.03%				0	0.00%	0.00%				85,845	0.04%		
 		003	Alleghany County	8	Rural Minor Collector			              	1,589	0.00%	0.00%				0	0.00%	0.00%				0	0.00%	0.00%				1,589	0.00%		
 		003	Alleghany County	9	Rural Local System			              	79,357	0.12%	0.04%				1,184	0.00%	0.00%				0	0.00%	0.00%				80,542	0.04%		
 		003	Alleghany County	11	Urban Principal Arterial - Interstate			              	0	0.00%	0.00%				0	0.00%	0.00%				8,671	0.01%	0.00%				8,671	0.00%		
 		003	Alleghany County	14	Urban Principal Arterial - Other			              	0	0.00%	0.00%				23,712	0.03%	0.01%				0	0.00%	0.00%				23,712	0.01%		
 		003	Alleghany County	16	Urban Minor Arterial			              	0	0.00%	0.00%				6,714	0.01%	0.00%				0	0.00%	0.00%				6,714	0.00%		
 		003	Alleghany County	17	Urban Collector			              	8,717	0.01%	0.00%				0	0.00%	0.00%				0	0.00%	0.00%				8,717	0.00%		
 		003	Alleghany County	19	Urban Local System			              	0	0.00%	0.00%				121	0.00%	0.00%				0	0.00%	0.00%				121	0.00%		
 		003	Alleghany County Total:						119,231	0.18%	0.05%				114,924	0.12%	0.05%				420,924	0.63%	0.19%				655,080	0.29%		
 		004	Amelia County	2	Rural Principal Arterial - Other			              	0	0.00%	0.00%				284,973	0.30%	0.13%				0	0.00%	0.00%				284,973	0.13%		
 		004	Amelia County	7	Rural Major Collector			              	79,592	0.12%	0.04%				61,250	0.07%	0.03%				0	0.00%	0.00%				140,841	0.06%		
 		004	Amelia County	8	Rural Minor Collector			              	31,914	0.05%	0.01%				158	0.00%	0.00%				0	0.00%	0.00%				32,072	0.01%		
 		004	Amelia County	9	Rural Local System			              	69,568	0.11%	0.03%				14	0.00%	0.00%				0	0.00%	0.00%				69,581	0.03%		
 		004	Amelia County Total:						181,073	0.28%	0.08%				346,395	0.37%	0.15%				0	0.00%	0.00%				527,468	0.23%		
 		005	Amherst County	2	Rural Principal Arterial - Other			              	0	0.00%	0.00%				78,921	0.08%	0.04%				0	0.00%	0.00%				78,921	0.04%		
 		005	Amherst County	6	Rural Minor Arterial			              	0	0.00%	0.00%				134,551	0.14%	0.06%				0	0.00%	0.00%				134,551	0.06%		
