ReportID:	2230	DataYear:	2012	(Wide)	ReportID:	2230	DataYear:	2012	(Wide)	ReportID:	2230	DataYear:	2012	(Wide)	ReportID:	2230	DataYear:	2012	(Wide)	ReportID:	2230	DataYear:	2012	(Wide)	ReportID:	2230	DataYear:	2012	(Wide)	ReportID:	2230	DataYear:	2012	(Wide)	ReportID:	2230	DataYear:	2012	(Wide)	ReportID:	2230	DataYear:	2012	(Wide)	ReportID:	2230	DataYear:	2012	(Wide)	ReportID:	2230	DataYear:	2012	(Wide)	ReportID:	2230	DataYear:	2012	Prepared	8/6/2013
1	Bristol District	010	Bland County	1	Rural Principal Arterial - Interstate	05	Two Axle, 6 Tire Single Unit Trucks	              													4,666	0.01%	0.00%																																		4,666	0.00%		
1	Bristol District	010	Bland County	1	Rural Principal Arterial - Interstate	06	Three Axle Single Unit Trucks	              													3,126	0.00%	0.00%																																		3,126	0.00%		
1	Bristol District	010	Bland County	1	Rural Principal Arterial - Interstate	07	Four or More Axle Single Unit Trucks	              													219	0.00%	0.00%																																		219	0.00%		
1	Bristol District	010	Bland County	1	Rural Principal Arterial - Interstate	08	Four Axle or Fewer Single Trailers	              													3,177	0.00%	0.00%																																		3,177	0.00%		
1	Bristol District	010	Bland County	1	Rural Principal Arterial - Interstate	09	Five Axle Single Trailers	              													105,255	0.16%	0.05%																																		105,255	0.05%		
1	Bristol District	010	Bland County	1	Rural Principal Arterial - Interstate	10	Six or More Axle Single Trailers	              													835	0.00%	0.00%																																		835	0.00%		
1	Bristol District	010	Bland County	1	Rural Principal Arterial - Interstate	11	Five Axle or Fewer Multi-Trailers	              													6,121	0.01%	0.00%																																		6,121	0.00%		
1	Bristol District	010	Bland County	1	Rural Principal Arterial - Interstate	12	Six Axle Multi-Trailers	              													1,728	0.00%	0.00%																																		1,728	0.00%		
1	Bristol District	010	Bland County	1	Rural Principal Arterial - Interstate	13	Seven or More Axle Multi-Trailers	              													17	0.00%	0.00%																																		17	0.00%		
1	Bristol District	010	Bland County	6	Rural Minor Arterial	01	Motorcycles	              							86	0.00%	0.00%																																								86	0.00%		
1	Bristol District	010	Bland County	6	Rural Minor Arterial	02	Passenger Cars	              							21,273	0.03%	0.01%																																								21,273	0.01%		
1	Bristol District	010	Bland County	6	Rural Minor Arterial	03	Two Axle, 4 Tire Single Unit Vehicles	              							7,842	0.01%	0.00%																																								7,842	0.00%		
1	Bristol District	010	Bland County	6	Rural Minor Arterial	04	Busses	              							208	0.00%	0.00%																																								208	0.00%		
1	Bristol District	010	Bland County	6	Rural Minor Arterial	05	Two Axle, 6 Tire Single Unit Trucks	              							253	0.00%	0.00%																																								253	0.00%		
1	Bristol District	010	Bland County	6	Rural Minor Arterial	06	Three Axle Single Unit Trucks	              							164	0.00%	0.00%																																								164	0.00%		
1	Bristol District	010	Bland County	6	Rural Minor Arterial	07	Four or More Axle Single Unit Trucks	              							35	0.00%	0.00%																																								35	0.00%		
1	Bristol District	010	Bland County	6	Rural Minor Arterial	08	Four Axle or Fewer Single Trailers	              							103	0.00%	0.00%																																								103	0.00%		
1	Bristol District	010	Bland County	6	Rural Minor Arterial	09	Five Axle Single Trailers	              							342	0.00%	0.00%																																								342	0.00%		
1	Bristol District	010	Bland County	6	Rural Minor Arterial	10	Six or More Axle Single Trailers	              							16	0.00%	0.00%																																								16	0.00%		
1	Bristol District	010	Bland County	6	Rural Minor Arterial	13	Seven or More Axle Multi-Trailers	              							5	0.00%	0.00%																																								5	0.00%		
1	Bristol District	010	Bland County	7	Rural Major Collector	01	Motorcycles	              	76	0.00%	0.00%				355	0.00%	0.00%																																								431	0.00%		
1	Bristol District	010	Bland County	7	Rural Major Collector	02	Passenger Cars	              	7,644	0.02%	0.00%				24,247	0.04%	0.01%																																								31,891	0.01%		
1	Bristol District	010	Bland County	7	Rural Major Collector	03	Two Axle, 4 Tire Single Unit Vehicles	              	3,344	0.01%	0.00%				9,633	0.01%	0.00%																																								12,978	0.01%		
1	Bristol District	010	Bland County	7	Rural Major Collector	04	Busses	              	64	0.00%	0.00%				228	0.00%	0.00%																																								293	0.00%		
1	Bristol District	010	Bland County	7	Rural Major Collector	05	Two Axle, 6 Tire Single Unit Trucks	              	236	0.00%	0.00%				331	0.00%	0.00%																																								567	0.00%		
1	Bristol District	010	Bland County	7	Rural Major Collector	06	Three Axle Single Unit Trucks	              	158	0.00%	0.00%				252	0.00%	0.00%																																								410	0.00%		
1	Bristol District	010	Bland County	7	Rural Major Collector	07	Four or More Axle Single Unit Trucks	              	25	0.00%	0.00%				37	0.00%	0.00%																																								61	0.00%		
1	Bristol District	010	Bland County	7	Rural Major Collector	08	Four Axle or Fewer Single Trailers	              	57	0.00%	0.00%				98	0.00%	0.00%																																								155	0.00%		
1	Bristol District	010	Bland County	7	Rural Major Collector	09	Five Axle Single Trailers	              	244	0.00%	0.00%				389	0.00%	0.00%																																								633	0.00%		
1	Bristol District	010	Bland County	7	Rural Major Collector	10	Six or More Axle Single Trailers	              	24	0.00%	0.00%				4	0.00%	0.00%																																								28	0.00%		
1	Bristol District	010	Bland County	7	Rural Major Collector	12	Six Axle Multi-Trailers	              	24	0.00%	0.00%				0	0.00%	0.00%																																								24	0.00%		
1	Bristol District	010	Bland County	9	Rural Local System	01	Motorcycles	              	0	0.00%	0.00%				0	0.00%	0.00%																																								0	0.00%		
1	Bristol District	010	Bland County	9	Rural Local System	02	Passenger Cars	              	54,374	0.14%	0.02%				138	0.00%	0.00%																																								54,512	0.02%		
1	Bristol District	010	Bland County	9	Rural Local System	03	Two Axle, 4 Tire Single Unit Vehicles	              	0	0.00%	0.00%				0	0.00%	0.00%																																								0	0.00%		
1	Bristol District	010	Bland County	9	Rural Local System	04	Busses	              	0	0.00%	0.00%				0	0.00%	0.00%																																								0	0.00%		
1	Bristol District	010	Bland County	9	Rural Local System	05	Two Axle, 6 Tire Single Unit Trucks	              	0	0.00%	0.00%				0	0.00%	0.00%																																								0	0.00%		
1	Bristol District	010	Bland County	9	Rural Local System	06	Three Axle Single Unit Trucks	              	0	0.00%	0.00%				0	0.00%	0.00%																																								0	0.00%		
1	Bristol District	010	Bland County	9	Rural Local System	07	Four or More Axle Single Unit Trucks	              	0	0.00%	0.00%				0	0.00%	0.00%																																								0	0.00%		
1	Bristol District	010	Bland County	9	Rural Local System	08	Four Axle or Fewer Single Trailers	              	0	0.00%	0.00%				0	0.00%	0.00%																																								0	0.00%		
1	Bristol District	010	Bland County	9	Rural Local System	09	Five Axle Single Trailers	              	0	0.00%	0.00%				0	0.00%	0.00%																																								0	0.00%		
1	Bristol District	010	Bland County	9	Rural Local System	10	Six or More Axle Single Trailers	              	0	0.00%	0.00%				0	0.00%	0.00%																																								0	0.00%		
1	Bristol District	010	Bland County	9	Rural Local System	11	Five Axle or Fewer Multi-Trailers	              	0	0.00%	0.00%				0	0.00%	0.00%																																								0	0.00%		
1	Bristol District	010	Bland County	9	Rural Local System	12	Six Axle Multi-Trailers	              	0	0.00%	0.00%				0	0.00%	0.00%																																								0	0.00%		
1	Bristol District	010	Bland County	9	Rural Local System	13	Seven or More Axle Multi-Trailers	              	0	0.00%	0.00%				0	0.00%	0.00%																																								0	0.00%		
1	Bristol District	010	Bland County Total:						66,272	0.17%	0.03%				66,040	0.10%	0.03%				583,027	0.88%	0.26%																																		715,339	0.32%		
1	Bristol District	013	Buchanan County	2	Rural Principal Arterial - Other	01	Motorcycles	              	2	0.00%	0.00%				687	0.00%	0.00%																																								689	0.00%		
1	Bristol District	013	Buchanan County	2	Rural Principal Arterial - Other	02	Passenger Cars	              	2,792	0.01%	0.00%				171,741	0.25%	0.08%																																								174,533	0.08%		
1	Bristol District	013	Buchanan County	2	Rural Principal Arterial - Other	03	Two Axle, 4 Tire Single Unit Vehicles	              	686	0.00%	0.00%				61,605	0.09%	0.03%																																								62,291	0.03%		
1	Bristol District	013	Buchanan County	2	Rural Principal Arterial - Other	04	Busses	              	17	0.00%	0.00%				724	0.00%	0.00%																																								741	0.00%		
1	Bristol District	013	Buchanan County	2	Rural Principal Arterial - Other	05	Two Axle, 6 Tire Single Unit Trucks	              	36	0.00%	0.00%				1,487	0.00%	0.00%																																								1,523	0.00%		
1	Bristol District	013	Buchanan County	2	Rural Principal Arterial - Other	06	Three Axle Single Unit Trucks	              	16	0.00%	0.00%				2,071	0.00%	0.00%																																								2,086	0.00%		
1	Bristol District	013	Buchanan County	2	Rural Principal Arterial - Other	07	Four or More Axle Single Unit Trucks	              	1	0.00%	0.00%				803	0.00%	0.00%																																								805	0.00%		
1	Bristol District	013	Buchanan County	2	Rural Principal Arterial - Other	08	Four Axle or Fewer Single Trailers	              	8	0.00%	0.00%				703	0.00%	0.00%																																								711	0.00%		
1	Bristol District	013	Buchanan County	2	Rural Principal Arterial - Other	09	Five Axle Single Trailers	              	42	0.00%	0.00%				3,283	0.00%	0.00%																																								3,325	0.00%		
1	Bristol District	013	Buchanan County	2	Rural Principal Arterial - Other	10	Six or More Axle Single Trailers	              	4	0.00%	0.00%				839	0.00%	0.00%																																								843	0.00%		
1	Bristol District	013	Buchanan County	2	Rural Principal Arterial - Other	11	Five Axle or Fewer Multi-Trailers	              	0	0.00%	0.00%				0	0.00%	0.00%																																								0	0.00%		
1	Bristol District	013	Buchanan County	2	Rural Principal Arterial - Other	12	Six Axle Multi-Trailers	              	0	0.00%	0.00%				0	0.00%	0.00%																																								0	0.00%		
1	Bristol District	013	Buchanan County	2	Rural Principal Arterial - Other	13	Seven or More Axle Multi-Trailers	              	0	0.00%	0.00%				0	0.00%	0.00%																																								0	0.00%		
1	Bristol District	013	Buchanan County	6	Rural Minor Arterial	01	Motorcycles	              							354	0.00%	0.00%																																								354	0.00%		
1	Bristol District	013	Buchanan County	6	Rural Minor Arterial	02	Passenger Cars	              							33,783	0.05%	0.02%																																								33,783	0.02%		
1	Bristol District	013	Buchanan County	6	Rural Minor Arterial	03	Two Axle, 4 Tire Single Unit Vehicles	              							14,117	0.02%	0.01%																																								14,117	0.01%		
1	Bristol District	013	Buchanan County	6	Rural Minor Arterial	04	Busses	              							422	0.00%	0.00%																																								422	0.00%		
1	Bristol District	013	Buchanan County	6	Rural Minor Arterial	05	Two Axle, 6 Tire Single Unit Trucks	              							733	0.00%	0.00%																																								733	0.00%		
1	Bristol District	013	Buchanan County	6	Rural Minor Arterial	06	Three Axle Single Unit Trucks	              							742	0.00%	0.00%																																								742	0.00%		
1	Bristol District	013	Buchanan County	6	Rural Minor Arterial	07	Four or More Axle Single Unit Trucks	              							199	0.00%	0.00%																																								199	0.00%		
1	Bristol District	013	Buchanan County	6	Rural Minor Arterial	08	Four Axle or Fewer Single Trailers	              							121	0.00%	0.00%																																								121	0.00%		
1	Bristol District	013	Buchanan County	6	Rural Minor Arterial	09	Five Axle Single Trailers	              							454	0.00%	0.00%																																								454	0.00%		
1	Bristol District	013	Buchanan County	6	Rural Minor Arterial	10	Six or More Axle Single Trailers	              							108	0.00%	0.00%																																								108	0.00%		
1	Bristol District	013	Buchanan County	7	Rural Major Collector	01	Motorcycles	              	335	0.00%	0.00%				39	0.00%	0.00%																																								374	0.00%		
1	Bristol District	013	Buchanan County	7	Rural Major Collector	02	Passenger Cars	              	78,140	0.20%	0.04%				33,430	0.05%	0.02%																																								111,570	0.05%		
1	Bristol District	013	Buchanan County	7	Rural Major Collector	03	Two Axle, 4 Tire Single Unit Vehicles	              	38,707	0.10%	0.02%				11,807	0.02%	0.01%																																								50,514	0.02%		
1	Bristol District	013	Buchanan County	7	Rural Major Collector	04	Busses	              	903	0.00%	0.00%				331	0.00%	0.00%																																								1,235	0.00%		
1	Bristol District	013	Buchanan County	7	Rural Major Collector	05	Two Axle, 6 Tire Single Unit Trucks	              	1,614	0.00%	0.00%				694	0.00%	0.00%																																								2,308	0.00%		
1	Bristol District	013	Buchanan County	7	Rural Major Collector	06	Three Axle Single Unit Trucks	              	3,410	0.01%	0.00%				417	0.00%	0.00%																																								3,827	0.00%		
1	Bristol District	013	Buchanan County	7	Rural Major Collector	07	Four or More Axle Single Unit Trucks	              	950	0.00%	0.00%				78	0.00%	0.00%																																								1,028	0.00%		
1	Bristol District	013	Buchanan County	7	Rural Major Collector	08	Four Axle or Fewer Single Trailers	              	292	0.00%	0.00%				138	0.00%	0.00%																																								430	0.00%		
1	Bristol District	013	Buchanan County	7	Rural Major Collector	09	Five Axle Single Trailers	              	819	0.00%	0.00%				193	0.00%	0.00%																																								1,012	0.00%		
1	Bristol District	013	Buchanan County	7	Rural Major Collector	10	Six or More Axle Single Trailers	              	4,027	0.01%	0.00%				595	0.00%	0.00%																																								4,622	0.00%		
1	Bristol District	013	Buchanan County	7	Rural Major Collector	13	Seven or More Axle Multi-Trailers	              	21	0.00%	0.00%				0	0.00%	0.00%																																								21	0.00%		
1	Bristol District	013	Buchanan County	8	Rural Minor Collector	01	Motorcycles	              	36	0.00%	0.00%																																														36	0.00%		
1	Bristol District	013	Buchanan County	8	Rural Minor Collector	02	Passenger Cars	              	2,301	0.01%	0.00%																																														2,301	0.00%		
1	Bristol District	013	Buchanan County	8	Rural Minor Collector	03	Two Axle, 4 Tire Single Unit Vehicles	              	1,609	0.00%	0.00%																																														1,609	0.00%		
1	Bristol District	013	Buchanan County	8	Rural Minor Collector	04	Busses	              	31	0.00%	0.00%																																														31	0.00%		
1	Bristol District	013	Buchanan County	8	Rural Minor Collector	05	Two Axle, 6 Tire Single Unit Trucks	              	69	0.00%	0.00%																																														69	0.00%		
1	Bristol District	013	Buchanan County	8	Rural Minor Collector	06	Three Axle Single Unit Trucks	              	119	0.00%	0.00%																																														119	0.00%		
1	Bristol District	013	Buchanan County	8	Rural Minor Collector	07	Four or More Axle Single Unit Trucks	              	8	0.00%	0.00%																																														8	0.00%		
1	Bristol District	013	Buchanan County	8	Rural Minor Collector	08	Four Axle or Fewer Single Trailers	              	8	0.00%	0.00%																																														8	0.00%		
1	Bristol District	013	Buchanan County	8	Rural Minor Collector	09	Five Axle Single Trailers	              	47	0.00%	0.00%																																														47	0.00%		
1	Bristol District	013	Buchanan County	8	Rural Minor Collector	10	Six or More Axle Single Trailers	              	52	0.00%	0.00%																																														52	0.00%		
1	Bristol District	013	Buchanan County	9	Rural Local System	01	Motorcycles	              	0	0.00%	0.00%				0	0.00%	0.00%																																								0	0.00%		
1	Bristol District	013	Buchanan County	9	Rural Local System	02	Passenger Cars	              	139,545	0.36%	0.06%				142	0.00%	0.00%																																								139,687	0.06%		
1	Bristol District	013	Buchanan County	9	Rural Local System	03	Two Axle, 4 Tire Single Unit Vehicles	              	1	0.00%	0.00%				0	0.00%	0.00%																																								1	0.00%		
1	Bristol District	013	Buchanan County	9	Rural Local System	04	Busses	              	0	0.00%	0.00%				0	0.00%	0.00%																																								0	0.00%		
1	Bristol District	013	Buchanan County	9	Rural Local System	05	Two Axle, 6 Tire Single Unit Trucks	              	0	0.00%	0.00%				0	0.00%	0.00%																																								0	0.00%		
1	Bristol District	013	Buchanan County	9	Rural Local System	06	Three Axle Single Unit Trucks	              	0	0.00%	0.00%				0	0.00%	0.00%																																								0	0.00%		
1	Bristol District	013	Buchanan County	9	Rural Local System	07	Four or More Axle Single Unit Trucks	              	0	0.00%	0.00%				0	0.00%	0.00%																																								0	0.00%		
1	Bristol District	013	Buchanan County	9	Rural Local System	08	Four Axle or Fewer Single Trailers	              	0	0.00%	0.00%				0	0.00%	0.00%																																								0	0.00%		
1	Bristol District	013	Buchanan County	9	Rural Local System	09	Five Axle Single Trailers	              	0	0.00%	0.00%				0	0.00%	0.00%																																								0	0.00%		
1	Bristol District	013	Buchanan County	9	Rural Local System	10	Six or More Axle Single Trailers	              	0	0.00%	0.00%				0	0.00%	0.00%																																								0	0.00%		
1	Bristol District	013	Buchanan County	9	Rural Local System	11	Five Axle or Fewer Multi-Trailers	              	0	0.00%	0.00%				0	0.00%	0.00%																																								0	0.00%		
1	Bristol District	013	Buchanan County	9	Rural Local System	12	Six Axle Multi-Trailers	              	0	0.00%	0.00%				0	0.00%	0.00%																																								0	0.00%		
1	Bristol District	013	Buchanan County	9	Rural Local System	13	Seven or More Axle Multi-Trailers	              	0	0.00%	0.00%				0	0.00%	0.00%																																								0	0.00%		
1	Bristol District	013	Buchanan County Total:						276,645	0.72%	0.13%				342,840	0.50%	0.16%																																								619,485	0.28%		
1	Bristol District	025	Dickenson County	6	Rural Minor Arterial	01	Motorcycles	              							540	0.00%	0.00%																																								540	0.00%		
1	Bristol District	025	Dickenson County	6	Rural Minor Arterial	02	Passenger Cars	              							82,184	0.12%	0.04%																																								82,184	0.04%		
1	Bristol District	025	Dickenson County	6	Rural Minor Arterial	03	Two Axle, 4 Tire Single Unit Vehicles	              							35,801	0.05%	0.02%																																								35,801	0.02%		
1	Bristol District	025	Dickenson County	6	Rural Minor Arterial	04	Busses	              							661	0.00%	0.00%																																								661	0.00%		
1	Bristol District	025	Dickenson County	6	Rural Minor Arterial	05	Two Axle, 6 Tire Single Unit Trucks	              							1,539	0.00%	0.00%																																								1,539	0.00%		
1	Bristol District	025	Dickenson County	6	Rural Minor Arterial	06	Three Axle Single Unit Trucks	              							1,328	0.00%	0.00%																																								1,328	0.00%		
1	Bristol District	025	Dickenson County	6	Rural Minor Arterial	07	Four or More Axle Single Unit Trucks	              							362	0.00%	0.00%																																								362	0.00%		
1	Bristol District	025	Dickenson County	6	Rural Minor Arterial	08	Four Axle or Fewer Single Trailers	              							550	0.00%	0.00%																																								550	0.00%		
1	Bristol District	025	Dickenson County	6	Rural Minor Arterial	09	Five Axle Single Trailers	              							1,062	0.00%	0.00%																																								1,062	0.00%		
1	Bristol District	025	Dickenson County	6	Rural Minor Arterial	10	Six or More Axle Single Trailers	              							3,541	0.01%	0.00%																																								3,541	0.00%		
1	Bristol District	025	Dickenson County	7	Rural Major Collector	01	Motorcycles	              	394	0.00%	0.00%				175	0.00%	0.00%																																								569	0.00%		
1	Bristol District	025	Dickenson County	7	Rural Major Collector	02	Passenger Cars	              	32,657	0.09%	0.01%				31,434	0.05%	0.01%																																								64,091	0.03%		
1	Bristol District	025	Dickenson County	7	Rural Major Collector	03	Two Axle, 4 Tire Single Unit Vehicles	              	13,594	0.04%	0.01%				15,073	0.02%	0.01%																																								28,666	0.01%		
1	Bristol District	025	Dickenson County	7	Rural Major Collector	04	Busses	              	292	0.00%	0.00%				227	0.00%	0.00%																																								519	0.00%		
1	Bristol District	025	Dickenson County	7	Rural Major Collector	05	Two Axle, 6 Tire Single Unit Trucks	              	458	0.00%	0.00%				723	0.00%	0.00%																																								1,181	0.00%		
1	Bristol District	025	Dickenson County	7	Rural Major Collector	06	Three Axle Single Unit Trucks	              	503	0.00%	0.00%				957	0.00%	0.00%																																								1,459	0.00%		
1	Bristol District	025	Dickenson County	7	Rural Major Collector	07	Four or More Axle Single Unit Trucks	              	161	0.00%	0.00%				565	0.00%	0.00%																																								726	0.00%		
1	Bristol District	025	Dickenson County	7	Rural Major Collector	08	Four Axle or Fewer Single Trailers	              	220	0.00%	0.00%				281	0.00%	0.00%																																								501	0.00%		
1	Bristol District	025	Dickenson County	7	Rural Major Collector	09	Five Axle Single Trailers	              	443	0.00%	0.00%				624	0.00%	0.00%																																								1,067	0.00%		
1	Bristol District	025	Dickenson County	7	Rural Major Collector	10	Six or More Axle Single Trailers	              	2,550	0.01%	0.00%				3,833	0.01%	0.00%																																								6,383	0.00%		
1	Bristol District	025	Dickenson County	7	Rural Major Collector	13	Seven or More Axle Multi-Trailers	              	0	0.00%	0.00%				4	0.00%	0.00%																																								4	0.00%		
1	Bristol District	025	Dickenson County	8	Rural Minor Collector	01	Motorcycles	              	17	0.00%	0.00%																																														17	0.00%		
1	Bristol District	025	Dickenson County	8	Rural Minor Collector	02	Passenger Cars	              	1,929	0.01%	0.00%																																														1,929	0.00%		
1	Bristol District	025	Dickenson County	8	Rural Minor Collector	03	Two Axle, 4 Tire Single Unit Vehicles	              	906	0.00%	0.00%																																														906	0.00%		
1	Bristol District	025	Dickenson County	8	Rural Minor Collector	04	Busses	              	11	0.00%	0.00%																																														11	0.00%		
1	Bristol District	025	Dickenson County	8	Rural Minor Collector	05	Two Axle, 6 Tire Single Unit Trucks	              	47	0.00%	0.00%																																														47	0.00%		
1	Bristol District	025	Dickenson County	8	Rural Minor Collector	06	Three Axle Single Unit Trucks	              	89	0.00%	0.00%																																														89	0.00%		
1	Bristol District	025	Dickenson County	8	Rural Minor Collector	07	Four or More Axle Single Unit Trucks	              	7	0.00%	0.00%																																														7	0.00%		
1	Bristol District	025	Dickenson County	8	Rural Minor Collector	08	Four Axle or Fewer Single Trailers	              	13	0.00%	0.00%																																														13	0.00%		
1	Bristol District	025	Dickenson County	8	Rural Minor Collector	09	Five Axle Single Trailers	              	32	0.00%	0.00%																																														32	0.00%		
1	Bristol District	025	Dickenson County	8	Rural Minor Collector	10	Six or More Axle Single Trailers	              	26	0.00%	0.00%																																														26	0.00%		
1	Bristol District	025	Dickenson County	9	Rural Local System	01	Motorcycles	              	0	0.00%	0.00%				0	0.00%	0.00%																																								0	0.00%		
1	Bristol District	025	Dickenson County	9	Rural Local System	02	Passenger Cars	              	78,871	0.21%	0.04%				699	0.00%	0.00%																																								79,570	0.04%		
1	Bristol District	025	Dickenson County	9	Rural Local System	03	Two Axle, 4 Tire Single Unit Vehicles	              	1	0.00%	0.00%				1	0.00%	0.00%																																								2	0.00%		
1	Bristol District	025	Dickenson County	9	Rural Local System	04	Busses	              	0	0.00%	0.00%				0	0.00%	0.00%																																								0	0.00%		
1	Bristol District	025	Dickenson County	9	Rural Local System	05	Two Axle, 6 Tire Single Unit Trucks	              	0	0.00%	0.00%				0	0.00%	0.00%																																								0	0.00%		
1	Bristol District	025	Dickenson County	9	Rural Local System	06	Three Axle Single Unit Trucks	              	0	0.00%	0.00%				0	0.00%	0.00%																																								0	0.00%		
1	Bristol District	025	Dickenson County	9	Rural Local System	07	Four or More Axle Single Unit Trucks	              	0	0.00%	0.00%				0	0.00%	0.00%																																								0	0.00%		
1	Bristol District	025	Dickenson County	9	Rural Local System	08	Four Axle or Fewer Single Trailers	              	0	0.00%	0.00%				0	0.00%	0.00%																																								0	0.00%		
1	Bristol District	025	Dickenson County	9	Rural Local System	09	Five Axle Single Trailers	              	0	0.00%	0.00%				0	0.00%	0.00%																																								0	0.00%		
1	Bristol District	025	Dickenson County	9	Rural Local System	10	Six or More Axle Single Trailers	              	0	0.00%	0.00%				0	0.00%	0.00%																																								0	0.00%		
1	Bristol District	025	Dickenson County	9	Rural Local System	11	Five Axle or Fewer Multi-Trailers	              	0	0.00%	0.00%				0	0.00%	0.00%																																								0	0.00%		
1	Bristol District	025	Dickenson County	9	Rural Local System	12	Six Axle Multi-Trailers	              	0	0.00%	0.00%				0	0.00%	0.00%																																								0	0.00%		
1	Bristol District	025	Dickenson County	9	Rural Local System	13	Seven or More Axle Multi-Trailers	              	0	0.00%	0.00%				0	0.00%	0.00%																																								0	0.00%		
1	Bristol District	025	Dickenson County Total:						133,221	0.35%	0.06%				182,163	0.26%	0.08%																																								315,384	0.14%		
1	Bristol District	038	Grayson County	6	Rural Minor Arterial	01	Motorcycles	              							1,216	0.00%	0.00%																																								1,216	0.00%		
1	Bristol District	038	Grayson County	6	Rural Minor Arterial	02	Passenger Cars	              							118,900	0.17%	0.05%																																								118,900	0.05%		
1	Bristol District	038	Grayson County	6	Rural Minor Arterial	03	Two Axle, 4 Tire Single Unit Vehicles	              							39,959	0.06%	0.02%																																								39,959	0.02%		
1	Bristol District	038	Grayson County	6	Rural Minor Arterial	04	Busses	              							1,088	0.00%	0.00%																																								1,088	0.00%		
1	Bristol District	038	Grayson County	6	Rural Minor Arterial	05	Two Axle, 6 Tire Single Unit Trucks	              							2,085	0.00%	0.00%																																								2,085	0.00%		
1	Bristol District	038	Grayson County	6	Rural Minor Arterial	06	Three Axle Single Unit Trucks	              							1,320	0.00%	0.00%																																								1,320	0.00%		
1	Bristol District	038	Grayson County	6	Rural Minor Arterial	07	Four or More Axle Single Unit Trucks	              							176	0.00%	0.00%																																								176	0.00%		
1	Bristol District	038	Grayson County	6	Rural Minor Arterial	08	Four Axle or Fewer Single Trailers	              							683	0.00%	0.00%																																								683	0.00%		
1	Bristol District	038	Grayson County	6	Rural Minor Arterial	09	Five Axle Single Trailers	              							3,583	0.01%	0.00%																																								3,583	0.00%		
1	Bristol District	038	Grayson County	6	Rural Minor Arterial	10	Six or More Axle Single Trailers	              							130	0.00%	0.00%																																								130	0.00%		
