ReportID:	2200	DataYear:	2012		ReportID:	2200	DataYear:	2012		ReportID:	2200	DataYear:	2012		ReportID:	2200	DataYear:	2012		ReportID:	2200	DataYear:	2012		ReportID:	2200	DataYear:	2012	Prepared	8/6/2013
Daily Vehicle Miles Traveled (DVMT) by Maintenance Jurisdiction																														
Public Road Segments Maintained by the Commonwealth of Virginia (VDOT), Virginia Local Jurisdictions, the Federal Government or Local Toll Authorities																														
> > > > This report includes road segments maintained by VDOT, but outside of Virginia so it is not expected to match Virginia Public Road reports from sources such as FHWA or DMV < < < < 																														
Road Length values temporarilly not included in this report pending publication of official road length values																														
2012																														
																														
									Secondary						Primary						Interstate						All Roads			
													%	%					%	%					%	%				%
										%	%		of	of		%	%		of	of		%	%		of	of		%		of
										of	of		Secondary	State		of	of		Primary	State		of	of		Interstate	State		of		State
										Secondary	State	Road	Total	Total		Primary	State	Road	Total	Total		Interstate	State	Road	Total	Total		State	Road	Total
										Total	Total	Length	Road	Road		Total	Total	Length	Road	Road		Total	Total	Length	Road	Road		Total	Length	Road
		Jurisdiction							DVMT	VMT	VMT	(Miles)	Length	Length	DVMT	VMT	VMT	(Miles)	Length	Length	DVMT	VMT	VMT	(Miles)	Length	Length	DVMT	VMT	(Miles)	Length
																														
1	Southwestern Region	005	Amherst County					              	200,041	0.32%	0.09%				733,850	0.80%	0.33%				0	0.00%	0.00%				933,890	0.42%		
1	Southwestern Region	006	Appomattox County					              	132,730	0.21%	0.06%				324,768	0.35%	0.15%				0	0.00%	0.00%				457,499	0.21%		
1	Southwestern Region	009	Bedford County					              	611,056	0.97%	0.28%				1,075,559	1.17%	0.49%				0	0.00%	0.00%				1,686,614	0.76%		
1	Southwestern Region	010	Bland County					              	66,272	0.10%	0.03%				66,040	0.07%	0.03%				583,027	0.88%	0.26%				715,339	0.32%		
1	Southwestern Region	011	Botetourt County					              	238,868	0.38%	0.11%				634,667	0.69%	0.29%				1,001,912	1.52%	0.45%				1,875,447	0.85%		
1	Southwestern Region	013	Buchanan County					              	276,645	0.44%	0.13%				342,840	0.37%	0.16%				0	0.00%	0.00%				619,485	0.28%		
1	Southwestern Region	014	Buckingham County					              	143,175	0.23%	0.06%				278,857	0.30%	0.13%				0	0.00%	0.00%				422,033	0.19%		
1	Southwestern Region	015	Campbell County					              	489,238	0.77%	0.22%				1,323,914	1.44%	0.60%				0	0.00%	0.00%				1,813,152	0.82%		
