ReportID:,1230,DataYear:,2008,,ReportID:,1230,DataYear:,2008,,ReportID:,1230,DataYear:,2008,,ReportID:,1230,DataYear:,2008,,ReportID:,1230,DataYear:,2008,,ReportID:,1230,DataYear:,2008,Prepared,7/13/2009
Daily Vehicle Miles Traveled (DVMT) by Physical Jurisdiction by Federal Functional Class by FHWA Vehicle Class,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Public Road Segments within the Commonwealth of Virginia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Using Distance Measured Along North and East Bound Direction of Separated Inventoried Highways,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,Secondary,,,,,,Primary,,,,,,Interstate,,,,,,All Roads,,,
,,,,,,,,,,,,,%,%,,,,,%,%,,,,,%,%,,,,%
,,,,,,,,,,%,%,,of,of,,%,%,,of,of,,%,%,,of,of,,%,,of
,,,,,,,,,,of,of,,Secondary,State,,of,of,,Primary,State,,of,of,,Interstate,State,,of,,State
,,,,Federal,,Federal,,,,Secondary,State,Road,Total,Total,,Primary,State,Road,Total,Total,,Interstate,State,Road,Total,Total,,State,Road,Total
,,,,Functional,,Vehicle,,,,Total,Total,Length,Road,Road,,Total,Total,Length,Road,Road,,Total,Total,Length,Road,Road,,Total,Length,Road
,,Jurisdiction,,Class,,Class,,,DVMT,VMT,VMT,(Miles),Length,Length,DVMT,VMT,VMT,(Miles),Length,Length,DVMT,VMT,VMT,(Miles),Length,Length,DVMT,VMT,(Miles),Length
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 ,,001,Accomack County,2,Rural Principal Arterial - Other,01,Motorcycles,              ,0,0.00%,0.00%,0.00,0.00%,0.00%,2,440,0.00%,0.00%,33.49,0.34%,0.05%,0,0.00%,0.00%,0.00,0.00%,0.00%,2,440,0.00%,33.49,0.05%
 ,,001,Accomack County,2,Rural Principal Arterial - Other,02,Passenger Cars,              ,0,0.00%,0.00%,0.00,0.00%,0.00%,450,615,0.49%,0.20%,33.49,0.34%,0.05%,0,0.00%,0.00%,0.00,0.00%,0.00%,450,615,0.20%,33.49,0.05%
 ,,001,Accomack County,2,Rural Principal Arterial - Other,03,"Two Axle, 4 Tire Single Unit Vehicles",              ,0,0.00%,0.00%,0.00,0.00%,0.00%,126,302,0.14%,0.06%,33.49,0.34%,0.05%,0,0.00%,0.00%,0.00,0.00%,0.00%,126,302,0.06%,33.49,0.05%
 ,,001,Accomack County,2,Rural Principal Arterial - Other,04,Busses,              ,0,0.00%,0.00%,0.00,0.00%,0.00%,4,549,0.00%,0.00%,33.49,0.34%,0.05%,0,0.00%,0.00%,0.00,0.00%,0.00%,4,549,0.00%,33.49,0.05%
 ,,001,Accomack County,2,Rural Principal Arterial - Other,05,"Two Axle, 6 Tire Single Unit Trucks",              ,0,0.00%,0.00%,0.00,0.00%,0.00%,5,457,0.01%,0.00%,33.49,0.34%,0.05%,0,0.00%,0.00%,0.00,0.00%,0.00%,5,457,0.00%,33.49,0.05%
 ,,001,Accomack County,2,Rural Principal Arterial - Other,06,Three Axle Single Unit Trucks,              ,0,0.00%,0.00%,0.00,0.00%,0.00%,3,350,0.00%,0.00%,33.49,0.34%,0.05%,0,0.00%,0.00%,0.00,0.00%,0.00%,3,350,0.00%,33.49,0.05%
 ,,001,Accomack County,2,Rural Principal Arterial - Other,07,Four or More Axle Single Unit Trucks,              ,0,0.00%,0.00%,0.00,0.00%,0.00%,285,0.00%,0.00%,33.49,0.34%,0.05%,0,0.00%,0.00%,0.00,0.00%,0.00%,285,0.00%,33.49,0.05%
 ,,001,Accomack County,2,Rural Principal Arterial - Other,08,Four Axle or Fewer Single Trailers,              ,0,0.00%,0.00%,0.00,0.00%,0.00%,2,122,0.00%,0.00%,33.49,0.34%,0.05%,0,0.00%,0.00%,0.00,0.00%,0.00%,2,122,0.00%,33.49,0.05%
 ,,001,Accomack County,2,Rural Principal Arterial - Other,09,Five Axle Single Trailers,              ,0,0.00%,0.00%,0.00,0.00%,0.00%,26,962,0.03%,0.01%,33.49,0.34%,0.05%,0,0.00%,0.00%,0.00,0.00%,0.00%,26,962,0.01%,33.49,0.05%
 ,,001,Accomack County,2,Rural Principal Arterial - Other,10,Six or More Axle Single Trailers,              ,0,0.00%,0.00%,0.00,0.00%,0.00%,220,0.00%,0.00%,33.49,0.34%,0.05%,0,0.00%,0.00%,0.00,0.00%,0.00%,220,0.00%,33.49,0.05%
 ,,001,Accomack County,2,Rural Principal Arterial - Other,11,Five Axle or Fewer Multi-Trailers,              ,0,0.00%,0.00%,0.00,0.00%,0.00%,72,0.00%,0.00%,33.49,0.34%,0.05%,0,0.00%,0.00%,0.00,0.00%,0.00%,72,0.00%,33.49,0.05%
 ,,001,Accomack County,2,Rural Principal Arterial - Other,12,Six Axle Multi-Trailers,              ,0,0.00%,0.00%,0.00,0.00%,0.00%,89,0.00%,0.00%,33.49,0.34%,0.05%,0,0.00%,0.00%,0.00,0.00%,0.00%,89,0.00%,33.49,0.05%
