Virginia Department of Transportation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Traffic Engineering Division,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Annual Average Daily Traffic Volume Estimates By Section of Route,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Town of Lebanon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Parallel Facilities Combined,,,,,,,,,,,,,
Link ID,Route Prefix,Route Number,Route Suffix,Route Label,Route Alias,Physical Jurisdiction,,Maintenance Jurisdiction,,Link Length,Start Label,End Label,AADT,AADT Quality,Percent 2 and 4 Tire Vehicles,Percent Busses,Percent Single Unit Trucks 2 Axle,Percent Single Unit Trucks 3+ Axle,Percent Combination Trucks 1 Trailer,Percent Combination Trucks 2+ Trailer,Vehicle Classification Quality,K Factor,K Factor Quality,Direction Factor,AAWDT,AAWDT Quality,Data Date,Comment,AADT,AADT Quality,Percent 2 and 4 Tire Vehicles,Percent Busses,Percent Single Unit Trucks 2 Axle,Percent Single Unit Trucks 3+ Axle,Percent Combination Trucks 1 Trailer,Percent Combination Trucks 2+ Trailer,Vehicle Classification Quality,K Factor,K Factor Quality,Direction Factor,AAWDT,AAWDT Quality
643010,  US,00019,     ,US 19, ,252,Town of Lebanon,083,Russell County,0.15,WCL Lebanon,W Mid CL Lebanon,13000,N,94%,0%,1%,1%,4%,0%,N,0.0843,N,0.0000,14000,N,2011,,,,,,,,,,,,,,,
643011,  US,00019,     ,US 19, ,252,Town of Lebanon,083,Russell County,0.76,E Mid CL Lebanon,252- 654 Pittston Rd,13000,N,94%,0%,1%,1%,4%,0%,N,0.0866,N,0.0000,14000,N,2011,,,,,,,,,,,,,,,
643012,  US,00019,     ,US 19, ,252,Town of Lebanon,083,Russell County,1.65,252- 654 Pittston Rd,ECL Lebanon,11000,F,94%,0%,1%,1%,4%,0%,F,0.0805,F,0.0000,12000,F,2011,,,,,,,,,,,,,,,
643001,C1US,00019,     ,Bus US 19,Main St,252,Town of Lebanon,252,Town of Lebanon,0.48,US 19,SR 71 Fincastle Rd,6900,F,97%,0%,1%,1%,1%,0%,C,0.0963,F,0.0000,7100,F,2011,,,,,,,,,,,,,,,
643002,C1US,00019,     ,Bus US 19,Main St,252,Town of Lebanon,252,Town of Lebanon,0.60,SR 71,SR 82 Cleveland Rd,7500,F,98%,0%,1%,0%,0%,0%,C,0.0906,F,0.0000,7800,F,2011,,,,,,,,,,,,,,,
643003,C1US,00019,     ,Bus US 19,Main St,252,Town of Lebanon,252,Town of Lebanon,0.42,SR 82 Cleveland Rd,Fugate Ave,10000,F,99%,0%,0%,0%,0%,0%,F,0.0837,F,0.0000,10000,F,2011,,,,,,,,,,,,,,,
643004,C1US,00019,     ,Bus US 19,Main St,252,Town of Lebanon,252,Town of Lebanon,1.07,252-701 Church Ave,W 252- 654 Haber Dr,11000,F,99%,0%,0%,0%,0%,0%,C,0.0907,F,0.0000,12000,F,2011,,,,,,,,,,,,,,,
643005,C1US,00019,     ,Bus US 19,Main St,252,Town of Lebanon,252,Town of Lebanon,0.51,W 252- 654 Haber Dr,Gilmer Ave,7900,F,98%,0%,0%,0%,1%,0%,F,0.0912,F,0.0000,8200,F,2011,,,,,,,,,,,,,,,
643006,C1US,00019,     ,Bus US 19,Main St,252,Town of Lebanon,252,Town of Lebanon,0.78,Gilmer Ave,ECL Lebanon,5200,F,98%,0%,0%,0%,1%,0%,C,0.0860,F,0.0000,5400,F,2011,,,,,,,,,,,,,,,
