080338,  US,00017,     ,"US 50, US 17",John S Mosby Hwy,021,Clarke County,021,Clarke County,3.44,Fauquier County Line,21-723 East of Millwood,12000,G,96%,1%,1%,1%,2%,0%,F,0.0949,F,0.7261,13000,G,2011,,,,,,,,,,,,,,,
080339,  US,00017,     ,"US 50, US 17",Millwood Pike,021,Clarke County,021,Clarke County,1.97,21-723 East of Milllwood,SR 255,11000,G,96%,1%,1%,1%,2%,0%,C,0.0978,F,0.7088,12000,G,2011,,,,,,,,,,,,,,,
080340,  US,00017,     ,"US 50, US 17",Millwood Pike,021,Clarke County,021,Clarke County,2.83,SR 255,US 340 South of Boyce,11000,G,96%,1%,1%,1%,2%,0%,F,0.0981,F,0.7157,13000,G,2011,,,,,,,,,,,,,,,
080160,  US,00017,     ,"US 50, US 17",Millwood Pike,021,Clarke County,021,Clarke County,1.67,US 340 South of Boyce,Frederick County Line,10000,G,96%,1%,1%,1%,2%,0%,F,0.0973,F,0.6873,11000,G,2011,,,,,,,,,,,,,,,
080160,  US,00050,     ,"US 50, US 17",Millwood Pike,021,Clarke County,021,Clarke County,1.67,Frederick County Line,US 340 South of Boyce,10000,G,96%,1%,1%,1%,2%,0%,F,0.0973,F,0.6873,11000,G,2011,,,,,,,,,,,,,,,
080340,  US,00050,     ,"US 50, US 17",Millwood Pike,021,Clarke County,021,Clarke County,2.83,US 340 South of Boyce,SR 255 Bishop Meade Rd,11000,G,96%,1%,1%,1%,2%,0%,F,0.0981,F,0.7157,13000,G,2011,,,,,,,,,,,,,,,
080339,  US,00050,     ,"US 50, US 17",Millwood Pike,021,Clarke County,021,Clarke County,1.97,SR 255 Bishop Meade Rd,21-723 East of Millwood,11000,G,96%,1%,1%,1%,2%,0%,C,0.0978,F,0.7088,12000,G,2011,,,,,,,,,,,,,,,
080338,  US,00050,     ,"US 50, US 17",John S Mosby Hwy,021,Clarke County,021,Clarke County,3.44,21-723 East of Millwood,Fauquier County Line,12000,G,96%,1%,1%,1%,2%,0%,F,0.0949,F,0.7261,13000,G,2011,,,,,,,,,,,,,,,
080342,  SR,00255,     ,VA 255,Bishop Meade Rd,021,Clarke County,021,Clarke County,0.79,US 50 Millwood Pike,"21-723 N, Millwood Rd",1200,G,98%,1%,1%,0%,0%,0%,F,0.1023,F,0.6109,1300,G,2011,,,,,,,,,,,,,,,
080341,  SR,00255,     ,VA 255,Bishop Meade Highway,021,Clarke County,021,Clarke County,3.05,"21-723 N, Millwood Rd",US 340 Lord Fairfax Hwy,1500,G,98%,1%,1%,0%,0%,0%,C,0.1008,F,0.5753,1700,G,2011,,,,,,,,,,,,,,,
080517,  US,00340,     ,"US 522, US 340",Stonewall Jackson Hwy,021,Clarke County,093,Warren County,1.79,Warren County Line,US 522 Double Toll Gate,17000,F,85%,1%,1%,2%,12%,0%,C,0.0813,F,0.0000,17000,F,2011,,,,,,,,,,,,,,,
080349,  US,00340,     ,US 340,Lord Fairfax Hwy,021,Clarke County,021,Clarke County,2.09,US 522 Double Toll Gate,21-658 White Post,6600,G,92%,1%,1%,1%,5%,0%,C,0.0975,F,0.6713,7200,G,2011,,,,,,,,,,,,,,,
080348,  US,00340,     ,US 340,Lord Fairfax Hwy,021,Clarke County,021,Clarke County,1.83,21-658 White Post,US 50 South of Boyce,6900,G,92%,1%,1%,1%,5%,0%,F,0.0935,F,0.7278,7500,G,2011,,,,,,,,,,,,,,,
080347,  US,00340,     ,US 340,Lord Fairfax Hwy,021,Clarke County,021,Clarke County,1.19,US 50 South of Boyce,SCL Boyce,7200,G,92%,1%,1%,1%,5%,0%,C,0.0883,F,0.6036,7800,G,2011,,,,,,,,,,,,,,,
080350,  US,00340,     ,US 340,Lord Fairfax Hwy,172,Town of Boyce,021,Clarke County,0.81,SCL Boyce,NCL Boyce,7200,N,92%,1%,1%,1%,5%,0%,N,0.0883,N,0.6036,7800,N,2011,,,,,,,,,,,,,,,
080556,  US,00340,     ,US 340,Lord Fairfax Hwy,021,Clarke County,021,Clarke County,2.27,NCL Boyce,SR 255 Old Chapel,7200,N,92%,1%,1%,1%,5%,0%,N,0.0883,N,0.6036,7800,N,2011,,,,,,,,,,,,,,,
080346,  US,00340,     ,US 340,Lord Fairfax Hwy,021,Clarke County,021,Clarke County,2.99,SR 255 Old Chapel,SCL Berryville,9000,G,92%,1%,1%,1%,5%,0%,F,0.0964,F,0.6295,9600,G,2011,,,,,,,,,,,,,,,
080351,  US,00340,     ,US 340,S Buckmarsh St,168,Town of Berryville,021,Clarke County,0.51,SCL Berryville,Bus SR 7 Main St,9000,N,92%,1%,1%,1%,5%,0%,N,0.0964,N,0.6295,9600,N,2011,,,,,,,,,,,,,,,
080345,  US,00340,     ,US 340,N Buckmarsh St,168,Town of Berryville,021,Clarke County,0.45,Bus SR 7 Main St,NCL Berryville,8400,G,92%,1%,1%,1%,5%,0%,F,0.0859,F,0.5491,9100,G,2011,,,,,,,,,,,,,,,
080353,  US,00340,     ,US 340,Lord Fairfax Highway,021,Clarke County,021,Clarke County,0.24,NCL Berryville,SR 7,8400,N,92%,1%,1%,1%,5%,0%,N,0.0859,N,0.5491,9100,N,2011,,,,,,,,,,,,,,,
080344,  US,00340,     ,US 340,Lord Fairfax Hwy,021,Clarke County,021,Clarke County,1.29,SR 7,21-611 Summit Point Rd,15000,G,91%,1%,1%,1%,8%,0%,F,0.0818,F,0.5076,14000,G,2011,,,,,,,,,,,,,,,
080343,  US,00340,     ,US 340,Lord Fairfax Highway,021,Clarke County,021,Clarke County,2.82,21-611 Summit Point Rd,West Virginia State Line,11000,A,91%,1%,1%,1%,8%,0%,C,0.0986,A,0.0000,11000,A,2011,,,,,,,,,,,,,,,
080517,  US,00522,     ,"US 522, US 340",Stonewall Jackson Hwy,021,Clarke County,093,Warren County,1.79,Warren County Line,US 340; SR 277 Double Toll Gate,17000,F,85%,1%,1%,2%,12%,0%,C,0.0813,F,0.0000,17000,F,2011,,,,,,,,,,,,,,,
080386,  US,00522,     ,US 522,Stonewall Jackson Hwy,021,Clarke County,034,Frederick County,0.32,US 340; SR 277 Double Toll Gate,Frederick County Line,14000,F,87%,1%,1%,1%,11%,0%,F,0.0862,F,0.0000,14000,F,2011,,,,,,,,,,,,,,,
780653,  FR,00709,     ,FR 709,Parker Lane,021,Clarke County,021,Clarke County,0.12,SR 7; 21-606,Dead End,160,R,,,,,,,X,,,,,,10/03/2006,,,,,,,,,,,,,,,
780673,  FR,00729,     ,FR 729,Trapp Hill Rd,021,Clarke County,021,Clarke County,1.74,SR 7; Bus SR 7,US 340 Lord Fairfax Hwy,120,R,,,,,,,X,,,,,,10/24/2006,,,,,,,,,,,,,,,
719475,  21,00600,     ,21-600,Liberty Hall Lane,021,Clarke County,021,Clarke County,0.65,Dead End,US 50 John S Mosby Hwy,8,R,,,,,,,X,,,,,,10/03/2006,,,,,,,,,,,,,,,
401885,  21,00601,     ,21-601,Blue Ridge Mountain Rd,021,Clarke County,021,Clarke County,6.29,"US 50, Loudoun County Line",21-605 Morgans Mill Rd,1000,G,98%,1%,0%,0%,0%,0%,C,0.1579,F,0.9508,1100,G,2011,,,,,,,,,,,,,,,
401886,  21,00601,     ,21-601,Blue Ridge Mountain Rd,021,Clarke County,021,Clarke County,1.52,21-605 Morgans Mill Rd,"21-650 W, Mount Weather Rd",1300,G,96%,1%,1%,1%,1%,0%,F,0.1397,F,0.8361,1400,G,2011,,,,,,,,,,,,,,,
401888,  21,00601,     ,21-601,Blue Ridge Mountain Rd,021,Clarke County,021,Clarke County,0.35,"21-650 W, Mount Weather Rd","21-650 E, Mount Weather Rd",1500,G,96%,1%,1%,1%,1%,0%,F,0.1348,F,0.8427,1600,G,2011,,,,,,,,,,,,,,,
401889,  21,00601,     ,21-601,Blue Ridge Mountain Rd,021,Clarke County,021,Clarke County,1.76,"21-650 E, Mount Weather Rd",Loudoun County Line,1500,G,96%,1%,1%,1%,1%,0%,F,0.1336,F,0.8418,1600,G,2011,,,,,,,,,,,,,,,
401890,  21,00601,     ,21-601,Blue Ridge Mountain Rd,053,Loudoun County,021,Clarke County,1.12,Loudoun County Line,SR 7 Harry F Byrd Hwy,1700,G,96%,1%,1%,1%,1%,0%,C,0.1272,F,0.7137,1900,G,2011,,,,,,,,,,,,,,,
402549,  21,00601,     ,21-601,Raven Rocks Rd,053,Loudoun County,021,Clarke County,0.11,SR 7 Harry F Byrd Hwy,Loudoun County Line,370,N,95%,3%,1%,0%,0%,0%,N,0.1095,N,0.6591,400,N,2011,,,,,,,,,,,,,,,
401891,  21,00601,     ,21-601,Raven Rocks Rd,021,Clarke County,021,Clarke County,1.20,Loudoun County Line,West Virginia State Line,370,G,95%,3%,1%,0%,0%,0%,C,0.1095,F,0.6591,400,G,2011,,,,,,,,,,,,,,,
719476,  21,00602,     ,21-602,Wildcat Hollow Rd,021,Clarke County,021,Clarke County,0.89,Dead End,0.89 MN Dead End,80,R,,,,,,,X,,,,,,10/30/2006,,,,,,,,,,,,,,,
719477,  21,00602,     ,21-602,Wildcat Hollow Rd,021,Clarke County,021,Clarke County,1.49,0.89 MN Dead End,US 50 John S Mosby Hwy,550,R,,,,,,,X,,,,,,04/07/2009,,,,,,,,,,,,,,,
719478,  21,00603,     ,21-603,Castleman Rd,021,Clarke County,021,Clarke County,0.10,21-612 Shepherds Mill Rd,0.10 ME 21-612 Shepherds Mill Rd,170,R,,,,,,,X,,,,,,11/01/2006,,,,,,,,,,,,,,,
719479,  21,00603,     ,21-603,Castleman Rd,021,Clarke County,021,Clarke County,0.70,0.10 ME 21-612 Shepherds Mill Rd,21-663 Auburn Rd,130,R,,,,,,,X,,,,,,04/07/2009,,,,,,,,,,,,,,,
719480,  21,00603,     ,21-603,Castleman Rd,021,Clarke County,021,Clarke County,1.33,21-663 Auburn Rd,1.33 ME 21-663,80,R,,,,,,,X,,,,,,11/01/2006,,,,,,,,,,,,,,,
719481,  21,00603,     ,21-603,Castleman Rd,021,Clarke County,021,Clarke County,1.24,1.33 ME 21-663,SR 7 Harry Flood Byrd Hwy,170,R,,,,,,,X,,,,,,04/16/2009,,,,,,,,,,,,,,,
719482,  21,00604,     ,21-604, ,021,Clarke County,021,Clarke County,1.90,21-605 Morgans Mill Rd,21-607 Saw Mill Rd,100,R,,,,,,,X,,,,,,10/03/2006,,,,,,,,,,,,,,,
783432,  21,00604,     ,21-604, ,021,Clarke County,021,Clarke County,3.17,21-607 Saw Mill Rd,SR 7 Harry Flood Byrd Hwy,170,R,,,,,,,X,,,,,,04/14/2009,,,,,,,,,,,,,,,
719485,  21,00604,     ,21-604, ,021,Clarke County,021,Clarke County,0.30,SR 7 Harry Flood Byrd Hwy,21-679 Pine Grove Rd,60,R,,,,,,,X,,,,,,10/03/2006,,,,,,,,,,,,,,,
719486,  21,00605,     ,21-605,Morgans Mill Rd,021,Clarke County,021,Clarke County,0.50,21-649 Frogtown Rd,21-604,130,R,,,,,,,X,,,,,,10/03/2006,,,,,,,,,,,,,,,
719487,  21,00605,     ,21-605,Morgans Mill Rd,021,Clarke County,021,Clarke County,2.11,21-604,21-601 Blue Ridge Mtn Rd,30,R,,,,,,,X,,,,,,10/03/2006,,,,,,,,,,,,,,,
719488,  21,00606,     ,21-606, ,021,Clarke County,021,Clarke County,2.94,US 50 John S Mosby Hwy,"21-649 S, Frogtown Rd",580,R,,,,,,,X,,,,,,10/03/2006,,,,,,,,,,,,,,,
719489,  21,00606,     ,21-606, ,021,Clarke County,021,Clarke County,1.70,"21-649 S, Frogtown Rd",1.70 MN 21-649,70,R,,,,,,,X,,,,,,10/03/2006,,,,,,,,,,,,,,,
719490,  21,00606,     ,21-606, ,021,Clarke County,021,Clarke County,0.70,1.70 MN 21-649,"21-649 N, Frogtown Rd",190,R,,,,,,,X,,,,,,10/03/2006,,,,,,,,,,,,,,,
719491,  21,00606,     ,21-606, ,021,Clarke County,021,Clarke County,2.78,"21-649 N, Frogtown Rd",21-607 Saw Mill Rd,650,R,,,,,,,X,,,,,,04/14/2009,,,,,,,,,,,,,,,
401892,  21,00606,     ,21-606,River Rd,021,Clarke County,021,Clarke County,1.82,21-607 Saw Mill Rd,SR 7; FR 709,830,G,96%,1%,2%,0%,0%,0%,C,0.0991,F,0.6667,890,G,2011,,,,,,,,,,,,,,,
719492,  21,00607,     ,21-607,Saw Mill Rd,021,Clarke County,021,Clarke County,0.70,21-604,21-606 River Rd,160,R,,,,,,,X,,,,,,10/03/2006,,,,,,,,,,,,,,,
719493,  21,00608,     ,21-608, ,021,Clarke County,021,Clarke County,3.20,21-621,"SR 7 W, Harry Flood Byrd Hwy",310,R,,,,,,,X,,,,,,11/01/2006,,,,,,,,,,,,,,,
719494,  21,00608,     ,21-608, ,021,Clarke County,021,Clarke County,1.81,"SR 7 E, Harry Flood Byrd Hwy",21-612 Shepherds Mill Rd,390,R,,,,,,,X,,,,,,11/01/2006,,,,,,,,,,,,,,,
719495,  21,00608,     ,21-608, ,021,Clarke County,021,Clarke County,0.85,21-612 Shepherds Mill Rd,21-609 Cannon Ball Rd,440,R,,,,,,,X,,,,,,04/16/2009,,,,,,,,,,,,,,,
719496,  21,00608,     ,21-608, ,021,Clarke County,021,Clarke County,0.70,21-609 Cannon Ball Rd,21-663 Auburn Rd,410,R,,,,,,,X,,,,,,04/16/2009,,,,,,,,,,,,,,,
719497,  21,00608,     ,21-608, ,021,Clarke County,021,Clarke County,0.73,21-663 Auburn Rd,West Virginia State Line,350,R,,,,,,,X,,,,,,04/16/2009,,,,,,,,,,,,,,,
719498,  21,00609,     ,21-609,Cannon Ball Rd,021,Clarke County,021,Clarke County,0.60,21-608,21-612 Shepherds Mill Rd,20,R,,,,,,,X,,,,,,11/01/2006,,,,,,,,,,,,,,,
719499,  21,00610,     ,21-610,Clifton Rd,021,Clarke County,021,Clarke County,1.30,US 340 Lord Fairfax Hwy,21-641 Lewisville Rd,90,R,,,,,,,X,,,,,,04/16/2009,,,,,,,,,,,,,,,
401893,  21,00611,     ,21-611,Summit Point Rd,021,Clarke County,021,Clarke County,2.87,US 340 Lord Fairfax Hwy,West Virginia State Line,1500,G,98%,0%,1%,0%,0%,0%,C,0.1146,F,0.8200,1600,G,2011,,,,,,,,,,,,,,,
719500,  21,00612,     ,21-612, ,021,Clarke County,021,Clarke County,1.10,Dead End,1.10 MN Dead End,660,R,,,,,,,X,,,,,,04/14/2009,,,,,,,,,,,,,,,
719501,  21,00612,     ,21-612, ,021,Clarke County,021,Clarke County,0.08,1.10 MN Dead End,"SR 7 E, Harry Flood Byrd Hwy",660,R,,,,,,,X,,,,,,04/14/2009,,,,,,,,,,,,,,,
401894,  21,00612,     ,21-612,Shepherds Mill Rd,021,Clarke County,021,Clarke County,2.10,"SR 7 W, Harry Flood Byrd Hwy",21-608 Wickliffe Rd,1600,G,98%,1%,1%,1%,0%,0%,C,0.1254,F,0.9022,1700,G,2011,,,,,,,,,,,,,,,
401895,  21,00612,     ,21-612,Shepherds Mill Rd,021,Clarke County,021,Clarke County,2.63,21-608 Wickliffe Rd,US 340 Lord Fairfax Hwy,1400,G,98%,1%,1%,1%,0%,0%,F,0.1220,F,0.8711,1500,G,2011,,,,,,,,,,,,,,,
719502,  21,00613,     ,21-613, ,021,Clarke County,021,Clarke County,0.39,21-621,21-618 Lockes Mill Rd,180,R,,,,,,,X,,,,,,04/07/2009,,,,,,,,,,,,,,,
719503,  21,00613,     ,21-613, ,021,Clarke County,021,Clarke County,2.07,21-618 Lockes Mill Rd,21-647 Possum Hollow Lane,320,R,,,,,,,X,,,,,,04/07/2009,,,,,,,,,,,,,,,
401896,  21,00613,     ,21-613,Springsbury Rd,021,Clarke County,021,Clarke County,1.02,21-647 Possum Hollow Lane,SCL Berryville,470,G,99%,0%,0%,0%,0%,0%,C,0.1322,F,0.6232,510,G,2011,,,,,,,,,,,,,,,
403938,  21,00613,     ,21-613, ,168,Town of Berryville,021,Clarke County,0.03,SCL Berryville,21-700 Jack Enders Blvd,470,N,99%,0%,0%,0%,0%,0%,N,0.1322,N,0.6232,510,N,2011,,,,,,,,,,,,,,,
719504,  21,00614,     ,21-614,Josephine St,168,Town of Berryville,021,Clarke County,0.48,Dead End,"21-616, S Church St",850,R,,,,,,,X,,,,,,04/09/2009,,,,,,,,,,,,,,,
401898,  21,00615,     ,21-615,1st St; Boom Rd,168,Town of Berryville,021,Clarke County,0.68,Bus US 7,NCL Berryville,950,G,98%,1%,1%,0%,0%,0%,C,0.0964,F,0.6415,1000,G,2011,,,,,,,,,,,,,,,
401899,  21,00615,     ,21-615,Boom Rd,021,Clarke County,021,Clarke County,0.12,NCL Berryville,SR 7 Bypass,570,G,98%,1%,1%,0%,0%,0%,F,0.0982,F,0.6269,620,G,2011,,,,,,,,,,,,,,,
719505,  21,00615,     ,21-615,Boom Rd,021,Clarke County,021,Clarke County,1.85,SR 7 Bypass,Dead End,730,R,,,,,,,X,,,,,,04/09/2009,,,,,,,,,,,,,,,
401900,  21,00616,     ,21-616,S Church St,021,Clarke County,021,Clarke County,0.22,"US 340 S, Lord Fairfax Hwy",SCL Berryville,1400,G,99%,0%,1%,0%,0%,0%,F,0.1003,F,0.7409,1500,G,2011,,,,,,,,,,,,,,,
401901,  21,00616,     ,21-616,S Church St,168,Town of Berryville,021,Clarke County,0.48,SCL Berryville,21-1011 Crow St,1900,G,99%,0%,1%,0%,0%,0%,C,0.0975,F,0.5224,2000,G,2011,,,,,,,,,,,,,,,
401902,  21,00616,     ,21-616,S Church St,168,Town of Berryville,021,Clarke County,0.06,21-1011 Crow St,Bus SR 7,2600,G,99%,0%,1%,0%,0%,0%,F,0.0934,F,0.5484,2800,G,2011,,,,,,,,,,,,,,,
401903,  21,00616,     ,21-616,N Church St,168,Town of Berryville,021,Clarke County,0.13,Bus SR 7,21-1005 Liberty St,1500,G,99%,0%,1%,0%,0%,0%,F,0.1026,F,0.5854,1700,G,2011,,,,,,,,,,,,,,,
401904,  21,00616,     ,21-616,N Church St,168,Town of Berryville,021,Clarke County,0.25,21-1005 Liberty St,"US 340 N, N Buckmarsh St",560,G,99%,0%,1%,0%,0%,0%,F,0.1035,F,0.9242,610,G,2011,,,,,,,,,,,,,,,
719506,  21,00617,     ,21-617,Old Chapel Ave,172,Town of Boyce,021,Clarke County,0.20,21-723 Main St,21-666 Virginia Ave,250,R,,,,,,,X,,,,,,04/07/2009,,,,,,,,,,,,,,,
719507,  21,00617,     ,21-617,Old Chapel Ave,172,Town of Boyce,021,Clarke County,0.18,21-666 Virginia Ave,ECL Boyce,180,R,,,,,,,X,,,,,,04/07/2009,,,,,,,,,,,,,,,
719508,  21,00617,     ,21-617, ,021,Clarke County,021,Clarke County,0.83,ECL Boyce,21-620,210,R,,,,,,,X,,,,,,04/07/2009,,,,,,,,,,,,,,,
719509,  21,00617,     ,21-617, ,021,Clarke County,021,Clarke County,1.48,21-620,SR 255 Bishop Meade Hwy,220,R,,,,,,,X,,,,,,04/07/2009,,,,,,,,,,,,,,,
719510,  21,00617,     ,21-617, ,021,Clarke County,021,Clarke County,0.70,SR 255 Bishop Meade Hwy,21-619,660,R,,,,,,,X,,,,,,04/07/2009,,,,,,,,,,,,,,,
719511,  21,00617,     ,21-617, ,021,Clarke County,021,Clarke County,0.20,21-619,21-618 Lockes Mill Rd,520,R,,,,,,,X,,,,,,10/03/2006,,,,,,,,,,,,,,,
719512,  21,00617,     ,21-617, ,021,Clarke County,021,Clarke County,1.20,21-618 Lockes Mill Rd,21-621,120,R,,,,,,,X,,,,,,04/07/2009,,,,,,,,,,,,,,,
719513,  21,00618,     ,21-618,Lockes Mill Rd,021,Clarke County,021,Clarke County,1.20,21-617,21-613,320,R,,,,,,,X,,,,,,10/03/2006,,,,,,,,,,,,,,,
719514,  21,00619,     ,21-619, ,021,Clarke County,021,Clarke County,0.20,21-651 Clay Hill Rd,Dead End; Gap,40,R,,,,,,,X,,,,,,04/07/2009,,,,,,,,,,,,,,,
719515,  21,00619,     ,21-619, ,021,Clarke County,021,Clarke County,0.75,Dead End; Gap,21-617,160,R,,,,,,,X,,,,,,04/07/2009,,,,,,,,,,,,,,,
719516,  21,00620,     ,21-620, ,021,Clarke County,021,Clarke County,2.10,21-655,21-652,220,R,,,,,,,X,,,,,,10/19/2006,,,,,,,,,,,,,,,
719517,  21,00620,     ,21-620, ,021,Clarke County,021,Clarke County,1.00,21-652,US 340 Lord Fairfax Hwy,380,R,,,,,,,X,,,,,,04/09/2009,,,,,,,,,,,,,,,
719518,  21,00620,     ,21-620, ,021,Clarke County,021,Clarke County,0.20,US 340 Lord Fairfax Hwy,21-617,330,R,,,,,,,X,,,,,,04/09/2009,,,,,,,,,,,,,,,
719519,  21,00620,     ,21-620, ,021,Clarke County,021,Clarke County,1.20,21-617,SR 255 Bishop Meade Hwy,250,R,,,,,,,X,,,,,,10/19/2006,,,,,,,,,,,,,,,
719520,  21,00621,     ,21-621, ,021,Clarke County,021,Clarke County,2.20,21-723 Millwood Rd,21-651 Clay Hill Rd,170,R,,,,,,,X,,,,,,10/03/2006,,,,,,,,,,,,,,,
719521,  21,00621,     ,21-621, ,021,Clarke County,021,Clarke County,2.00,21-651 Clay Hill Rd,21-617,50,R,,,,,,,X,,,,,,10/03/2006,,,,,,,,,,,,,,,
719522,  21,00621,     ,21-621, ,021,Clarke County,021,Clarke County,1.30,21-617,21-613,50,R,,,,,,,X,,,,,,10/03/2006,,,,,,,,,,,,,,,
719523,  21,00621,     ,21-621, ,021,Clarke County,021,Clarke County,0.21,21-613,0.21 ME 21-613,180,R,,,,,,,X,,,,,,10/03/2006,,,,,,,,,,,,,,,
719524,  21,00621,     ,21-621, ,021,Clarke County,021,Clarke County,0.29,0.21 ME 21-613,0.50 ME 21-613,180,R,,,,,,,X,,,,,,10/03/2006,,,,,,,,,,,,,,,
719525,  21,00621,     ,21-621, ,021,Clarke County,021,Clarke County,0.50,0.50 ME 21-613,21-608,170,R,,,,,,,X,,,,,,10/03/2006,,,,,,,,,,,,,,,
719526,  21,00621,     ,21-621, ,021,Clarke County,021,Clarke County,2.09,21-608,2.09 ME 21-608,110,R,,,,,,,X,,,,,,10/03/2006,,,,,,,,,,,,,,,
719527,  21,00621,     ,21-621, ,021,Clarke County,021,Clarke County,2.31,2.09 ME 21-608,SR 7 Harry Flood Byrd Hwy,240,R,,,,,,,X,,,,,,10/03/2006,,,,,,,,,,,,,,,
719528,  21,00622,     ,21-622, ,021,Clarke County,021,Clarke County,0.05,21-658 White Post Rd; Sugar Hill Rd,0.05 ME 21-658,90,R,,,,,,,X,,,,,,10/03/2006,,,,,,,,,,,,,,,
719529,  21,00622,     ,21-622, ,021,Clarke County,021,Clarke County,1.75,0.05 ME 21-658,21-627 Carters Line Rd,40,R,,,,,,,X,,,,,,04/07/2009,,,,,,,,,,,,,,,
719530,  21,00622,     ,21-622, ,021,Clarke County,021,Clarke County,0.60,21-627 Carters Line Rd,21-626 Nelson Rd,90,R,,,,,,,X,,,,,,04/07/2009,,,,,,,,,,,,,,,
719531,  21,00622,     ,21-622, ,021,Clarke County,021,Clarke County,0.90,21-626 Nelson Rd,21-624 Red Gate Rd,60,R,,,,,,,X,,,,,,10/03/2006,,,,,,,,,,,,,,,
719532,  21,00622,     ,21-622, ,021,Clarke County,021,Clarke County,0.60,21-624 Red Gate Rd,21-625 EAST,180,R,,,,,,,X,,,,,,04/07/2009,,,,,,,,,,,,,,,
719534,  21,00622,     ,21-622, ,021,Clarke County,021,Clarke County,3.33,21-625 EAST,US 50 John S Mosby Hwy,150,R,,,,,,,X,,,,,,10/03/2006,,,,,,,,,,,,,,,
719535,  21,00623,     ,21-623,Gaylord Rd,021,Clarke County,021,Clarke County,0.05,"US 340 E, Lord Fairfax Hwy",Dead End; Gap,30,R,,,,,,,X,,,,,,11/01/2006,,,,,,,,,,,,,,,
