Virginia Department of Transportation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Traffic Engineering Division,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Annual Average Daily Traffic Volume Estimates By Section of Route,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Town of Goshen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Parallel Facilities Combined,,,,,,,,,,,,,
Link ID,Route Prefix,Route Number,Route Suffix,Route Label,Route Alias,Physical Jurisdiction,,Maintenance Jurisdiction,,Link Length,Start Label,End Label,AADT,AADT Quality,Percent 2 and 4 Tire Vehicles,Percent Busses,Percent Single Unit Trucks 2 Axle,Percent Single Unit Trucks 3+ Axle,Percent Combination Trucks 1 Trailer,Percent Combination Trucks 2+ Trailer,Vehicle Classification Quality,K Factor,K Factor Quality,Direction Factor,AAWDT,AAWDT Quality,Data Date,Comment,AADT,AADT Quality,Percent 2 and 4 Tire Vehicles,Percent Busses,Percent Single Unit Trucks 2 Axle,Percent Single Unit Trucks 3+ Axle,Percent Combination Trucks 1 Trailer,Percent Combination Trucks 2+ Trailer,Vehicle Classification Quality,K Factor,K Factor Quality,Direction Factor,AAWDT,AAWDT Quality
080410,  SR,00039,     ,"VA 39, VA 42",Maury River Rd,226,Town of Goshen,081,Rockbridge County,2.47,Bath County Line,SR 42 Goshen,1600,G,94%,0%,1%,1%,2%,0%,C,0.0905,F,0.5342,1700,G,2011,,,,,,,,,,,,,,,
080411,  SR,00039,     ,VA 39,Maury River Rd,226,Town of Goshen,081,Rockbridge County,1.34,SR 42 Goshen,81-780 South of Goshen,1700,G,92%,1%,1%,3%,3%,0%,C,0.0944,F,0.5815,1800,G,2011,,,,,,,,,,,,,,,
080074,  SR,00039,     ,VA 39,Maury River Rd,226,Town of Goshen,081,Rockbridge County,0.07,81-780 South of Goshen; Brattons Run,SCL Goshen,850,G,92%,1%,1%,3%,3%,0%,F,0.1049,F,0.6091,890,G,2011,,,,,,,,,,,,,,,
080414,A1SR,00039,     ,Alt VA 39,Main St,226,Town of Goshen,081,Rockbridge County,0.35,SR 42 Goshen,SR 39 Maury River Rd,1000,G,89%,1%,2%,3%,5%,0%,C,0.0992,F,0.5210,1100,G,2011,,,,,,,,,,,,,,,
080410,  SR,00042,     ,"VA 39, VA 42",Maury River Rd,226,Town of Goshen,081,Rockbridge County,2.47,Bath County Line,SR 39 Goshen,1600,G,94%,0%,1%,1%,2%,0%,C,0.0905,F,0.5342,1700,G,2011,,,,,,,,,,,,,,,
080076,  SR,00042,     ,VA 42,Virginia Avenue,226,Town of Goshen,081,Rockbridge County,0.06,SR 39 Goshen,ECL Goshen,1800,G,93%,1%,1%,1%,4%,0%,C,0.0946,F,0.5181,1900,G,2011,,,,,,,,,,,,,,,
767681,  81,00746,     ,81-746,Paxton Dr,226,Town of Goshen,081,Rockbridge County,0.40,SR 39 Maury River Rd,Dead End,140,R,,,,,,,X,,,,,,07/24/2007,,,,,,,,,,,,,,,
767682,  81,00747,     ,81-747, ,226,Town of Goshen,081,Rockbridge County,0.17,SR 39 Maury River Rd,81-748 Old Alleghany Circle,340,R,,,,,,,X,,,,,,09/01/2004,,,,,,,,,,,,,,,
767683,  81,00747,     ,81-747, ,226,Town of Goshen,081,Rockbridge County,0.21,81-748 Old Alleghany Circle,Dead End,70,R,,,,,,,X,,,,,,07/24/2007,,,,,,,,,,,,,,,
767684,  81,00748,     ,81-748,Old Alleghany Circle,226,Town of Goshen,081,Rockbridge County,0.06,SR 39 Maury River Rd,81-791 Furnace Hill Rd,310,R,,,,,,,X,,,,,,09/01/2004,,,,,,,,,,,,,,,
