Virginia Department of Transportation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Traffic Engineering Division,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Annual Average Daily Traffic Volume Estimates By Section of Route,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Town of Hillsville,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Parallel Facilities Combined,,,,,,,,,,,,,
Link ID,Route Prefix,Route Number,Route Suffix,Route Label,Route Alias,Physical Jurisdiction,,Maintenance Jurisdiction,,Link Length,Start Label,End Label,AADT,AADT Quality,Percent 2 and 4 Tire Vehicles,Percent Busses,Percent Single Unit Trucks 2 Axle,Percent Single Unit Trucks 3+ Axle,Percent Combination Trucks 1 Trailer,Percent Combination Trucks 2+ Trailer,Vehicle Classification Quality,K Factor,K Factor Quality,Direction Factor,AAWDT,AAWDT Quality,Data Date,Comment,AADT,AADT Quality,Percent 2 and 4 Tire Vehicles,Percent Busses,Percent Single Unit Trucks 2 Axle,Percent Single Unit Trucks 3+ Axle,Percent Combination Trucks 1 Trailer,Percent Combination Trucks 2+ Trailer,Vehicle Classification Quality,K Factor,K Factor Quality,Direction Factor,AAWDT,AAWDT Quality
020352,  US,00052,     ,US 52,Main St,237,Town of Hillsville,017,Carroll County,1.92,SCL Hillsville,US 58 West Stuart Dr,5100,G,97%,0%,1%,1%,1%,0%,F,0.0896,F,0.5642,5300,G,2011,,,,,,,,,,,,,,,
020029,  US,00052,     ,US 52,Main St,237,Town of Hillsville,017,Carroll County,2.23,US 58 West Stuart Dr,NCL Hillsville,3200,G,94%,0%,1%,4%,1%,0%,F,0.1185,F,0.7738,3300,G,2011,,,,,,,,,,,,,,,
020318,  US,00058,     ,"US 58, US 221",West Stuart Dr,237,Town of Hillsville,017,Carroll County,2.10,WCL Hillsville,US 221 Floyd Pike,13000,N,93%,0%,1%,2%,4%,0%,N,0.0858,N,0.5536,14000,N,2011,,,,,,,,,,,,,,,
020033,  US,00058,     ,US 58,East Stuart Dr,237,Town of Hillsville,017,Carroll County,2.26,US 221 Floyd Pike,ECL Hillsville,4200,G,93%,0%,1%,2%,4%,0%,C,0.0840,F,0.5960,4400,G,2011,,,,,,,,,,,,,,,
020036,  SR,00100,     ,VA 100,Sylvatus Highway,237,Town of Hillsville,017,Carroll County,0.90,US 221 Floyd Pike,NCL Hillsville,3100,N,92%,0%,1%,5%,1%,0%,N,0.0832,N,0.5563,3300,N,2011,,,,,,,,,,,,,,,
020318,  US,00221,     ,"US 58, US 221",West Stuart Dr,237,Town of Hillsville,017,Carroll County,2.10,CL Hillsville,US 58,13000,N,93%,0%,1%,2%,4%,0%,N,0.0858,N,0.5536,14000,N,2011,,,,,,,,,,,,,,,
020256,  US,00221,     ,US 221,Floyd Pike,237,Town of Hillsville,017,Carroll County,1.42,US 58 Stuart Dr,ECL Hillsville,6800,G,96%,1%,1%,1%,1%,0%,F,0.0922,F,0.5115,7100,G,2011,,,,,,,,,,,,,,,
710201,  17,00668,     ,17-668,Virginia St,237,Town of Hillsville,017,Carroll County,0.83,US 52 Main St,US 58 East Stuart Dr,990,R,,,,,,,X,,,,,,09/24/2007,,,,,,,,,,,,,,,
710202,  17,00668,     ,17-668,Cavalier Dr,237,Town of Hillsville,017,Carroll County,0.35,US 58 East Stuart Dr,17-972 Lynnhaven Rd,530,R,,,,,,,X,,,,,,09/17/2007,,,,,,,,,,,,,,,
710203,  17,00668,     ,17-668,Cavalier Dr,237,Town of Hillsville,017,Carroll County,0.06,17-972 Lynnhaven Rd,NCL Hillsville,390,R,,,,,,,X,,,,,,09/17/2007,,,,,,,,,,,,,,,
403972,  17,00670,     ,17-670,Snake Creek Rd,237,Town of Hillsville,017,Carroll County,0.11,ECL Hillsville,US 58 Danville Pike,790,N,98%,0%,1%,1%,0%,0%,N,0.1002,N,0.6552,830,N,2011,,,,,,,,,,,,,,,
