Virginia Department of Transportation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Traffic Engineering Division,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Annual Average Daily Traffic Volume Estimates By Section of Route,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Town of Troutdale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Parallel Facilities Combined,,,,,,,,,,,,,
Link ID,Route Prefix,Route Number,Route Suffix,Route Label,Route Alias,Physical Jurisdiction,,Maintenance Jurisdiction,,Link Length,Start Label,End Label,AADT,AADT Quality,Percent 2 and 4 Tire Vehicles,Percent Busses,Percent Single Unit Trucks 2 Axle,Percent Single Unit Trucks 3+ Axle,Percent Combination Trucks 1 Trailer,Percent Combination Trucks 2+ Trailer,Vehicle Classification Quality,K Factor,K Factor Quality,Direction Factor,AAWDT,AAWDT Quality,Data Date,Comment,AADT,AADT Quality,Percent 2 and 4 Tire Vehicles,Percent Busses,Percent Single Unit Trucks 2 Axle,Percent Single Unit Trucks 3+ Axle,Percent Combination Trucks 1 Trailer,Percent Combination Trucks 2+ Trailer,Vehicle Classification Quality,K Factor,K Factor Quality,Direction Factor,AAWDT,AAWDT Quality
010239,  SR,00016,     ,VA 16,Troutdale Hwy,314,Town of Troutdale,038,Grayson County,2.26,ECL Troutdale,WCL Troutdale,960,F,91%,0%,1%,1%,6%,0%,F,0.1053,F,0.0000,990,F,2011,,,,,,,,,,,,,,,
405468,  38,00603,     ,38-603,Fairwood Dr,314,Town of Troutdale,038,Grayson County,1.00,WCL Troutdale,"SR 16 N, Troutdale Hwy",270,F,95%,1%,1%,1%,2%,0%,C,0.1412,F,0.0000,280,F,2011,,,,,,,,,,,,,,,
741729,  38,00603,     ,38-603,Fairwood Rd,314,Town of Troutdale,038,Grayson County,0.85,"SR 16 S, Troutdale Hwy",ECL Troutdale,370,R,,,,,,,X,,,,,,06/07/2011,,,,,,,,,,,,,,,
742203,  38,00827,     ,38-827,Auburn Lane,314,Town of Troutdale,038,Grayson County,0.13,Dead End,38-603 Fairwood Rd,40,R,,,,,,,X,,,,,,06/09/2011,,,,,,,,,,,,,,,
742214,  38,00837,     ,38-837,Timberline Rd,314,Town of Troutdale,038,Grayson County,0.22,SR 16 Troutdale Hwy,38-603 Fairwood Rd,200,R,,,,,,,X,,,,,,06/09/2011,,,,,,,,,,,,,,,
742363,  38,01201,     ,38-1201,High County Ln,314,Town of Troutdale,038,Grayson County,0.13,38-603 Fairwood Rd,Dead End,100,R,,,,,,,X,,,,,,06/09/2011,,,,,,,,,,,,,,,
742364,  38,01202,     ,38-1202,Woodland Lane,314,Town of Troutdale,038,Grayson County,0.43,Dead End,38-603 Fairwood Dr,40,R,,,,,,,X,,,,,,07/28/2011,,,,,,,,,,,,,,,
- - - - - - - - - - - - - - - - - - - - - - - - - - - - End of Report - - - - - - - - - - - - - - - - - - - - - - - - - - - - ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
