Virginia Department of Transportation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Traffic Engineering Division,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Annual Average Daily Traffic Volume Estimates By Section of Route,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Town of Timberville,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Parallel Facilities Combined,,,,,,,,,,,,,
Link ID,Route Prefix,Route Number,Route Suffix,Route Label,Route Alias,Physical Jurisdiction,,Maintenance Jurisdiction,,Link Length,Start Label,End Label,AADT,AADT Quality,Percent 2 and 4 Tire Vehicles,Percent Busses,Percent Single Unit Trucks 2 Axle,Percent Single Unit Trucks 3+ Axle,Percent Combination Trucks 1 Trailer,Percent Combination Trucks 2+ Trailer,Vehicle Classification Quality,K Factor,K Factor Quality,Direction Factor,AAWDT,AAWDT Quality,Data Date,Comment,AADT,AADT Quality,Percent 2 and 4 Tire Vehicles,Percent Busses,Percent Single Unit Trucks 2 Axle,Percent Single Unit Trucks 3+ Axle,Percent Combination Trucks 1 Trailer,Percent Combination Trucks 2+ Trailer,Vehicle Classification Quality,K Factor,K Factor Quality,Direction Factor,AAWDT,AAWDT Quality
080635,  SR,00042,     ,VA 42,Forestville Rd,312,Town of Timberville,082,Rockingham County,0.18,SCL Timberville,SR 211 New Market Rd,9800,N,96%,0%,1%,1%,2%,0%,N,0.0875,N,0.5274,10000,N,2011,,,,,,,,,,,,,,,
080639,  SR,00042,     ,VA 42,Forestville Rd,312,Town of Timberville,082,Rockingham County,0.68,SR 211 New Market Rd,82-617 North Church St,5300,G,96%,0%,1%,2%,1%,0%,F,0.0927,F,0.6269,5600,G,2011,,,,,,,,,,,,,,,
080089,  SR,00042,     ,VA 42,Forestville Rd,312,Town of Timberville,082,Rockingham County,0.41,"82-617 N, Church St",NCL Timberville,2200,G,96%,0%,1%,2%,1%,0%,C,0.0916,F,0.5498,2300,G,2011,,,,,,,,,,,,,,,
080465,  SR,00211,     ,VA 211,New Market Rd,312,Town of Timberville,082,Rockingham County,0.69,SR 42 South of Timberville,ECL Timberville,3200,G,91%,1%,2%,1%,5%,0%,C,0.0878,F,0.5265,3300,G,2011,,,,,,,,,,,,,,,
402678,  82,00617,     ,82-617,Church St,312,Town of Timberville,082,Rockingham County,0.06,WCL Timberville,"SR 42 N, Forestville Rd",1900,G,,,,,,,X,0.0972,N,0.5473,1900,G,2011,,,,,,,,,,,,,,,
402679,  82,00617,     ,82-617,Church St,312,Town of Timberville,082,Rockingham County,0.19,"SR 42 S, Forestville Rd",82-1504 High St,1200,G,97%,0%,1%,1%,1%,0%,F,0.0962,F,0.5212,1200,G,2011,,,,,,,,,,,,,,,
402680,  82,00617,     ,82-617,Church St,312,Town of Timberville,082,Rockingham County,0.17,82-1504 High St,ECL Timberville,1100,G,97%,0%,1%,1%,1%,0%,F,0.0930,F,0.5319,1100,G,2011,,,,,,,,,,,,,,,
768010,  82,00618,     ,82-618,Lone Pine Rd,312,Town of Timberville,082,Rockingham County,0.50,82-800 Co-op Dr,82-793 Long Meadow Dr,1900,R,,,,,,,X,,,,,,05/17/2006,,,,,,,,,,,,,,,
402682,  82,00618,     ,82-618,Lone Pine Rd,312,Town of Timberville,082,Rockingham County,0.16,82-793 Long Meadow Dr,SR 211 New Market Rd,1800,G,97%,0%,1%,1%,0%,0%,C,0.0949,F,0.5206,1900,G,2011,,,,,,,,,,,,,,,
785202,  82,00800,     ,82-800,Co-op Dr,312,Town of Timberville,082,Rockingham County,0.01,SCL Timberville,"82-618 N, Lone Pine Rd",1500,N,,,,,,,X,,,,0,N,03/24/2009,,,,,,,,,,,,,,,
