ReportID:,1210,DataYear:,2012,,ReportID:,1210,DataYear:,2012,,ReportID:,1210,DataYear:,2012,,ReportID:,1210,DataYear:,2012,,ReportID:,1210,DataYear:,2012,,ReportID:,1210,DataYear:,2012,Prepared,8/5/2013
Daily Vehicle Miles Traveled (DVMT) by Physical Jurisdiction by Federal Functional Class,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Public Road Segments within the Commonwealth of Virginia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Road Length values temporarilly not included in this report pending publication of official road length values,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,Secondary,,,,,,Primary,,,,,,Interstate,,,,,,All Roads,,,
,,,,,,,,,,,,,%,%,,,,,%,%,,,,,%,%,,,,%
,,,,,,,,,,%,%,,of,of,,%,%,,of,of,,%,%,,of,of,,%,,of
,,,,,,,,,,of,of,,Secondary,State,,of,of,,Primary,State,,of,of,,Interstate,State,,of,,State
,,,,Federal,,,,,,Secondary,State,Road,Total,Total,,Primary,State,Road,Total,Total,,Interstate,State,Road,Total,Total,,State,Road,Total
,,,,Functional,,,,,,Total,Total,Length,Road,Road,,Total,Total,Length,Road,Road,,Total,Total,Length,Road,Road,,Total,Length,Road
,,Jurisdiction,,Class,,,,,DVMT,VMT,VMT,(Miles),Length,Length,DVMT,VMT,VMT,(Miles),Length,Length,DVMT,VMT,VMT,(Miles),Length,Length,DVMT,VMT,(Miles),Length
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 ,,001,Accomack County,2,Rural Principal Arterial - Other,,,              ,0,0.00%,0.00%,,,,600,844,0.65%,0.27%,,,,0,0.00%,0.00%,,,,600,844,0.27%,,
 ,,001,Accomack County,7,Rural Major Collector,,,              ,110,653,0.18%,0.05%,,,,141,374,0.15%,0.06%,,,,0,0.00%,0.00%,,,,252,027,0.11%,,
 ,,001,Accomack County,8,Rural Minor Collector,,,              ,8,344,0.01%,0.00%,,,,1,816,0.00%,0.00%,,,,0,0.00%,0.00%,,,,10,160,0.00%,,
 ,,001,Accomack County,9,Rural Local System,,,              ,121,999,0.19%,0.06%,,,,107,0.00%,0.00%,,,,0,0.00%,0.00%,,,,122,106,0.06%,,
 ,,001,Accomack County Total:,,,,,,240,996,0.38%,0.11%,,,,744,141,0.81%,0.34%,,,,0,0.00%,0.00%,,,,985,138,0.45%,,
 ,,002,Albemarle County,1,Rural Principal Arterial - Interstate,,,              ,0,0.00%,0.00%,,,,0,0.00%,0.00%,,,,773,778,1.17%,0.35%,,,,773,778,0.35%,,
 ,,002,Albemarle County,2,Rural Principal Arterial - Other,,,              ,0,0.00%,0.00%,,,,268,693,0.29%,0.12%,,,,0,0.00%,0.00%,,,,268,693,0.12%,,
 ,,002,Albemarle County,6,Rural Minor Arterial,,,              ,0,0.00%,0.00%,,,,363,565,0.40%,0.16%,,,,0,0.00%,0.00%,,,,363,565,0.16%,,
 ,,002,Albemarle County,7,Rural Major Collector,,,              ,269,829,0.43%,0.12%,,,,140,589,0.15%,0.06%,,,,0,0.00%,0.00%,,,,410,418,0.19%,,
 ,,002,Albemarle County,8,Rural Minor Collector,,,              ,21,704,0.03%,0.01%,,,,0,0.00%,0.00%,,,,0,0.00%,0.00%,,,,21,704,0.01%,,
 ,,002,Albemarle County,9,Rural Local System,,,              ,228,984,0.36%,0.10%,,,,1,079,0.00%,0.00%,,,,0,0.00%,0.00%,,,,230,063,0.10%,,
 ,,002,Albemarle County,11,Urban Principal Arterial - Interstate,,,              ,0,0.00%,0.00%,,,,0,0.00%,0.00%,,,,329,704,0.50%,0.15%,,,,329,704,0.15%,,
 ,,002,Albemarle County,12,Urban Principal Arterial - Other Freeways or Expressways,,,              ,0,0.00%,0.00%,,,,173,262,0.19%,0.08%,,,,0,0.00%,0.00%,,,,173,262,0.08%,,
 ,,002,Albemarle County,14,Urban Principal Arterial - Other,,,              ,0,0.00%,0.00%,,,,480,627,0.52%,0.22%,,,,0,0.00%,0.00%,,,,480,627,0.22%,,
 ,,002,Albemarle County,16,Urban Minor Arterial,,,              ,126,663,0.20%,0.06%,,,,88,193,0.10%,0.04%,,,,0,0.00%,0.00%,,,,214,856,0.10%,,
 ,,002,Albemarle County,17,Urban Collector,,,              ,145,952,0.23%,0.07%,,,,0,0.00%,0.00%,,,,0,0.00%,0.00%,,,,145,952,0.07%,,
 ,,002,Albemarle County,19,Urban Local System,,,              ,111,469,0.18%,0.05%,,,,2,321,0.00%,0.00%,,,,0,0.00%,0.00%,,,,113,791,0.05%,,
 ,,002,Albemarle County Total:,,,,,,904,601,1.43%,0.41%,,,,1,518,332,1.65%,0.69%,,,,1,103,482,1.67%,0.50%,,,,3,526,415,1.59%,,
 ,,003,Alleghany County,1,Rural Principal Arterial - Interstate,,,              ,0,0.00%,0.00%,,,,0,0.00%,0.00%,,,,400,486,0.61%,0.18%,,,,400,486,0.18%,,
 ,,003,Alleghany County,6,Rural Minor Arterial,,,              ,0,0.00%,0.00%,,,,17,735,0.02%,0.01%,,,,0,0.00%,0.00%,,,,17,735,0.01%,,
 ,,003,Alleghany County,7,Rural Major Collector,,,              ,30,564,0.05%,0.01%,,,,52,461,0.06%,0.02%,,,,0,0.00%,0.00%,,,,83,024,0.04%,,
 ,,003,Alleghany County,8,Rural Minor Collector,,,              ,1,831,0.00%,0.00%,,,,0,0.00%,0.00%,,,,0,0.00%,0.00%,,,,1,831,0.00%,,
 ,,003,Alleghany County,9,Rural Local System,,,              ,59,802,0.09%,0.03%,,,,1,057,0.00%,0.00%,,,,0,0.00%,0.00%,,,,60,859,0.03%,,
 ,,003,Alleghany County,11,Urban Principal Arterial - Interstate,,,              ,0,0.00%,0.00%,,,,0,0.00%,0.00%,,,,7,935,0.01%,0.00%,,,,7,935,0.00%,,
 ,,003,Alleghany County,14,Urban Principal Arterial - Other,,,              ,0,0.00%,0.00%,,,,30,513,0.03%,0.01%,,,,0,0.00%,0.00%,,,,30,513,0.01%,,
 ,,003,Alleghany County,16,Urban Minor Arterial,,,              ,0,0.00%,0.00%,,,,7,128,0.01%,0.00%,,,,0,0.00%,0.00%,,,,7,128,0.00%,,
 ,,003,Alleghany County,17,Urban Collector,,,              ,10,409,0.02%,0.00%,,,,0,0.00%,0.00%,,,,0,0.00%,0.00%,,,,10,409,0.00%,,
 ,,003,Alleghany County,19,Urban Local System,,,              ,0,0.00%,0.00%,,,,123,0.00%,0.00%,,,,0,0.00%,0.00%,,,,123,0.00%,,
 ,,003,Alleghany County Total:,,,,,,102,606,0.16%,0.05%,,,,109,017,0.12%,0.05%,,,,408,422,0.62%,0.18%,,,,620,044,0.28%,,
 ,,004,Amelia County,2,Rural Principal Arterial - Other,,,              ,0,0.00%,0.00%,,,,260,653,0.28%,0.12%,,,,0,0.00%,0.00%,,,,260,653,0.12%,,
 ,,004,Amelia County,7,Rural Major Collector,,,              ,76,200,0.12%,0.03%,,,,59,297,0.06%,0.03%,,,,0,0.00%,0.00%,,,,135,497,0.06%,,
 ,,004,Amelia County,8,Rural Minor Collector,,,              ,26,922,0.04%,0.01%,,,,131,0.00%,0.00%,,,,0,0.00%,0.00%,,,,27,053,0.01%,,
 ,,004,Amelia County,9,Rural Local System,,,              ,69,032,0.11%,0.03%,,,,13,0.00%,0.00%,,,,0,0.00%,0.00%,,,,69,046,0.03%,,
 ,,004,Amelia County Total:,,,,,,172,154,0.27%,0.08%,,,,320,095,0.35%,0.14%,,,,0,0.00%,0.00%,,,,492,249,0.22%,,
 ,,005,Amherst County,2,Rural Principal Arterial - Other,,,              ,0,0.00%,0.00%,,,,76,259,0.08%,0.03%,,,,0,0.00%,0.00%,,,,76,259,0.03%,,
 ,,005,Amherst County,6,Rural Minor Arterial,,,              ,0,0.00%,0.00%,,,,126,202,0.14%,0.06%,,,,0,0.00%,0.00%,,,,126,202,0.06%,,
 ,,005,Amherst County,7,Rural Major Collector,,,              ,49,966,0.08%,0.02%,,,,0,0.00%,0.00%,,,,0,0.00%,0.00%,,,,49,966,0.02%,,
 ,,005,Amherst County,8,Rural Minor Collector,,,              ,10,368,0.02%,0.00%,,,,0,0.00%,0.00%,,,,0,0.00%,0.00%,,,,10,368,0.00%,,
 ,,005,Amherst County,9,Rural Local System,,,              ,45,613,0.07%,0.02%,,,,5,0.00%,0.00%,,,,0,0.00%,0.00%,,,,45,617,0.02%,,
 ,,005,Amherst County,12,Urban Principal Arterial - Other Freeways or Expressways,,,              ,0,0.00%,0.00%,,,,231,541,0.25%,0.10%,,,,0,0.00%,0.00%,,,,231,541,0.10%,,
