Virginia Department of Transportation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Traffic Engineering Division,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Annual Average Daily Traffic Volume Estimates By Section of Route,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Town of Tazewell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Parallel Facilities Combined,,,,,,,,,,,,,
Link ID,Route Prefix,Route Number,Route Suffix,Route Label,Route Alias,Physical Jurisdiction,,Maintenance Jurisdiction,,Link Length,Start Label,End Label,AADT,AADT Quality,Percent 2 and 4 Tire Vehicles,Percent Busses,Percent Single Unit Trucks 2 Axle,Percent Single Unit Trucks 3+ Axle,Percent Combination Trucks 1 Trailer,Percent Combination Trucks 2+ Trailer,Vehicle Classification Quality,K Factor,K Factor Quality,Direction Factor,AAWDT,AAWDT Quality,Data Date,Comment,AADT,AADT Quality,Percent 2 and 4 Tire Vehicles,Percent Busses,Percent Single Unit Trucks 2 Axle,Percent Single Unit Trucks 3+ Axle,Percent Combination Trucks 1 Trailer,Percent Combination Trucks 2+ Trailer,Vehicle Classification Quality,K Factor,K Factor Quality,Direction Factor,AAWDT,AAWDT Quality
675007,  SR,00016,     ,"Bus US 19, Bus US 460, VA 16",Main St,158,Town of Tazewell,158,Town of Tazewell,0.20,WCL Tazewell,ALT SR 16 Fairgrounds Rd,2600,F,98%,1%,1%,0%,0%,0%,C,0.0909,F,0.0000,2700,F,2011,,,,,,,,,,,,,,,
675008,  SR,00016,     ,"Bus US 19, Bus US 460, VA 16",Main St,158,Town of Tazewell,158,Town of Tazewell,0.81,ALT SR 16 Fairgrounds Rd,Church Ave,3700,F,99%,0%,0%,0%,0%,0%,F,0.0947,F,0.0000,3800,F,2011,,,,,,,,,,,,,,,
675009,  SR,00016,     ,"Bus US 19, Bus US 460, VA 16",Fincastle Trpk,158,Town of Tazewell,158,Town of Tazewell,0.44,Church Ave,N US 19; 460 BUS MAIN ST,4300,F,99%,0%,0%,0%,0%,0%,F,0.0949,F,0.0000,4500,F,2011,,,,,,,,,,,,,,,
675012,  SR,00016,     ,VA 16,Tazewell Ave,158,Town of Tazewell,158,Town of Tazewell,0.83,"Bus US 19, Bus US 460, Main St","US 19, US 460",5100,F,98%,0%,1%,0%,0%,0%,C,0.0928,F,0.0000,5300,F,2011,,,,,,,,,,,,,,,
675013,  SR,00016,     ,VA 16,Tazewell Ave,158,Town of Tazewell,092,Tazewell County,0.44,"US 19, US 460",SR 61 Riverside Dr,3400,F,98%,0%,1%,0%,0%,0%,C,0.0911,F,0.0000,3500,F,2011,,,,,,,,,,,,,,,
675014,  SR,00016,     ,VA 16,Riverside Dr,158,Town of Tazewell,158,Town of Tazewell,1.30,Tazewell Ave,ALT SR 16 Fairgrounds Rd,4800,F,98%,0%,1%,0%,0%,0%,F,0.0851,F,0.0000,5000,F,2011,,,,,,,,,,,,,,,
675015,  SR,00016,     ,VA 16,Riverside Dr,158,Town of Tazewell,158,Town of Tazewell,0.54,ALT SR 16 Fairgrounds Rd,NCL Tazewell,4700,F,95%,1%,1%,1%,3%,0%,C,0.0881,F,0.0000,4900,F,2011,,,,,,,,,,,,,,,
675006,A1SR,00016,     ,Alt VA 16,Fairgrounds Rd,158,Town of Tazewell,158,Town of Tazewell,0.73,US 19 Bus Main St,NCL Tazewell; US 19; US 460,2600,F,98%,0%,1%,0%,0%,0%,C,0.0910,F,0.0000,2700,F,2011,,,,,,,,,,,,,,,
