ReportID:	1236	DataYear:	2011		ReportID:	1236	DataYear:	2011		ReportID:	1236	DataYear:	2011		ReportID:	1236	DataYear:	2011		ReportID:	1236	DataYear:	2011		ReportID:	1236	DataYear:	2011	Prepared	8/22/2012
Daily Vehicle Miles Traveled (DVMT) by Physical Jurisdiction by Federal Functional Class by FHWA Vehicle Class; Towns Combined into Counties																														
Public Road Segments within the Commonwealth of Virginia																														
Road Length values temporarilly not included in this report pending publication of official road length values																														
2011																														
																														
									Secondary						Primary						Interstate						All Roads			
													%	%					%	%					%	%				%
										%	%		of	of		%	%		of	of		%	%		of	of		%		of
										of	of		Secondary	State		of	of		Primary	State		of	of		Interstate	State		of		State
				Federal		Federal				Secondary	State	Road	Total	Total		Primary	State	Road	Total	Total		Interstate	State	Road	Total	Total		State	Road	Total
				Functional		Vehicle				Total	Total	Length	Road	Road		Total	Total	Length	Road	Road		Total	Total	Length	Road	Road		Total	Length	Road
		Jurisdiction		Class		Class			DVMT	VMT	VMT	(Miles)	Length	Length	DVMT	VMT	VMT	(Miles)	Length	Length	DVMT	VMT	VMT	(Miles)	Length	Length	DVMT	VMT	(Miles)	Length
																														
 		001	Accomack County	2	Rural Principal Arterial - Other	01	Motorcycles	              	0	0.00%	0.00%				1,266	0.00%	0.00%				0	0.00%	0.00%				1,266	0.00%		
 		001	Accomack County	2	Rural Principal Arterial - Other	02	Passenger Cars	              	0	0.00%	0.00%				505,451	0.56%	0.23%				0	0.00%	0.00%				505,451	0.23%		
 		001	Accomack County	2	Rural Principal Arterial - Other	03	Two Axle, 4 Tire Single Unit Vehicles	              	0	0.00%	0.00%				128,990	0.14%	0.06%				0	0.00%	0.00%				128,990	0.06%		
 		001	Accomack County	2	Rural Principal Arterial - Other	04	Busses	              	0	0.00%	0.00%				3,905	0.00%	0.00%				0	0.00%	0.00%				3,905	0.00%		
 		001	Accomack County	2	Rural Principal Arterial - Other	05	Two Axle, 6 Tire Single Unit Trucks	              	0	0.00%	0.00%				4,793	0.01%	0.00%				0	0.00%	0.00%				4,793	0.00%		
 		001	Accomack County	2	Rural Principal Arterial - Other	06	Three Axle Single Unit Trucks	              	0	0.00%	0.00%				5,212	0.01%	0.00%				0	0.00%	0.00%				5,212	0.00%		
 		001	Accomack County	2	Rural Principal Arterial - Other	07	Four or More Axle Single Unit Trucks	              	0	0.00%	0.00%				1,327	0.00%	0.00%				0	0.00%	0.00%				1,327	0.00%		
 		001	Accomack County	2	Rural Principal Arterial - Other	08	Four Axle or Fewer Single Trailers	              	0	0.00%	0.00%				2,087	0.00%	0.00%				0	0.00%	0.00%				2,087	0.00%		
 		001	Accomack County	2	Rural Principal Arterial - Other	09	Five Axle Single Trailers	              	0	0.00%	0.00%				36,147	0.04%	0.02%				0	0.00%	0.00%				36,147	0.02%		
 		001	Accomack County	2	Rural Principal Arterial - Other	10	Six or More Axle Single Trailers	              	0	0.00%	0.00%				234	0.00%	0.00%				0	0.00%	0.00%				234	0.00%		
 		001	Accomack County	2	Rural Principal Arterial - Other	11	Five Axle or Fewer Multi-Trailers	              	0	0.00%	0.00%				10	0.00%	0.00%				0	0.00%	0.00%				10	0.00%		
 		001	Accomack County	2	Rural Principal Arterial - Other	12	Six Axle Multi-Trailers	              	0	0.00%	0.00%				22	0.00%	0.00%				0	0.00%	0.00%				22	0.00%		
 		001	Accomack County	2	Rural Principal Arterial - Other	13	Seven or More Axle Multi-Trailers	              	0	0.00%	0.00%				0	0.00%	0.00%				0	0.00%	0.00%				0	0.00%		
 		001	Accomack County	7	Rural Major Collector	01	Motorcycles	              	1,652	0.00%	0.00%				879	0.00%	0.00%				0	0.00%	0.00%				2,531	0.00%		
 		001	Accomack County	7	Rural Major Collector	02	Passenger Cars	              	97,635	0.15%	0.04%				139,744	0.15%	0.06%				0	0.00%	0.00%				237,379	0.11%		
 		001	Accomack County	7	Rural Major Collector	03	Two Axle, 4 Tire Single Unit Vehicles	              	36,174	0.06%	0.02%				46,945	0.05%	0.02%				0	0.00%	0.00%				83,119	0.04%		
 		001	Accomack County	7	Rural Major Collector	04	Busses	              	826	0.00%	0.00%				1,345	0.00%	0.00%				0	0.00%	0.00%				2,171	0.00%		
 		001	Accomack County	7	Rural Major Collector	05	Two Axle, 6 Tire Single Unit Trucks	              	1,333	0.00%	0.00%				1,810	0.00%	0.00%				0	0.00%	0.00%				3,144	0.00%		
 		001	Accomack County	7	Rural Major Collector	06	Three Axle Single Unit Trucks	              	1,036	0.00%	0.00%				927	0.00%	0.00%				0	0.00%	0.00%				1,963	0.00%		
 		001	Accomack County	7	Rural Major Collector	07	Four or More Axle Single Unit Trucks	              	125	0.00%	0.00%				154	0.00%	0.00%				0	0.00%	0.00%				279	0.00%		
 		001	Accomack County	7	Rural Major Collector	08	Four Axle or Fewer Single Trailers	              	542	0.00%	0.00%				639	0.00%	0.00%				0	0.00%	0.00%				1,181	0.00%		
 		001	Accomack County	7	Rural Major Collector	09	Five Axle Single Trailers	              	1,025	0.00%	0.00%				951	0.00%	0.00%				0	0.00%	0.00%				1,976	0.00%		
 		001	Accomack County	7	Rural Major Collector	10	Six or More Axle Single Trailers	              	30	0.00%	0.00%				25	0.00%	0.00%				0	0.00%	0.00%				56	0.00%		
 		001	Accomack County	7	Rural Major Collector	11	Five Axle or Fewer Multi-Trailers	              	1	0.00%	0.00%				0	0.00%	0.00%				0	0.00%	0.00%				1	0.00%		
 		001	Accomack County	7	Rural Major Collector	12	Six Axle Multi-Trailers	              	0	0.00%	0.00%				0	0.00%	0.00%				0	0.00%	0.00%				0	0.00%		
 		001	Accomack County	7	Rural Major Collector	13	Seven or More Axle Multi-Trailers	              	0	0.00%	0.00%				0	0.00%	0.00%				0	0.00%	0.00%				0	0.00%		
 		001	Accomack County	8	Rural Minor Collector	01	Motorcycles	              	1,225	0.00%	0.00%				3	0.00%	0.00%				0	0.00%	0.00%				1,229	0.00%		
 		001	Accomack County	8	Rural Minor Collector	02	Passenger Cars	              	18,528	0.03%	0.01%				1,177	0.00%	0.00%				0	0.00%	0.00%				19,705	0.01%		
 		001	Accomack County	8	Rural Minor Collector	03	Two Axle, 4 Tire Single Unit Vehicles	              	7,589	0.01%	0.00%				555	0.00%	0.00%				0	0.00%	0.00%				8,143	0.00%		
 		001	Accomack County	8	Rural Minor Collector	04	Busses	              	89	0.00%	0.00%				36	0.00%	0.00%				0	0.00%	0.00%				125	0.00%		
 		001	Accomack County	8	Rural Minor Collector	05	Two Axle, 6 Tire Single Unit Trucks	              	229	0.00%	0.00%				17	0.00%	0.00%				0	0.00%	0.00%				247	0.00%		
 		001	Accomack County	8	Rural Minor Collector	06	Three Axle Single Unit Trucks	              	83	0.00%	0.00%				15	0.00%	0.00%				0	0.00%	0.00%				98	0.00%		
 		001	Accomack County	8	Rural Minor Collector	07	Four or More Axle Single Unit Trucks	              	12	0.00%	0.00%				0	0.00%	0.00%				0	0.00%	0.00%				12	0.00%		
 		001	Accomack County	8	Rural Minor Collector	08	Four Axle or Fewer Single Trailers	              	83	0.00%	0.00%				0	0.00%	0.00%				0	0.00%	0.00%				83	0.00%		
 		001	Accomack County	8	Rural Minor Collector	09	Five Axle Single Trailers	              	62	0.00%	0.00%				7	0.00%	0.00%				0	0.00%	0.00%				69	0.00%		
 		001	Accomack County	8	Rural Minor Collector	10	Six or More Axle Single Trailers	              	1	0.00%	0.00%				0	0.00%	0.00%				0	0.00%	0.00%				1	0.00%		
 		001	Accomack County	8	Rural Minor Collector	11	Five Axle or Fewer Multi-Trailers	              	0	0.00%	0.00%				0	0.00%	0.00%				0	0.00%	0.00%				0	0.00%		
 		001	Accomack County	8	Rural Minor Collector	12	Six Axle Multi-Trailers	              	0	0.00%	0.00%				0	0.00%	0.00%				0	0.00%	0.00%				0	0.00%		
 		001	Accomack County	8	Rural Minor Collector	13	Seven or More Axle Multi-Trailers	              	0	0.00%	0.00%				0	0.00%	0.00%				0	0.00%	0.00%				0	0.00%		
 		001	Accomack County	9	Rural Local System	01	Motorcycles	              	0	0.00%	0.00%				0	0.00%	0.00%				0	0.00%	0.00%				0	0.00%		
 		001	Accomack County	9	Rural Local System	02	Passenger Cars	              	142,192	0.22%	0.06%				108	0.00%	0.00%				0	0.00%	0.00%				142,300	0.06%		
 		001	Accomack County	9	Rural Local System	03	Two Axle, 4 Tire Single Unit Vehicles	              	2	0.00%	0.00%				0	0.00%	0.00%				0	0.00%	0.00%				2	0.00%		
 		001	Accomack County	9	Rural Local System	04	Busses	              	0	0.00%	0.00%				0	0.00%	0.00%				0	0.00%	0.00%				0	0.00%		
 		001	Accomack County	9	Rural Local System	05	Two Axle, 6 Tire Single Unit Trucks	              	0	0.00%	0.00%				0	0.00%	0.00%				0	0.00%	0.00%				0	0.00%		
 		001	Accomack County	9	Rural Local System	06	Three Axle Single Unit Trucks	              	0	0.00%	0.00%				0	0.00%	0.00%				0	0.00%	0.00%				0	0.00%		
 		001	Accomack County	9	Rural Local System	07	Four or More Axle Single Unit Trucks	              	0	0.00%	0.00%				0	0.00%	0.00%				0	0.00%	0.00%				0	0.00%		
 		001	Accomack County	9	Rural Local System	08	Four Axle or Fewer Single Trailers	              	0	0.00%	0.00%				0	0.00%	0.00%				0	0.00%	0.00%				0	0.00%		
 		001	Accomack County	9	Rural Local System	09	Five Axle Single Trailers	              	0	0.00%	0.00%				0	0.00%	0.00%				0	0.00%	0.00%				0	0.00%		
 		001	Accomack County	9	Rural Local System	10	Six or More Axle Single Trailers	              	0	0.00%	0.00%				0	0.00%	0.00%				0	0.00%	0.00%				0	0.00%		
 		001	Accomack County	9	Rural Local System	11	Five Axle or Fewer Multi-Trailers	              	0	0.00%	0.00%				0	0.00%	0.00%				0	0.00%	0.00%				0	0.00%		
 		001	Accomack County	9	Rural Local System	12	Six Axle Multi-Trailers	              	0	0.00%	0.00%				0	0.00%	0.00%				0	0.00%	0.00%				0	0.00%		
 		001	Accomack County Total:						310,477	0.48%	0.14%				884,782	0.97%	0.40%				0	0.00%	0.00%				1,195,258	0.54%		
 		002	Albemarle County	1	Rural Principal Arterial - Interstate	01	Motorcycles	              	0	0.00%	0.00%				0	0.00%	0.00%				2,462	0.00%	0.00%				2,462	0.00%		
 		002	Albemarle County	1	Rural Principal Arterial - Interstate	02	Passenger Cars	              	0	0.00%	0.00%				0	0.00%	0.00%				550,248	0.83%	0.25%				550,248	0.25%		
 		002	Albemarle County	1	Rural Principal Arterial - Interstate	03	Two Axle, 4 Tire Single Unit Vehicles	              	0	0.00%	0.00%				0	0.00%	0.00%				121,605	0.18%	0.05%				121,605	0.05%		
 		002	Albemarle County	1	Rural Principal Arterial - Interstate	04	Busses	              	0	0.00%	0.00%				0	0.00%	0.00%				5,375	0.01%	0.00%				5,375	0.00%		
 		002	Albemarle County	1	Rural Principal Arterial - Interstate	05	Two Axle, 6 Tire Single Unit Trucks	              	0	0.00%	0.00%				0	0.00%	0.00%				6,245	0.01%	0.00%				6,245	0.00%		
 		002	Albemarle County	1	Rural Principal Arterial - Interstate	06	Three Axle Single Unit Trucks	              	0	0.00%	0.00%				0	0.00%	0.00%				4,124	0.01%	0.00%				4,124	0.00%		
 		002	Albemarle County	1	Rural Principal Arterial - Interstate	07	Four or More Axle Single Unit Trucks	              	0	0.00%	0.00%				0	0.00%	0.00%				529	0.00%	0.00%				529	0.00%		
 		002	Albemarle County	1	Rural Principal Arterial - Interstate	08	Four Axle or Fewer Single Trailers	              	0	0.00%	0.00%				0	0.00%	0.00%				3,986	0.01%	0.00%				3,986	0.00%		
 		002	Albemarle County	1	Rural Principal Arterial - Interstate	09	Five Axle Single Trailers	              	0	0.00%	0.00%				0	0.00%	0.00%				62,090	0.09%	0.03%				62,090	0.03%		
 		002	Albemarle County	1	Rural Principal Arterial - Interstate	10	Six or More Axle Single Trailers	              	0	0.00%	0.00%				0	0.00%	0.00%				1,082	0.00%	0.00%				1,082	0.00%		
 		002	Albemarle County	1	Rural Principal Arterial - Interstate	11	Five Axle or Fewer Multi-Trailers	              	0	0.00%	0.00%				0	0.00%	0.00%				1,702	0.00%	0.00%				1,702	0.00%		
 		002	Albemarle County	1	Rural Principal Arterial - Interstate	12	Six Axle Multi-Trailers	              	0	0.00%	0.00%				0	0.00%	0.00%				574	0.00%	0.00%				574	0.00%		
 		002	Albemarle County	1	Rural Principal Arterial - Interstate	13	Seven or More Axle Multi-Trailers	              	0	0.00%	0.00%				0	0.00%	0.00%				4	0.00%	0.00%				4	0.00%		
 		002	Albemarle County	2	Rural Principal Arterial - Other	01	Motorcycles	              	0	0.00%	0.00%				787	0.00%	0.00%				0	0.00%	0.00%				787	0.00%		
 		002	Albemarle County	2	Rural Principal Arterial - Other	02	Passenger Cars	              	0	0.00%	0.00%				198,405	0.22%	0.09%				0	0.00%	0.00%				198,405	0.09%		
 		002	Albemarle County	2	Rural Principal Arterial - Other	03	Two Axle, 4 Tire Single Unit Vehicles	              	0	0.00%	0.00%				41,601	0.05%	0.02%				0	0.00%	0.00%				41,601	0.02%		
 		002	Albemarle County	2	Rural Principal Arterial - Other	04	Busses	              	0	0.00%	0.00%				1,642	0.00%	0.00%				0	0.00%	0.00%				1,642	0.00%		
 		002	Albemarle County	2	Rural Principal Arterial - Other	05	Two Axle, 6 Tire Single Unit Trucks	              	0	0.00%	0.00%				1,991	0.00%	0.00%				0	0.00%	0.00%				1,991	0.00%		
 		002	Albemarle County	2	Rural Principal Arterial - Other	06	Three Axle Single Unit Trucks	              	0	0.00%	0.00%				1,357	0.00%	0.00%				0	0.00%	0.00%				1,357	0.00%		
 		002	Albemarle County	2	Rural Principal Arterial - Other	07	Four or More Axle Single Unit Trucks	              	0	0.00%	0.00%				202	0.00%	0.00%				0	0.00%	0.00%				202	0.00%		
 		002	Albemarle County	2	Rural Principal Arterial - Other	08	Four Axle or Fewer Single Trailers	              	0	0.00%	0.00%				1,273	0.00%	0.00%				0	0.00%	0.00%				1,273	0.00%		
 		002	Albemarle County	2	Rural Principal Arterial - Other	09	Five Axle Single Trailers	              	0	0.00%	0.00%				17,808	0.02%	0.01%				0	0.00%	0.00%				17,808	0.01%		
 		002	Albemarle County	2	Rural Principal Arterial - Other	10	Six or More Axle Single Trailers	              	0	0.00%	0.00%				247	0.00%	0.00%				0	0.00%	0.00%				247	0.00%		
 		002	Albemarle County	2	Rural Principal Arterial - Other	11	Five Axle or Fewer Multi-Trailers	              	0	0.00%	0.00%				1,020	0.00%	0.00%				0	0.00%	0.00%				1,020	0.00%		
 		002	Albemarle County	2	Rural Principal Arterial - Other	12	Six Axle Multi-Trailers	              	0	0.00%	0.00%				172	0.00%	0.00%				0	0.00%	0.00%				172	0.00%		
 		002	Albemarle County	2	Rural Principal Arterial - Other	13	Seven or More Axle Multi-Trailers	              	0	0.00%	0.00%				1	0.00%	0.00%				0	0.00%	0.00%				1	0.00%		
 		002	Albemarle County	6	Rural Minor Arterial	01	Motorcycles	              	0	0.00%	0.00%				857	0.00%	0.00%				0	0.00%	0.00%				857	0.00%		
 		002	Albemarle County	6	Rural Minor Arterial	02	Passenger Cars	              	0	0.00%	0.00%				284,714	0.31%	0.13%				0	0.00%	0.00%				284,714	0.13%		
 		002	Albemarle County	6	Rural Minor Arterial	03	Two Axle, 4 Tire Single Unit Vehicles	              	0	0.00%	0.00%				65,448	0.07%	0.03%				0	0.00%	0.00%				65,448	0.03%		
 		002	Albemarle County	6	Rural Minor Arterial	04	Busses	              	0	0.00%	0.00%				2,766	0.00%	0.00%				0	0.00%	0.00%				2,766	0.00%		
 		002	Albemarle County	6	Rural Minor Arterial	05	Two Axle, 6 Tire Single Unit Trucks	              	0	0.00%	0.00%				3,127	0.00%	0.00%				0	0.00%	0.00%				3,127	0.00%		
 		002	Albemarle County	6	Rural Minor Arterial	06	Three Axle Single Unit Trucks	              	0	0.00%	0.00%				2,204	0.00%	0.00%				0	0.00%	0.00%				2,204	0.00%		
 		002	Albemarle County	6	Rural Minor Arterial	07	Four or More Axle Single Unit Trucks	              	0	0.00%	0.00%				421	0.00%	0.00%				0	0.00%	0.00%				421	0.00%		
 		002	Albemarle County	6	Rural Minor Arterial	08	Four Axle or Fewer Single Trailers	              	0	0.00%	0.00%				1,008	0.00%	0.00%				0	0.00%	0.00%				1,008	0.00%		
 		002	Albemarle County	6	Rural Minor Arterial	09	Five Axle Single Trailers	              	0	0.00%	0.00%				2,698	0.00%	0.00%				0	0.00%	0.00%				2,698	0.00%		
 		002	Albemarle County	6	Rural Minor Arterial	10	Six or More Axle Single Trailers	              	0	0.00%	0.00%				194	0.00%	0.00%				0	0.00%	0.00%				194	0.00%		
 		002	Albemarle County	6	Rural Minor Arterial	11	Five Axle or Fewer Multi-Trailers	              	0	0.00%	0.00%				19	0.00%	0.00%				0	0.00%	0.00%				19	0.00%		
