ReportID:	230	DataYear:	2008		ReportID:	230	DataYear:	2008		ReportID:	230	DataYear:	2008		ReportID:	230	DataYear:	2008		ReportID:	230	DataYear:	2008		ReportID:	230	DataYear:	2008	Prepared	7/13/2009
Daily Vehicle Miles Traveled (DVMT) by Federal Functional Class by FHWA Vehicle Class																														
Public Road Segments within the Commonwealth of Virginia																														
Using Distance Measured Along North and East Bound Direction of Separated Inventoried Highways																														
2008																														
																														
									Secondary						Primary						Interstate						All Roads			
													%	%					%	%					%	%				%
										%	%		of	of		%	%		of	of		%	%		of	of		%		of
										of	of		Secondary	State		of	of		Primary	State		of	of		Interstate	State		of		State
				Federal		Federal				Secondary	State	Road	Total	Total		Primary	State	Road	Total	Total		Interstate	State	Road	Total	Total		State	Road	Total
				Functional		Vehicle				Total	Total	Length	Road	Road		Total	Total	Length	Road	Road		Total	Total	Length	Road	Road		Total	Length	Road
				Class		Class			DVMT	VMT	VMT	(Miles)	Length	Length	DVMT	VMT	VMT	(Miles)	Length	Length	DVMT	VMT	VMT	(Miles)	Length	Length	DVMT	VMT	(Miles)	Length
																														
 		   		1	Rural Principal Arterial - Interstate	01	Motorcycles	              	0	0.00%	0.00%	0.00	0.00%	0.00%	0	0.00%	0.00%	0.00	0.00%	0.00%	87,578	0.13%	0.04%	668.69	59.78%	0.90%	87,578	0.04%	668.69	0.90%
 		   		1	Rural Principal Arterial - Interstate	02	Passenger Cars	              	0	0.00%	0.00%	0.00	0.00%	0.00%	0	0.00%	0.00%	0.00	0.00%	0.00%	15,319,859	23.55%	6.81%	668.69	59.78%	0.90%	15,319,859	6.81%	668.69	0.90%
 		   		1	Rural Principal Arterial - Interstate	03	Two Axle, 4 Tire Single Unit Vehicles	              	0	0.00%	0.00%	0.00	0.00%	0.00%	0	0.00%	0.00%	0.00	0.00%	0.00%	3,581,760	5.51%	1.59%	668.69	59.78%	0.90%	3,581,760	1.59%	668.69	0.90%
 		   		1	Rural Principal Arterial - Interstate	04	Busses	              	0	0.00%	0.00%	0.00	0.00%	0.00%	0	0.00%	0.00%	0.00	0.00%	0.00%	183,520	0.28%	0.08%	668.69	59.78%	0.90%	183,520	0.08%	668.69	0.90%
 		   		1	Rural Principal Arterial - Interstate	05	Two Axle, 6 Tire Single Unit Trucks	              	0	0.00%	0.00%	0.00	0.00%	0.00%	0	0.00%	0.00%	0.00	0.00%	0.00%	206,293	0.32%	0.09%	668.69	59.78%	0.90%	206,293	0.09%	668.69	0.90%
 		   		1	Rural Principal Arterial - Interstate	06	Three Axle Single Unit Trucks	              	0	0.00%	0.00%	0.00	0.00%	0.00%	0	0.00%	0.00%	0.00	0.00%	0.00%	145,030	0.22%	0.06%	668.69	59.78%	0.90%	145,030	0.06%	668.69	0.90%
 		   		1	Rural Principal Arterial - Interstate	07	Four or More Axle Single Unit Trucks	              	0	0.00%	0.00%	0.00	0.00%	0.00%	0	0.00%	0.00%	0.00	0.00%	0.00%	19,726	0.03%	0.01%	668.69	59.78%	0.90%	19,726	0.01%	668.69	0.90%
 		   		1	Rural Principal Arterial - Interstate	08	Four Axle or Fewer Single Trailers	              	0	0.00%	0.00%	0.00	0.00%	0.00%	0	0.00%	0.00%	0.00	0.00%	0.00%	133,227	0.20%	0.06%	668.69	59.78%	0.90%	133,227	0.06%	668.69	0.90%
 		   		1	Rural Principal Arterial - Interstate	09	Five Axle Single Trailers	              	0	0.00%	0.00%	0.00	0.00%	0.00%	0	0.00%	0.00%	0.00	0.00%	0.00%	3,958,688	6.09%	1.76%	668.69	59.78%	0.90%	3,958,688	1.76%	668.69	0.90%
