ReportID:	1216	DataYear:	2008		ReportID:	1216	DataYear:	2008		ReportID:	1216	DataYear:	2008		ReportID:	1216	DataYear:	2008		ReportID:	1216	DataYear:	2008		ReportID:	1216	DataYear:	2008	Prepared	7/13/2009
Daily Vehicle Miles Traveled (DVMT) by Physical Jurisdiction by Federal Functional Class; Towns Combined into Counties																														
Public Road Segments within the Commonwealth of Virginia																														
Using Distance Measured Along North and East Bound Direction of Separated Inventoried Highways																														
2008																														
																														
									Secondary						Primary						Interstate						All Roads			
													%	%					%	%					%	%				%
										%	%		of	of		%	%		of	of		%	%		of	of		%		of
										of	of		Secondary	State		of	of		Primary	State		of	of		Interstate	State		of		State
				Federal						Secondary	State	Road	Total	Total		Primary	State	Road	Total	Total		Interstate	State	Road	Total	Total		State	Road	Total
				Functional						Total	Total	Length	Road	Road		Total	Total	Length	Road	Road		Total	Total	Length	Road	Road		Total	Length	Road
		Jurisdiction		Class					DVMT	VMT	VMT	(Miles)	Length	Length	DVMT	VMT	VMT	(Miles)	Length	Length	DVMT	VMT	VMT	(Miles)	Length	Length	DVMT	VMT	(Miles)	Length
																														
 		001	Accomack County	2	Rural Principal Arterial - Other			              	0	0.00%	0.00%	0.00	0.00%	0.00%	692,556	0.75%	0.31%	37.40	0.37%	0.05%	0	0.00%	0.00%	0.00	0.00%	0.00%	692,556	0.31%	37.40	0.05%
 		001	Accomack County	7	Rural Major Collector			              	149,447	0.22%	0.07%	105.32	0.17%	0.14%	200,843	0.22%	0.09%	61.95	0.62%	0.08%	0	0.00%	0.00%	0.00	0.00%	0.00%	350,290	0.16%	167.27	0.23%
 		001	Accomack County	8	Rural Minor Collector			              	22,887	0.03%	0.01%	21.24	0.03%	0.03%	2,432	0.00%	0.00%	3.06	0.03%	0.00%	0	0.00%	0.00%	0.00	0.00%	0.00%	25,319	0.01%	24.30	0.03%
 		001	Accomack County	9	Rural Local System			              	139,156	0.21%	0.06%	469.17	0.75%	0.63%	103	0.00%	0.00%	0.36	0.00%	0.00%	0	0.00%	0.00%	0.00	0.00%	0.00%	139,259	0.06%	469.53	0.64%
 		001	Accomack County Total:						311,490	0.47%	0.14%	595.73	0.95%	0.81%	895,934	0.97%	0.40%	102.77	1.03%	0.14%	0	0.00%	0.00%	0.00	0.00%	0.00%	1,207,423	0.54%	698.50	0.95%
 		002	Albemarle County	1	Rural Principal Arterial - Interstate			              	0	0.00%	0.00%	0.00	0.00%	0.00%	0	0.00%	0.00%	0.00	0.00%	0.00%	777,103	1.19%	0.35%	23.32	2.08%	0.03%	777,103	0.35%	23.32	0.03%
 		002	Albemarle County	2	Rural Principal Arterial - Other			              	0	0.00%	0.00%	0.00	0.00%	0.00%	263,029	0.28%	0.12%	17.35	0.17%	0.02%	0	0.00%	0.00%	0.00	0.00%	0.00%	263,029	0.12%	17.35	0.02%
 		002	Albemarle County	6	Rural Minor Arterial			              	0	0.00%	0.00%	0.00	0.00%	0.00%	362,373	0.39%	0.16%	47.13	0.47%	0.06%	0	0.00%	0.00%	0.00	0.00%	0.00%	362,373	0.16%	47.13	0.06%
 		002	Albemarle County	7	Rural Major Collector			              	296,746	0.44%	0.13%	135.42	0.22%	0.18%	168,578	0.18%	0.07%	39.77	0.40%	0.05%	0	0.00%	0.00%	0.00	0.00%	0.00%	465,324	0.21%	175.19	0.24%
 		002	Albemarle County	8	Rural Minor Collector			              	23,908	0.04%	0.01%	25.28	0.04%	0.03%	0	0.00%	0.00%	0.00	0.00%	0.00%	0	0.00%	0.00%	0.00	0.00%	0.00%	23,908	0.01%	25.28	0.03%
 		002	Albemarle County	9	Rural Local System			              	206,485	0.31%	0.09%	574.45	0.91%	0.78%	1,058	0.00%	0.00%	3.19	0.03%	0.00%	0	0.00%	0.00%	0.00	0.00%	0.00%	207,543	0.09%	577.64	0.78%
 		002	Albemarle County	11	Urban Principal Arterial - Interstate			              	0	0.00%	0.00%	0.00	0.00%	0.00%	0	0.00%	0.00%	0.00	0.00%	0.00%	276,748	0.43%	0.12%	6.35	0.57%	0.01%	276,748	0.12%	6.35	0.01%
 		002	Albemarle County	12	Urban Principal Arterial - Other Freeways or Expressways			              	0	0.00%	0.00%	0.00	0.00%	0.00%	158,297	0.17%	0.07%	3.62	0.04%	0.00%	0	0.00%	0.00%	0.00	0.00%	0.00%	158,297	0.07%	3.62	0.00%
 		002	Albemarle County	14	Urban Principal Arterial - Other			              	0	0.00%	0.00%	0.00	0.00%	0.00%	503,697	0.54%	0.22%	12.84	0.13%	0.02%	0	0.00%	0.00%	0.00	0.00%	0.00%	503,697	0.22%	12.84	0.02%
 		002	Albemarle County	16	Urban Minor Arterial			              	100,893	0.15%	0.04%	6.86	0.01%	0.01%	145,905	0.16%	0.06%	13.80	0.14%	0.02%	0	0.00%	0.00%	0.00	0.00%	0.00%	246,798	0.11%	20.66	0.03%
 		002	Albemarle County	17	Urban Collector			              	222,660	0.33%	0.10%	31.18	0.05%	0.04%	0	0.00%	0.00%	0.00	0.00%	0.00%	0	0.00%	0.00%	0.00	0.00%	0.00%	222,660	0.10%	31.18	0.04%
 		002	Albemarle County	19	Urban Local System			              	124,651	0.19%	0.06%	94.91	0.15%	0.13%	2,481	0.00%	0.00%	1.94	0.02%	0.00%	0	0.00%	0.00%	0.00	0.00%	0.00%	127,132	0.06%	96.85	0.13%
